,Player,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,Country,Date,Opposition,id,tournament_stage,Result
0,Tony Parker,20.0,6,9,0,2,2,2,0,0,3,2,0,0,0,14,france,2016-08-12,venezuela,2016081220,Group A,W
1,Thomas Heurtel,20.0,5,7,1,3,0,0,1,3,8,0,0,2,0,11,france,2016-08-12,venezuela,2016081220,Group A,W
2,Joffrey Lauvergne,19.0,8,10,0,1,1,2,1,4,2,0,1,0,1,17,france,2016-08-12,venezuela,2016081220,Group A,W
3,Charles Kahudi,19.0,2,4,1,1,1,1,1,12,2,0,0,0,2,6,france,2016-08-12,venezuela,2016081220,Group A,W
4,Boris Diaw,18.0,5,9,0,1,0,0,1,4,0,1,0,0,2,10,france,2016-08-12,venezuela,2016081220,Group A,W
5,Nando De Colo,18.0,5,6,0,1,0,0,1,4,4,1,0,1,0,10,france,2016-08-12,venezuela,2016081220,Group A,W
6,Antoine Diot,18.0,4,5,2,2,4,4,0,1,0,0,0,1,3,14,france,2016-08-12,venezuela,2016081220,Group A,W
7,Rudy Gobert,17.0,1,3,0,0,1,2,2,5,0,0,0,0,2,3,france,2016-08-12,venezuela,2016081220,Group A,W
8,Nicolas Batum,15.0,2,7,1,2,0,0,0,1,0,0,1,0,1,5,france,2016-08-12,venezuela,2016081220,Group A,W
9,Florent Pietrus,14.0,1,2,0,1,0,0,1,2,3,0,0,0,2,2,france,2016-08-12,venezuela,2016081220,Group A,W
10,Kim Tillie,12.0,1,3,0,0,0,0,0,1,0,0,0,0,2,2,france,2016-08-12,venezuela,2016081220,Group A,W
11,Mickael Gelabale,10.0,1,2,0,1,0,0,0,3,3,0,0,0,0,2,france,2016-08-12,venezuela,2016081220,Group A,W
12,Totals,,41,67,5,15,9,11,8,40,25,4,2,4,15,96,france,2016-08-12,venezuela,2016081220,Group A,W
0,John Cox,29.0,3,10,0,1,0,0,2,2,4,0,0,0,1,6,venezuela,2016-08-12,france,2016081220,Group A,L
1,Greg Echenique,26.0,4,6,0,0,4,4,0,3,0,0,0,0,1,12,venezuela,2016-08-12,france,2016081220,Group A,L
2,Jose Vargas,22.0,3,11,0,5,2,2,0,7,0,0,0,0,3,8,venezuela,2016-08-12,france,2016081220,Group A,L
3,Gregory Vargas,21.0,1,5,1,5,0,0,0,0,1,0,0,2,4,3,venezuela,2016-08-12,france,2016081220,Group A,L
4,David Cubillan,21.0,2,7,2,3,0,0,0,0,2,1,0,0,2,6,venezuela,2016-08-12,france,2016081220,Group A,L
5,Miguel Ruiz,17.0,1,3,0,0,0,1,2,2,2,0,0,0,2,2,venezuela,2016-08-12,france,2016081220,Group A,L
6,Nestor Colmenares,17.0,5,7,0,2,0,2,0,4,4,1,0,3,1,10,venezuela,2016-08-12,france,2016081220,Group A,L
7,Anthony Perez,14.0,1,4,0,2,0,0,1,2,0,0,0,0,1,2,venezuela,2016-08-12,france,2016081220,Group A,L
8,Heissler Guillent,13.0,2,5,1,2,0,0,0,0,3,0,0,0,0,5,venezuela,2016-08-12,france,2016081220,Group A,L
9,Miguel Marriaga,10.0,0,0,0,0,2,2,2,2,0,1,0,0,2,2,venezuela,2016-08-12,france,2016081220,Group A,L
10,Dwight Lewis,5.0,0,4,0,2,0,0,0,0,1,0,0,0,0,0,venezuela,2016-08-12,france,2016081220,Group A,L
11,Windi Graterol,4.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,venezuela,2016-08-12,france,2016081220,Group A,L
12,Totals,,22,63,4,23,8,11,7,22,17,3,0,5,17,56,venezuela,2016-08-12,france,2016081220,Group A,L
