,Player,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,Country,Date,Opposition,id,tournament_stage,Result
0,Evgeny Pashutin,34.0,2,4,1,2,0,0,0,7,12,1,2,2,3,5,russia,2000-09-23,canada,2000092319,Group B,W
1,Zakhar Pashutin,31.0,7,10,0,2,0,0,1,6,1,1,0,1,4,14,russia,2000-09-23,canada,2000092319,Group B,W
2,Nikita Morgunov,29.0,2,5,1,3,1,2,0,2,1,1,1,0,3,6,russia,2000-09-23,canada,2000092319,Group B,W
3,Alexandr Bashminov,25.0,5,7,0,0,0,0,2,4,1,0,0,0,3,10,russia,2000-09-23,canada,2000092319,Group B,W
4,Sergei Chikalkin,22.0,4,8,3,5,0,0,0,2,0,0,3,0,1,11,russia,2000-09-23,canada,2000092319,Group B,W
5,Andrei Fetisov,20.0,6,14,2,3,1,1,1,5,1,0,0,2,3,15,russia,2000-09-23,canada,2000092319,Group B,W
6,Andrei Kirilenko,20.0,4,6,0,1,3,5,1,4,1,3,0,2,4,11,russia,2000-09-23,canada,2000092319,Group B,W
7,Ruslan Avleev,10.0,2,4,0,2,0,1,0,1,0,0,4,0,0,4,russia,2000-09-23,canada,2000092319,Group B,W
8,Sergey Panov,6.0,0,1,0,0,1,2,1,2,1,0,0,1,0,1,russia,2000-09-23,canada,2000092319,Group B,W
9,Sergey Bazarevitch,4.0,0,1,0,0,0,0,0,1,1,0,0,1,2,0,russia,2000-09-23,canada,2000092319,Group B,W
10,Totals,,32,60,7,18,6,11,6,34,19,6,10,9,23,77,russia,2000-09-23,canada,2000092319,Group B,W
0,Steve Nash,37.0,6,14,2,4,1,3,2,5,4,0,0,5,0,15,canada,2000-09-23,russia,2000092319,Group B,L
1,Peter Guarasci,26.0,2,2,0,0,6,8,4,5,0,0,0,0,1,10,canada,2000-09-23,russia,2000092319,Group B,L
2,Sherman Hamilton,23.0,0,1,0,1,2,2,0,3,3,0,0,1,0,2,canada,2000-09-23,russia,2000092319,Group B,L
3,Andrew Mavis,20.0,0,3,0,2,0,0,1,5,1,0,0,0,0,0,canada,2000-09-23,russia,2000092319,Group B,L
4,Todd MacCulloch,19.0,5,9,0,0,1,3,2,3,0,0,0,1,2,11,canada,2000-09-23,russia,2000092319,Group B,L
5,Michael Meeks,19.0,3,8,0,2,0,0,0,0,0,0,0,1,1,6,canada,2000-09-23,russia,2000092319,Group B,L
6,Rowan Barrett,19.0,0,7,0,1,2,2,0,1,0,0,0,1,1,2,canada,2000-09-23,russia,2000092319,Group B,L
7,Greg Newton,16.0,2,6,0,0,5,8,1,4,1,1,2,0,2,9,canada,2000-09-23,russia,2000092319,Group B,L
8,Greg Francis,12.0,1,7,1,4,0,0,0,2,0,0,0,1,1,3,canada,2000-09-23,russia,2000092319,Group B,L
9,Shawn Swords,6.0,0,1,0,1,1,2,0,0,0,1,0,0,1,1,canada,2000-09-23,russia,2000092319,Group B,L
10,David Daniels,3.0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,canada,2000-09-23,russia,2000092319,Group B,L
11,Totals,,19,58,3,15,18,28,10,28,10,2,2,10,11,59,canada,2000-09-23,russia,2000092319,Group B,L
