,Player,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,Country,Date,Opposition,id,tournament_stage,Result
0,Carlos Arroyo,37.0,6,15,4,7,9,10,1,2,2,3,0,3,5,25,puerto rico,2004-08-17,lithuania,2004081711,Group B,L
1,Larry Ayuso,29.0,8,15,5,10,4,4,2,5,2,1,0,1,4,25,puerto rico,2004-08-17,lithuania,2004081711,Group B,L
2,Sharif Fajardo,27.0,1,9,0,3,1,3,1,4,1,1,0,2,2,3,puerto rico,2004-08-17,lithuania,2004081711,Group B,L
3,Daniel Santiago,25.0,2,4,0,0,8,10,1,2,0,4,0,4,5,12,puerto rico,2004-08-17,lithuania,2004081711,Group B,L
4,Eddie Casiano,18.0,1,4,1,3,3,3,0,1,1,1,0,2,4,6,puerto rico,2004-08-17,lithuania,2004081711,Group B,L
5,Piculin Ortiz,18.0,2,5,0,0,0,0,1,4,1,0,1,2,1,4,puerto rico,2004-08-17,lithuania,2004081711,Group B,L
6,Rolando Hourruitiner,16.0,3,4,1,1,0,2,2,6,0,2,0,2,2,7,puerto rico,2004-08-17,lithuania,2004081711,Group B,L
7,Rick Apodaca,11.0,2,3,1,1,0,0,0,1,0,1,0,1,3,5,puerto rico,2004-08-17,lithuania,2004081711,Group B,L
8,Christian Dalmau,7.0,0,3,0,1,0,0,0,0,0,0,0,0,2,0,puerto rico,2004-08-17,lithuania,2004081711,Group B,L
9,Bobby Joe Hatton,4.0,0,1,0,0,3,6,3,4,0,1,0,0,0,3,puerto rico,2004-08-17,lithuania,2004081711,Group B,L
10,Peter John Ramos,4.0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,puerto rico,2004-08-17,lithuania,2004081711,Group B,L
11,Totals,,25,64,12,26,28,38,11,30,7,14,1,17,30,90,puerto rico,2004-08-17,lithuania,2004081711,Group B,L
0,Saulius Stombergas,31.0,3,7,1,4,0,0,0,5,0,0,0,2,4,7,lithuania,2004-08-17,puerto rico,2004081711,Group B,L
1,Ramunas Siskauskas,29.0,5,12,1,4,12,16,1,3,2,2,0,1,2,23,lithuania,2004-08-17,puerto rico,2004081711,Group B,L
2,Sarunas Jasikevicius,27.0,5,8,4,7,4,6,2,2,7,2,0,7,4,18,lithuania,2004-08-17,puerto rico,2004081711,Group B,L
3,Mindaugas Zukauskas,23.0,2,4,2,3,2,2,0,4,2,1,0,2,5,8,lithuania,2004-08-17,puerto rico,2004081711,Group B,L
4,Eurelijus Zukauskas,20.0,0,3,0,0,0,2,1,8,3,0,2,0,5,0,lithuania,2004-08-17,puerto rico,2004081711,Group B,L
5,Arvydas Macijauskas,18.0,7,10,5,8,0,2,0,0,0,2,1,3,3,19,lithuania,2004-08-17,puerto rico,2004081711,Group B,L
6,Darius Songaila,16.0,3,5,0,0,3,3,1,5,0,3,1,2,5,9,lithuania,2004-08-17,puerto rico,2004081711,Group B,L
7,Ksistof Lavrinovic,10.0,2,4,2,3,0,0,1,4,0,0,1,0,3,6,lithuania,2004-08-17,puerto rico,2004081711,Group B,L
8,Robertas Javtokas,9.0,1,1,0,0,0,2,1,3,0,0,0,2,3,2,lithuania,2004-08-17,puerto rico,2004081711,Group B,L
9,Vidas Ginevicius,7.0,0,0,0,0,1,2,0,1,2,1,0,0,0,1,lithuania,2004-08-17,puerto rico,2004081711,Group B,L
10,Dainius Salenga,5.0,2,2,1,1,0,0,1,1,0,1,0,0,0,5,lithuania,2004-08-17,puerto rico,2004081711,Group B,L
11,Totals,,30,56,16,30,22,35,8,36,16,12,5,19,34,98,lithuania,2004-08-17,puerto rico,2004081711,Group B,L
