,Player,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,Country,Date,Opposition,id,tournament_stage,Result
0,Kobe Bryant,32.0,5,14,2,9,0,0,1,2,1,2,0,0,2,12,united states,2008-08-22,argentina,2008082234,Semi-Finals,W
1,Carmelo Anthony,30.0,3,14,2,8,13,13,0,4,0,1,1,1,2,21,united states,2008-08-22,argentina,2008082234,Semi-Finals,W
2,LeBron James,26.0,6,11,3,6,0,2,2,5,2,0,0,4,3,15,united states,2008-08-22,argentina,2008082234,Semi-Finals,W
3,Chris Paul,21.0,4,5,1,2,3,4,1,3,2,3,0,2,1,12,united states,2008-08-22,argentina,2008082234,Semi-Finals,W
4,Chris Bosh,20.0,3,4,0,0,5,5,4,10,0,0,1,0,4,11,united states,2008-08-22,argentina,2008082234,Semi-Finals,W
5,Dwight Howard,16.0,4,6,0,0,2,4,3,9,0,1,2,1,3,10,united states,2008-08-22,argentina,2008082234,Semi-Finals,W
6,Jason Kidd,16.0,1,2,0,1,0,0,1,2,7,0,0,3,2,2,united states,2008-08-22,argentina,2008082234,Semi-Finals,W
7,Dwyane Wade,15.0,4,7,0,1,4,8,4,4,1,1,0,2,2,12,united states,2008-08-22,argentina,2008082234,Semi-Finals,W
8,Deron Williams,13.0,2,4,2,4,0,0,0,1,2,0,0,2,2,6,united states,2008-08-22,argentina,2008082234,Semi-Finals,W
9,Michael Redd,5.0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,united states,2008-08-22,argentina,2008082234,Semi-Finals,W
10,Tayshaun Prince,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,united states,2008-08-22,argentina,2008082234,Semi-Finals,W
11,Carlos Boozer,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,united states,2008-08-22,argentina,2008082234,Semi-Finals,W
12,Totals,,32,68,10,31,27,36,16,43,15,8,4,15,21,101,united states,2008-08-22,argentina,2008082234,Semi-Finals,W
0,Carlos Delfino,36.0,6,18,3,10,2,2,3,8,1,2,0,2,3,17,argentina,2008-08-22,united states,2008082234,Semi-Finals,L
1,Luis Scola,34.0,13,21,0,0,2,2,4,11,0,2,2,2,4,28,argentina,2008-08-22,united states,2008082234,Semi-Finals,L
2,Pablo Prigioni,33.0,1,3,1,3,0,0,0,3,3,0,0,4,4,3,argentina,2008-08-22,united states,2008082234,Semi-Finals,L
3,Paulo Quinteros,19.0,4,9,2,3,2,2,1,3,0,1,0,2,0,12,argentina,2008-08-22,united states,2008082234,Semi-Finals,L
4,Fabricio Oberto,19.0,1,2,0,0,0,0,0,0,0,0,0,4,5,2,argentina,2008-08-22,united states,2008082234,Semi-Finals,L
5,Leo Gutierrez,19.0,0,3,0,3,0,0,0,2,2,0,0,0,3,0,argentina,2008-08-22,united states,2008082234,Semi-Finals,L
6,Andres Nocioni,18.0,2,4,0,1,6,6,0,1,1,1,1,1,4,10,argentina,2008-08-22,united states,2008082234,Semi-Finals,L
7,Juan Gutierrez,8.0,2,2,0,0,2,2,0,3,0,0,0,0,2,6,argentina,2008-08-22,united states,2008082234,Semi-Finals,L
8,Manu Ginobili,6.0,1,4,0,2,0,0,0,0,0,0,0,1,2,2,argentina,2008-08-22,united states,2008082234,Semi-Finals,L
9,Roman Gonzalez,6.0,0,1,0,0,1,2,1,1,0,1,0,0,2,1,argentina,2008-08-22,united states,2008082234,Semi-Finals,L
10,Antonio Porta,3.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,argentina,2008-08-22,united states,2008082234,Semi-Finals,L
11,Totals,,30,68,6,23,15,16,9,32,7,7,3,16,29,81,argentina,2008-08-22,united states,2008082234,Semi-Finals,L
