,Player,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,Country,Date,Opposition,id,tournament_stage,Result
0,Antonis Fotsis,33.0,6.0,10.0,3.0,5.0,2.0,2.0,5.0,10,1,2,0,0,3.0,17,greece,2008-08-20,argentina,2008082030,Quarter-Finals,L
1,Dimitris Diamantidis,33.0,2.0,7.0,2.0,5.0,0.0,0.0,2.0,5,3,1,0,3,2.0,6,greece,2008-08-20,argentina,2008082030,Quarter-Finals,L
2,Vassilis Spanoulis,31.0,4.0,9.0,0.0,3.0,1.0,2.0,2.0,7,2,0,0,5,3.0,9,greece,2008-08-20,argentina,2008082030,Quarter-Finals,L
3,Theodoros Papaloukas,30.0,1.0,5.0,0.0,1.0,2.0,2.0,0.0,1,4,3,0,3,0.0,4,greece,2008-08-20,argentina,2008082030,Quarter-Finals,L
4,Panagiotis Vasilopoulos,19.0,3.0,8.0,2.0,2.0,2.0,2.0,1.0,3,1,1,0,1,1.0,10,greece,2008-08-20,argentina,2008082030,Quarter-Finals,L
5,Ioannis Bourousis,18.0,4.0,7.0,0.0,2.0,4.0,4.0,0.0,3,0,1,0,0,1.0,12,greece,2008-08-20,argentina,2008082030,Quarter-Finals,L
6,Kostas Tsartsaris,17.0,5.0,5.0,0.0,0.0,3.0,4.0,0.0,3,0,0,0,1,1.0,13,greece,2008-08-20,argentina,2008082030,Quarter-Finals,L
7,Nikos Zisis,14.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,1,3,1,0,0,2.0,5,greece,2008-08-20,argentina,2008082030,Quarter-Finals,L
8,Sofoklis Schortsanitis,4.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0,0,0,0,0,0.0,2,greece,2008-08-20,argentina,2008082030,Quarter-Finals,L
9,Giorgos Printezis,,,,,,,,,0,0,0,0,0,,0,greece,2008-08-20,argentina,2008082030,Quarter-Finals,L
10,Michalis Pelekanos,,,,,,,,,0,0,0,0,0,,0,greece,2008-08-20,argentina,2008082030,Quarter-Finals,L
11,Totals,,,,,,,,,33,14,9,0,13,,78,greece,2008-08-20,argentina,2008082030,Quarter-Finals,L
0,Luis Scola,38.0,5.0,11.0,0.0,0.0,1.0,2.0,2.0,8,0,0,1,3,3.0,11,argentina,2008-08-20,greece,2008082030,Quarter-Finals,L
1,Pablo Prigioni,36.0,3.0,6.0,1.0,4.0,0.0,0.0,1.0,6,3,5,0,1,1.0,7,argentina,2008-08-20,greece,2008082030,Quarter-Finals,L
2,Manu Ginobili,33.0,8.0,17.0,6.0,13.0,2.0,2.0,1.0,1,2,0,1,3,2.0,24,argentina,2008-08-20,greece,2008082030,Quarter-Finals,L
3,Fabricio Oberto,30.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,2,1,2,1,4.0,0,argentina,2008-08-20,greece,2008082030,Quarter-Finals,L
4,Carlos Delfino,27.0,9.0,14.0,5.0,8.0,0.0,0.0,2.0,5,1,2,1,2,1.0,23,argentina,2008-08-20,greece,2008082030,Quarter-Finals,L
5,Andres Nocioni,23.0,5.0,11.0,1.0,5.0,1.0,1.0,1.0,2,2,1,1,2,3.0,12,argentina,2008-08-20,greece,2008082030,Quarter-Finals,L
6,Paulo Quinteros,7.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,2,1,0,0,0,1.0,0,argentina,2008-08-20,greece,2008082030,Quarter-Finals,L
7,Leo Gutierrez,5.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,1.0,3,argentina,2008-08-20,greece,2008082030,Quarter-Finals,L
8,Roman Gonzalez,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,1.0,0,argentina,2008-08-20,greece,2008082030,Quarter-Finals,L
9,Totals,,31.0,63.0,14.0,32.0,4.0,5.0,9.0,28,11,9,6,13,17.0,80,argentina,2008-08-20,greece,2008082030,Quarter-Finals,L
