,Player,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,Country,Date,Opposition,id,tournament_stage,Result
0,Kevin Durant,30.0,2,4,1,3,7,8,0,5,1,1,0,1,2,12,united states,2016-08-12,serbia,2016081219,Group A,W
1,Kyrie Irving,30.0,5,8,1,2,4,4,0,0,5,0,0,2,3,15,united states,2016-08-12,serbia,2016081219,Group A,W
2,Carmelo Anthony,24.0,3,8,1,5,5,7,0,3,3,0,0,1,4,12,united states,2016-08-12,serbia,2016081219,Group A,W
3,Paul George,24.0,4,10,2,4,2,2,4,9,4,1,0,0,2,12,united states,2016-08-12,serbia,2016081219,Group A,W
4,DeMarcus Cousins,21.0,2,3,0,0,1,2,1,3,5,2,0,5,2,5,united states,2016-08-12,serbia,2016081219,Group A,W
5,Jimmy Butler,15.0,2,4,1,2,4,5,0,0,0,1,0,0,3,9,united states,2016-08-12,serbia,2016081219,Group A,W
6,DeAndre Jordan,14.0,4,4,0,0,5,8,0,1,3,1,1,1,3,13,united states,2016-08-12,serbia,2016081219,Group A,W
7,Draymond Green,13.0,0,2,0,1,0,0,0,3,2,0,0,2,1,0,united states,2016-08-12,serbia,2016081219,Group A,W
8,Kyle Lowry,10.0,1,1,0,0,0,0,0,1,1,2,0,0,2,2,united states,2016-08-12,serbia,2016081219,Group A,W
9,DeMar DeRozan,10.0,3,5,0,0,5,6,0,1,1,0,0,0,1,11,united states,2016-08-12,serbia,2016081219,Group A,W
10,Klay Thompson,9.0,1,6,1,3,0,0,0,1,3,0,0,0,1,3,united states,2016-08-12,serbia,2016081219,Group A,W
11,Totals,,27,55,7,20,33,42,5,27,28,8,1,12,24,94,united states,2016-08-12,serbia,2016081219,Group A,W
0,Milos Teodosic,30.0,4,9,4,7,6,6,1,3,6,1,0,4,3,18,serbia,2016-08-12,united states,2016081219,Group A,L
1,Nikola Jokic,30.0,11,15,2,2,1,3,1,6,3,1,1,3,3,25,serbia,2016-08-12,united states,2016081219,Group A,L
2,Bogdan Bogdanovic,25.0,3,7,1,5,0,0,0,1,3,0,0,2,3,7,serbia,2016-08-12,united states,2016081219,Group A,L
3,Stefan Markovic,24.0,4,6,2,3,2,2,0,4,4,0,0,1,2,12,serbia,2016-08-12,united states,2016081219,Group A,L
4,Nikola Kalinic,22.0,1,4,0,3,3,4,1,5,2,2,0,2,5,5,serbia,2016-08-12,united states,2016081219,Group A,L
5,Miroslav Raduljica,15.0,6,8,0,0,6,8,1,2,0,0,0,0,5,18,serbia,2016-08-12,united states,2016081219,Group A,L
6,Marko Simonovic,15.0,1,2,0,1,1,2,0,1,1,0,0,0,2,3,serbia,2016-08-12,united states,2016081219,Group A,L
7,Stefan Jovic,14.0,0,1,0,1,0,0,0,2,3,1,0,2,3,0,serbia,2016-08-12,united states,2016081219,Group A,L
8,Nemanja Nedovic,12.0,1,4,1,1,0,0,0,1,0,0,0,0,0,3,serbia,2016-08-12,united states,2016081219,Group A,L
9,Milan Macvan,6.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,serbia,2016-08-12,united states,2016081219,Group A,L
10,Stefan Bircevic,5.0,0,2,0,2,0,0,0,0,0,0,0,0,3,0,serbia,2016-08-12,united states,2016081219,Group A,L
11,Vladimir Stimac,5.0,0,1,0,0,0,0,1,2,0,0,0,0,2,0,serbia,2016-08-12,united states,2016081219,Group A,L
12,Totals,,31,60,10,25,19,25,5,27,23,5,1,14,31,91,serbia,2016-08-12,united states,2016081219,Group A,L
