,Player,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,Country,Date,Opposition,id,tournament_stage,Result
0,Tony Parker,26.0,3,6,1,3,7,8,0,2,8,0,0,3,1,14,france,2016-08-08,china,201608087,Group A,W
1,Nicolas Batum,25.0,3,6,1,4,0,0,2,10,3,1,0,2,2,7,france,2016-08-08,china,201608087,Group A,W
2,Boris Diaw,21.0,2,3,1,1,2,3,1,4,5,0,3,3,1,7,france,2016-08-08,china,201608087,Group A,W
3,Nando De Colo,21.0,5,8,1,2,8,8,0,1,0,2,0,3,3,19,france,2016-08-08,china,201608087,Group A,W
4,Rudy Gobert,20.0,3,4,0,0,4,8,3,8,0,0,5,3,3,10,france,2016-08-08,china,201608087,Group A,W
5,Mickael Gelabale,19.0,2,3,1,1,1,2,0,1,0,0,0,1,1,6,france,2016-08-08,china,201608087,Group A,W
6,Joffrey Lauvergne,17.0,3,8,0,1,0,0,2,4,1,0,0,2,2,6,france,2016-08-08,china,201608087,Group A,W
7,Thomas Heurtel,14.0,5,6,1,1,0,0,0,1,2,0,0,3,1,11,france,2016-08-08,china,201608087,Group A,W
8,Florent Pietrus,12.0,1,1,0,0,0,0,0,1,0,1,0,1,5,2,france,2016-08-08,china,201608087,Group A,W
9,Charles Kahudi,12.0,2,2,0,0,0,0,2,4,1,0,0,1,0,4,france,2016-08-08,china,201608087,Group A,W
10,Kim Tillie,10.0,0,1,0,0,0,0,1,1,1,1,0,1,2,0,france,2016-08-08,china,201608087,Group A,W
11,Antoine Diot,4.0,0,0,0,0,2,2,0,1,0,0,0,0,0,2,france,2016-08-08,china,201608087,Group A,W
12,Totals,,29,48,6,13,24,31,11,38,21,5,8,23,21,88,france,2016-08-08,china,201608087,Group A,W
0,Zhou Peng,34.0,3,11,0,5,0,0,0,2,2,1,1,2,4,6,china,2016-08-08,france,201608087,Group A,L
1,Yi Jianlian,33.0,6,18,3,5,4,6,1,6,0,4,1,1,4,19,china,2016-08-08,france,201608087,Group A,L
2,Zhao Jiwei,24.0,0,2,0,2,2,2,0,1,3,2,0,1,5,2,china,2016-08-08,france,201608087,Group A,L
3,Wang Zhelin,22.0,5,6,0,0,1,2,0,1,0,1,0,3,4,11,china,2016-08-08,france,201608087,Group A,L
4,Guo Ailun,21.0,3,7,0,2,3,4,0,1,4,3,0,2,4,9,china,2016-08-08,france,201608087,Group A,L
5,Xiaochuan Di,21.0,1,4,0,1,0,0,2,4,1,1,0,0,1,2,china,2016-08-08,france,201608087,Group A,L
6,Zhou Qi,18.0,2,3,1,1,0,0,0,0,0,1,1,1,2,5,china,2016-08-08,france,201608087,Group A,L
7,Li Gen,13.0,3,5,0,2,0,1,0,0,0,1,0,1,3,6,china,2016-08-08,france,201608087,Group A,L
8,Ding Yanyuhang,10.0,0,3,0,1,0,0,0,0,4,0,0,0,3,0,china,2016-08-08,france,201608087,Group A,L
9,Zou Yuchen,5.0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,china,2016-08-08,france,201608087,Group A,L
10,Totals,,23,60,4,19,10,15,3,16,14,14,3,11,32,60,china,2016-08-08,france,201608087,Group A,L
