,Player,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,Country,Date,Opposition,id,tournament_stage,Result
0,Joe Ingles,26.0,5,9,1,4,0,0,0,1,3,0,0,2,1,11,australia,2016-08-14,venezuela,2016081426,Group A,W
1,Ryan Broekhoff,25.0,4,10,2,4,0,0,4,8,2,1,0,0,2,10,australia,2016-08-14,venezuela,2016081426,Group A,W
2,Chris Goulding,25.0,6,10,4,7,6,8,2,3,2,1,0,1,3,22,australia,2016-08-14,venezuela,2016081426,Group A,W
3,Aron Baynes,24.0,4,8,0,0,0,0,3,7,2,0,0,4,1,8,australia,2016-08-14,venezuela,2016081426,Group A,W
4,Damian Martin,21.0,0,1,0,1,0,0,0,4,4,0,0,1,2,0,australia,2016-08-14,venezuela,2016081426,Group A,W
5,Andrew Bogut,18.0,5,6,0,0,0,0,2,6,2,1,0,2,3,10,australia,2016-08-14,venezuela,2016081426,Group A,W
6,Kevin Lisch,17.0,1,2,1,1,1,2,1,1,2,0,0,1,3,4,australia,2016-08-14,venezuela,2016081426,Group A,W
7,David Andersen,16.0,4,7,0,0,0,0,0,4,0,0,0,0,1,8,australia,2016-08-14,venezuela,2016081426,Group A,W
8,Brock Motum,11.0,1,4,0,2,3,4,1,4,1,1,0,1,1,5,australia,2016-08-14,venezuela,2016081426,Group A,W
9,Matthew Dellavedova,8.0,1,2,0,0,1,2,0,0,1,0,0,0,0,3,australia,2016-08-14,venezuela,2016081426,Group A,W
10,Cameron Bairstow,8.0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,australia,2016-08-14,venezuela,2016081426,Group A,W
11,Totals,,31,59,8,19,11,16,13,40,19,4,0,13,17,81,australia,2016-08-14,venezuela,2016081426,Group A,W
0,John Cox,29.0,2,10,0,4,5,6,2,3,0,3,0,1,1,9,venezuela,2016-08-14,australia,2016081426,Group A,L
1,Anthony Perez,23.0,5,7,2,3,0,0,1,3,2,1,0,2,1,12,venezuela,2016-08-14,australia,2016081426,Group A,L
2,Miguel Ruiz,22.0,2,2,0,0,0,0,1,4,1,3,1,0,4,4,venezuela,2016-08-14,australia,2016081426,Group A,L
3,Gregory Vargas,21.0,2,6,0,2,2,3,1,4,7,3,0,2,3,6,venezuela,2016-08-14,australia,2016081426,Group A,L
4,David Cubillan,20.0,3,8,2,7,2,2,0,0,3,0,0,2,2,10,venezuela,2016-08-14,australia,2016081426,Group A,L
5,Jose Vargas,20.0,1,8,0,1,0,0,0,0,0,0,0,1,5,2,venezuela,2016-08-14,australia,2016081426,Group A,L
6,Nestor Colmenares,17.0,2,5,0,0,0,1,2,2,1,1,0,1,1,4,venezuela,2016-08-14,australia,2016081426,Group A,L
7,Windi Graterol,17.0,4,6,1,3,0,0,0,2,1,0,0,1,3,9,venezuela,2016-08-14,australia,2016081426,Group A,L
8,Greg Echenique,15.0,0,2,0,0,0,0,1,2,0,0,2,0,2,0,venezuela,2016-08-14,australia,2016081426,Group A,L
9,Heissler Guillent,8.0,0,5,0,2,0,0,0,1,0,0,0,0,2,0,venezuela,2016-08-14,australia,2016081426,Group A,L
10,Miguel Marriaga,4.0,0,1,0,0,0,2,1,1,0,0,0,0,0,0,venezuela,2016-08-14,australia,2016081426,Group A,L
11,Dwight Lewis,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,venezuela,2016-08-14,australia,2016081426,Group A,L
12,Totals,,21,60,5,22,9,14,9,22,15,12,3,10,24,56,venezuela,2016-08-14,australia,2016081426,Group A,L
