,Player,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,Country,Date,Opposition,id,tournament_stage,game_number,competition
0,Yi Jianlian,34.0,2,7,0,0,9,14,1,12,1,0,1,0,2,13,china,2012-08-02,australia,2012080213,Group B,201213,mens-olympics
1,Wang Shipeng,34.0,7,13,7,10,0,0,0,3,3,1,0,2,2,21,china,2012-08-02,australia,2012080213,Group B,201213,mens-olympics
2,Wei Liu,33.0,3,8,0,0,3,6,0,2,2,1,0,2,1,9,china,2012-08-02,australia,2012080213,Group B,201213,mens-olympics
3,Sun Yue,28.0,1,3,0,2,1,2,0,1,0,1,2,2,2,3,china,2012-08-02,australia,2012080213,Group B,201213,mens-olympics
4,Wang Zhizhi,27.0,0,8,0,1,1,2,3,12,2,2,2,3,2,1,china,2012-08-02,australia,2012080213,Group B,201213,mens-olympics
5,Chen Jianghua,20.0,4,9,2,3,0,0,0,1,0,0,0,1,3,10,china,2012-08-02,australia,2012080213,Group B,201213,mens-olympics
6,Yi Li,9.0,1,2,0,0,0,0,0,1,1,0,0,2,1,2,china,2012-08-02,australia,2012080213,Group B,201213,mens-olympics
7,Max Zhang,9.0,1,1,0,0,0,0,0,0,0,0,0,1,3,2,china,2012-08-02,australia,2012080213,Group B,201213,mens-olympics
8,Zhu Fangyu,4.0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,china,2012-08-02,australia,2012080213,Group B,201213,mens-olympics
9,Ding Jinhui,2.0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,china,2012-08-02,australia,2012080213,Group B,201213,mens-olympics
10,Totals,,19,52,9,17,14,24,4,32,10,5,5,15,18,61,china,2012-08-02,australia,2012080213,Group B,201213,mens-olympics
0,Joe Ingles,34.0,5,13,0,3,3,8,3,7,7,1,0,0,0,13,australia,2012-08-02,china,2012080213,Group B,201213,mens-olympics
1,Patty Mills,33.0,8,19,4,8,0,0,1,4,2,1,0,0,1,20,australia,2012-08-02,china,2012080213,Group B,201213,mens-olympics
2,Matthew Dellavedova,29.0,3,5,1,1,0,0,0,3,5,1,0,3,4,7,australia,2012-08-02,china,2012080213,Group B,201213,mens-olympics
3,David Andersen,26.0,6,14,2,3,3,3,2,7,1,2,1,2,4,17,australia,2012-08-02,china,2012080213,Group B,201213,mens-olympics
4,Mark Worthington,21.0,1,6,0,2,5,6,5,8,4,0,0,0,3,7,australia,2012-08-02,china,2012080213,Group B,201213,mens-olympics
5,Matt Nielsen,18.0,0,3,0,0,0,0,3,5,3,3,0,4,4,0,australia,2012-08-02,china,2012080213,Group B,201213,mens-olympics
6,Brad Newley,16.0,2,7,1,3,0,0,2,7,1,0,2,0,1,5,australia,2012-08-02,china,2012080213,Group B,201213,mens-olympics
7,Aron Baynes,9.0,4,5,0,0,0,0,1,1,0,1,0,0,4,8,australia,2012-08-02,china,2012080213,Group B,201213,mens-olympics
8,Aleks Maric,7.0,1,2,0,0,0,0,0,3,0,0,1,1,1,2,australia,2012-08-02,china,2012080213,Group B,201213,mens-olympics
9,Peter Crawford,3.0,1,4,0,3,0,0,1,2,0,0,0,0,0,2,australia,2012-08-02,china,2012080213,Group B,201213,mens-olympics
10,David Barlow,2.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,australia,2012-08-02,china,2012080213,Group B,201213,mens-olympics
11,Adam Gibson,1.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,australia,2012-08-02,china,2012080213,Group B,201213,mens-olympics
12,Totals,,31,79,8,24,11,17,19,49,23,9,4,10,22,81,australia,2012-08-02,china,2012080213,Group B,201213,mens-olympics
