,Player,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,Country,Date,Opposition,id,tournament_stage,game_number
0,Andrei Kirilenko,35.0,14,17,1,2,6,8,1,4,1,2,3,1,3,35,russia,2012-07-29,great-britain,201207294,Group B,20124
1,Alexey Shved,30.0,6,11,2,4,2,2,2,6,13,3,1,4,0,16,russia,2012-07-29,great-britain,201207294,Group B,20124
2,Viktor Khryapa,24.0,1,3,1,3,0,0,0,5,2,0,0,2,3,3,russia,2012-07-29,great-britain,201207294,Group B,20124
3,Vitaly Fridzon,23.0,5,8,1,3,3,3,1,3,3,4,3,1,2,14,russia,2012-07-29,great-britain,201207294,Group B,20124
4,Anton Ponkrashov,21.0,2,3,0,1,0,0,1,2,3,0,0,1,1,4,russia,2012-07-29,great-britain,201207294,Group B,20124
5,Timofey Mozgov,20.0,3,3,0,0,3,7,0,1,0,1,1,3,5,9,russia,2012-07-29,great-britain,201207294,Group B,20124
6,Sasha Kaun,19.0,2,5,0,0,1,3,0,2,0,0,1,2,4,5,russia,2012-07-29,great-britain,201207294,Group B,20124
7,Sergei Monia,14.0,2,6,0,2,0,0,0,4,1,0,0,0,3,4,russia,2012-07-29,great-britain,201207294,Group B,20124
8,Semen Antonov,8.0,1,1,0,0,0,0,0,1,0,0,0,1,3,2,russia,2012-07-29,great-britain,201207294,Group B,20124
9,Sergey Karasev,3.0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,russia,2012-07-29,great-britain,201207294,Group B,20124
10,Dimitriy Khvostov,2.0,1,1,0,0,1,2,0,0,1,0,0,0,0,3,russia,2012-07-29,great-britain,201207294,Group B,20124
11,Evgeny Voronov,1.0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,russia,2012-07-29,great-britain,201207294,Group B,20124
12,Totals,,37,59,5,15,16,25,5,29,24,11,9,16,27,95,russia,2012-07-29,great-britain,201207294,Group B,20124
0,Luol Deng,39.0,8,27,2,11,8,12,3,7,3,1,0,4,2,26,great-britain,2012-07-29,russia,201207294,Group B,20124
1,Nathan Reinking,33.0,3,10,1,4,0,0,0,1,3,0,0,2,4,7,great-britain,2012-07-29,russia,201207294,Group B,20124
2,Pops Mensah Bonsu,33.0,5,9,0,1,12,16,2,9,0,1,0,2,5,22,great-britain,2012-07-29,russia,201207294,Group B,20124
3,Joel Freeland,27.0,6,13,0,3,1,1,6,10,1,1,0,2,3,13,great-britain,2012-07-29,russia,201207294,Group B,20124
4,Daniel Clark,17.0,2,4,1,2,0,0,1,3,0,1,0,4,0,5,great-britain,2012-07-29,russia,201207294,Group B,20124
5,Andrew Sullivan,14.0,1,3,0,0,0,0,1,1,0,0,0,0,5,2,great-britain,2012-07-29,russia,201207294,Group B,20124
6,Robert Archibald,13.0,0,3,0,0,0,0,4,4,1,1,0,1,3,0,great-britain,2012-07-29,russia,201207294,Group B,20124
7,Andrew Lawrence,9.0,0,3,0,2,0,0,0,0,0,0,0,0,1,0,great-britain,2012-07-29,russia,201207294,Group B,20124
8,Kyle Johnson,7.0,0,3,0,2,0,0,1,1,2,0,0,0,1,0,great-britain,2012-07-29,russia,201207294,Group B,20124
9,Kieron Achara,5.0,0,1,0,1,0,0,1,2,0,0,0,2,0,0,great-britain,2012-07-29,russia,201207294,Group B,20124
10,Eric Boateng,4.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,great-britain,2012-07-29,russia,201207294,Group B,20124
11,Totals,,25,76,4,26,21,29,19,39,10,5,0,18,24,75,great-britain,2012-07-29,russia,201207294,Group B,20124
