,Player,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,Country,Date,Opposition,id,tournament_stage,game_number
0,Pau Gasol,28.0,9,15,1,2,2,3,2,11,4,1,0,1,1,21,spain,2012-07-29,china,201207292,Group B,20122
1,Sergio Llull,22.0,1,1,0,0,0,0,1,2,3,0,0,3,3,2,spain,2012-07-29,china,201207292,Group B,20122
2,Marc Gasol,21.0,2,4,0,0,1,4,1,2,5,1,0,1,3,5,spain,2012-07-29,china,201207292,Group B,20122
3,Rudy Fernandez,21.0,2,6,2,5,1,2,0,1,3,0,0,2,2,7,spain,2012-07-29,china,201207292,Group B,20122
4,Jose Calderon,20.0,3,6,3,5,3,4,0,3,3,1,0,2,0,12,spain,2012-07-29,china,201207292,Group B,20122
5,Serge Ibaka,20.0,8,11,0,0,1,1,2,5,0,0,3,0,2,17,spain,2012-07-29,china,201207292,Group B,20122
6,Fernando San Emeterio,19.0,2,4,1,1,0,0,0,2,1,0,0,1,0,5,spain,2012-07-29,china,201207292,Group B,20122
7,Juan Carlos Navarro,18.0,4,7,2,3,4,6,1,3,2,0,0,1,3,14,spain,2012-07-29,china,201207292,Group B,20122
8,Victor Sada,11.0,3,4,1,2,0,0,0,1,2,0,0,1,0,7,spain,2012-07-29,china,201207292,Group B,20122
9,Sergio Rodriguez,9.0,2,2,1,1,0,0,0,1,3,0,0,1,0,5,spain,2012-07-29,china,201207292,Group B,20122
10,Felipe Reyes,9.0,0,1,0,0,2,2,2,2,1,0,0,0,3,2,spain,2012-07-29,china,201207292,Group B,20122
11,Victor Claver,2.0,0,2,0,0,0,0,0,2,0,0,0,0,3,0,spain,2012-07-29,china,201207292,Group B,20122
12,Totals,,36,63,11,19,14,22,9,35,27,3,3,13,20,97,spain,2012-07-29,china,201207292,Group B,20122
0,Wang Zhizhi,31.0,6,11,2,4,1,2,1,3,0,1,0,2,2,15,china,2012-07-29,spain,201207292,Group B,20122
1,Yi Jianlian,31.0,13,19,2,2,2,5,5,12,0,1,1,1,3,30,china,2012-07-29,spain,201207292,Group B,20122
2,Chen Jianghua,30.0,5,10,2,3,0,0,0,1,5,0,0,0,2,12,china,2012-07-29,spain,201207292,Group B,20122
3,Sun Yue,28.0,1,9,0,2,1,1,0,1,4,4,0,1,0,3,china,2012-07-29,spain,201207292,Group B,20122
4,Wang Shipeng,24.0,3,5,1,3,1,3,0,0,3,0,0,2,1,8,china,2012-07-29,spain,201207292,Group B,20122
5,Wei Liu,20.0,4,6,0,0,1,2,0,3,2,0,0,1,4,9,china,2012-07-29,spain,201207292,Group B,20122
6,Zhu Fangyu,13.0,0,2,0,2,2,2,0,1,0,0,0,0,0,2,china,2012-07-29,spain,201207292,Group B,20122
7,Ding Jinhui,9.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,china,2012-07-29,spain,201207292,Group B,20122
8,Max Zhang,7.0,1,2,0,0,0,0,0,0,0,0,0,0,3,2,china,2012-07-29,spain,201207292,Group B,20122
9,Yi Li,5.0,0,0,0,0,0,2,0,1,0,0,0,0,2,0,china,2012-07-29,spain,201207292,Group B,20122
10,Zhou Peng,2.0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,china,2012-07-29,spain,201207292,Group B,20122
11,Totals,,33,64,7,16,8,17,6,22,15,6,1,8,20,81,china,2012-07-29,spain,201207292,Group B,20122
