,Player,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,Country,Date,Opposition,id,tournament_stage,game_number
0,Viktor Khryapa,34.0,1,6,0,4,0,0,0,6,4,0,0,3,3,2,russia,2012-08-10,spain,2012081035,Semi-Finals,201235
1,Andrei Kirilenko,33.0,2,12,1,5,5,10,4,8,1,2,3,2,4,10,russia,2012-08-10,spain,2012081035,Semi-Finals,201235
2,Anton Ponkrashov,29.0,4,10,1,6,1,1,1,4,2,1,0,1,3,10,russia,2012-08-10,spain,2012081035,Semi-Finals,201235
3,Alexey Shved,26.0,1,6,0,4,0,0,0,1,7,0,0,2,2,2,russia,2012-08-10,spain,2012081035,Semi-Finals,201235
4,Sergei Monia,25.0,3,6,3,5,0,0,0,4,0,1,0,1,2,9,russia,2012-08-10,spain,2012081035,Semi-Finals,201235
5,Sasha Kaun,24.0,7,10,0,0,0,1,2,5,1,0,0,0,4,14,russia,2012-08-10,spain,2012081035,Semi-Finals,201235
6,Timofey Mozgov,14.0,2,6,0,0,0,0,0,2,0,0,0,2,0,4,russia,2012-08-10,spain,2012081035,Semi-Finals,201235
7,Vitaly Fridzon,12.0,3,5,2,3,0,0,0,0,0,1,0,2,4,8,russia,2012-08-10,spain,2012081035,Semi-Finals,201235
8,Semen Antonov,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,russia,2012-08-10,spain,2012081035,Semi-Finals,201235
9,Totals,,23,61,7,27,6,12,7,30,15,5,3,13,22,59,russia,2012-08-10,spain,2012081035,Semi-Finals,201235
0,Pau Gasol,34.0,5,10,1,4,5,6,2,12,2,1,1,1,1,16,spain,2012-08-10,russia,2012081035,Semi-Finals,201235
1,Jose Calderon,33.0,4,9,4,9,2,2,0,2,3,0,0,3,4,14,spain,2012-08-10,russia,2012081035,Semi-Finals,201235
2,Marc Gasol,29.0,3,10,0,1,5,7,3,4,3,1,2,3,2,11,spain,2012-08-10,russia,2012081035,Semi-Finals,201235
3,Rudy Fernandez,29.0,3,9,3,7,2,2,1,4,2,1,0,1,5,11,spain,2012-08-10,russia,2012081035,Semi-Finals,201235
4,Sergio Llull,21.0,3,3,1,1,0,0,1,4,1,1,0,1,1,7,spain,2012-08-10,russia,2012081035,Semi-Finals,201235
5,Juan Carlos Navarro,20.0,1,4,0,1,2,4,0,3,3,0,0,0,1,4,spain,2012-08-10,russia,2012081035,Semi-Finals,201235
6,Fernando San Emeterio,10.0,0,2,0,0,0,0,0,1,0,1,0,0,2,0,spain,2012-08-10,russia,2012081035,Semi-Finals,201235
7,Felipe Reyes,10.0,1,4,0,0,0,0,0,2,0,0,1,0,1,2,spain,2012-08-10,russia,2012081035,Semi-Finals,201235
8,Sergio Rodriguez,7.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,spain,2012-08-10,russia,2012081035,Semi-Finals,201235
9,Serge Ibaka,7.0,1,4,0,0,0,1,1,2,0,0,0,1,1,2,spain,2012-08-10,russia,2012081035,Semi-Finals,201235
10,Totals,,21,56,9,23,16,22,8,34,15,5,4,10,19,67,spain,2012-08-10,russia,2012081035,Semi-Finals,201235
