,Starter,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,Country,Date,Opposition,id,tournament_stage,game_number,competition
0,Renaldas Seibutis,32,2,6,0,0,2,3,1,1,1,0,0,0,0,6,lithuania,2014-09-04,slovenia,2014090457,Group Play,201457,fiba-world-cup
1,Adas Juskevicius,21,2,7,1,3,1,2,0,1,3,2,1,2,3,6,lithuania,2014-09-04,slovenia,2014090457,Group Play,201457,fiba-world-cup
2,Jonas Valanciunas,17,5,7,0,0,2,2,1,2,0,0,2,0,3,12,lithuania,2014-09-04,slovenia,2014090457,Group Play,201457,fiba-world-cup
3,Jonas Maciulis,17,0,4,0,2,4,4,0,2,1,2,0,3,4,4,lithuania,2014-09-04,slovenia,2014090457,Group Play,201457,fiba-world-cup
4,Donatas Motiejunas,14,2,5,1,2,0,2,0,2,0,0,0,0,0,5,lithuania,2014-09-04,slovenia,2014090457,Group Play,201457,fiba-world-cup
5,Reserves,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,lithuania,2014-09-04,slovenia,2014090457,Group Play,201457,fiba-world-cup
6,Simas Jasaitis,24,1,2,1,1,0,0,1,4,0,0,0,0,1,3,lithuania,2014-09-04,slovenia,2014090457,Group Play,201457,fiba-world-cup
7,Darjus Lavrinovic,22,4,8,1,2,2,2,3,8,0,0,0,2,2,11,lithuania,2014-09-04,slovenia,2014090457,Group Play,201457,fiba-world-cup
8,Martynas Pocius,21,3,5,1,3,0,0,1,3,1,0,0,3,1,7,lithuania,2014-09-04,slovenia,2014090457,Group Play,201457,fiba-world-cup
9,Paulius Jankunas,16,2,3,0,0,2,2,0,4,2,0,0,2,0,6,lithuania,2014-09-04,slovenia,2014090457,Group Play,201457,fiba-world-cup
10,Ksistof Lavrinovic,10,2,5,1,2,0,0,0,4,0,0,1,0,1,5,lithuania,2014-09-04,slovenia,2014090457,Group Play,201457,fiba-world-cup
11,Sarunas Vasiliauskas,6,1,4,0,1,0,0,0,1,1,0,0,1,2,2,lithuania,2014-09-04,slovenia,2014090457,Group Play,201457,fiba-world-cup
12,Totals,,24,56,6,16,13,17,7,32,9,4,4,13,17,67,lithuania,2014-09-04,slovenia,2014090457,Group Play,201457,fiba-world-cup
0,Domen Lorbek,35,6,14,2,7,0,0,0,3,2,1,0,3,3,14,slovenia,2014-09-04,lithuania,2014090457,Group Play,201457,fiba-world-cup
1,Goran Dragic,33,5,14,0,5,2,5,0,1,4,2,0,3,4,12,slovenia,2014-09-04,lithuania,2014090457,Group Play,201457,fiba-world-cup
2,Zoran Dragic,32,4,8,2,4,0,0,1,6,2,1,1,0,2,10,slovenia,2014-09-04,lithuania,2014090457,Group Play,201457,fiba-world-cup
3,Alen Omic,21,2,7,0,0,3,3,5,8,0,1,0,1,3,7,slovenia,2014-09-04,lithuania,2014090457,Group Play,201457,fiba-world-cup
4,Uros Slokar,16,2,6,0,0,1,2,1,2,0,0,2,0,2,5,slovenia,2014-09-04,lithuania,2014090457,Group Play,201457,fiba-world-cup
5,Reserves,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,slovenia,2014-09-04,lithuania,2014090457,Group Play,201457,fiba-world-cup
6,Miha Zupan,26,6,10,1,4,0,0,1,2,1,1,0,0,3,13,slovenia,2014-09-04,lithuania,2014090457,Group Play,201457,fiba-world-cup
7,Jure Balazic,17,1,5,1,5,0,0,0,3,0,0,0,0,5,3,slovenia,2014-09-04,lithuania,2014090457,Group Play,201457,fiba-world-cup
8,Edo Muric,12,0,1,0,0,0,0,1,3,0,0,0,0,0,0,slovenia,2014-09-04,lithuania,2014090457,Group Play,201457,fiba-world-cup
9,Jaka Klobucar,8,0,0,0,0,0,0,0,0,3,0,0,2,0,0,slovenia,2014-09-04,lithuania,2014090457,Group Play,201457,fiba-world-cup
10,Totals,,26,65,6,25,6,10,9,28,12,6,3,9,22,64,slovenia,2014-09-04,lithuania,2014090457,Group Play,201457,fiba-world-cup
