,Starter,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,Country,Date,Opposition,id,tournament_stage,game_number
0,James Feldeine,36,8,14,0,1,2,3,2,8,3,2,1,3,1,18,dominican republic,2014-09-06,slovenia,2014090663,Round of 16,201463
1,Eloy Vargas,27,1,6,0,0,1,2,2,8,0,1,1,1,3,3,dominican republic,2014-09-06,slovenia,2014090663,Round of 16,201463
2,Edgar Sosa,24,2,7,0,2,2,4,0,1,1,0,0,2,1,6,dominican republic,2014-09-06,slovenia,2014090663,Round of 16,201463
3,Eulis Baez,21,2,4,0,1,5,6,0,1,0,0,0,3,2,9,dominican republic,2014-09-06,slovenia,2014090663,Round of 16,201463
4,Francisco Garcia,21,3,5,1,2,0,0,0,1,1,2,2,3,3,7,dominican republic,2014-09-06,slovenia,2014090663,Round of 16,201463
5,Reserves,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,dominican republic,2014-09-06,slovenia,2014090663,Round of 16,201463
6,Ronald Ramon,23,1,4,1,4,0,0,0,1,0,0,0,0,3,3,dominican republic,2014-09-06,slovenia,2014090663,Round of 16,201463
7,Juan Coronado,19,1,5,0,2,1,2,0,0,0,1,1,0,2,3,dominican republic,2014-09-06,slovenia,2014090663,Round of 16,201463
8,Jack Martinez,19,4,7,0,0,4,4,2,11,1,3,0,3,3,12,dominican republic,2014-09-06,slovenia,2014090663,Round of 16,201463
9,Victor Liz,5,0,1,0,0,0,0,0,0,0,0,0,1,1,0,dominican republic,2014-09-06,slovenia,2014090663,Round of 16,201463
10,Orlando Sanchez,3,0,1,0,0,0,0,0,1,0,0,0,0,2,0,dominican republic,2014-09-06,slovenia,2014090663,Round of 16,201463
11,Manuel Fortuna,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dominican republic,2014-09-06,slovenia,2014090663,Round of 16,201463
12,Totals,,22,54,2,12,15,21,6,32,6,9,5,16,21,61,dominican republic,2014-09-06,slovenia,2014090663,Round of 16,201463
0,Zoran Dragic,32,8,15,2,5,0,2,0,3,1,4,1,1,2,18,slovenia,2014-09-06,dominican republic,2014090663,Round of 16,201463
1,Domen Lorbek,29,2,4,0,1,4,4,0,1,2,0,0,0,1,8,slovenia,2014-09-06,dominican republic,2014090663,Round of 16,201463
2,Goran Dragic,27,6,12,0,4,0,0,0,2,6,1,0,6,3,12,slovenia,2014-09-06,dominican republic,2014090663,Round of 16,201463
3,Miha Zupan,18,1,3,1,3,0,0,1,4,2,0,0,1,4,3,slovenia,2014-09-06,dominican republic,2014090663,Round of 16,201463
4,Alen Omic,8,1,3,0,0,0,0,1,2,0,0,0,3,3,2,slovenia,2014-09-06,dominican republic,2014090663,Round of 16,201463
5,Reserves,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,slovenia,2014-09-06,dominican republic,2014090663,Round of 16,201463
6,Uros Slokar,32,4,9,1,1,0,0,0,6,0,2,0,0,2,9,slovenia,2014-09-06,dominican republic,2014090663,Round of 16,201463
7,Klemen Prepelic,15,2,4,1,3,0,0,0,1,0,0,0,0,0,5,slovenia,2014-09-06,dominican republic,2014090663,Round of 16,201463
8,Jure Balazic,14,1,6,1,5,4,4,2,4,0,0,0,1,4,7,slovenia,2014-09-06,dominican republic,2014090663,Round of 16,201463
9,Jaka Klobucar,13,2,5,0,3,1,2,0,1,1,0,0,1,1,5,slovenia,2014-09-06,dominican republic,2014090663,Round of 16,201463
10,Edo Muric,10,0,2,0,1,0,0,2,5,0,0,0,3,2,0,slovenia,2014-09-06,dominican republic,2014090663,Round of 16,201463
11,Jaka Blazic,2,1,1,0,0,0,0,0,0,0,0,0,0,2,2,slovenia,2014-09-06,dominican republic,2014090663,Round of 16,201463
12,Totals,,28,64,6,26,9,12,6,29,12,7,1,16,24,71,slovenia,2014-09-06,dominican republic,2014090663,Round of 16,201463
