,Starter,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,Country,Date,Opposition,id,tournament_stage,game_number
0,Miroslav Raduljica,29,8,13,0,0,5,5,4,7,0,1,0,3,4,21,serbia,2014-08-31,france,2014083116,Group Play,201416
1,Bogdan Bogdanovic,24,5,13,2,6,0,0,1,3,1,1,0,3,3,12,serbia,2014-08-31,france,2014083116,Group Play,201416
2,Stefan Markovic,18,0,2,0,2,0,0,0,0,2,0,0,1,1,0,serbia,2014-08-31,france,2014083116,Group Play,201416
3,Nikola Kalinic,17,2,2,0,0,3,3,0,0,0,0,0,0,2,7,serbia,2014-08-31,france,2014083116,Group Play,201416
4,Vladimir Stimac,11,0,2,0,0,1,2,1,2,0,0,0,0,0,1,serbia,2014-08-31,france,2014083116,Group Play,201416
5,Reserves,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,serbia,2014-08-31,france,2014083116,Group Play,201416
6,Nemanja Bjelica,28,3,7,1,5,4,4,0,3,1,0,0,1,2,11,serbia,2014-08-31,france,2014083116,Group Play,201416
7,Milos Teodosic,22,2,7,1,5,0,0,0,1,5,1,0,1,2,5,serbia,2014-08-31,france,2014083116,Group Play,201416
8,Stefan Jovic,17,3,4,0,0,3,3,0,2,0,4,0,2,2,9,serbia,2014-08-31,france,2014083116,Group Play,201416
9,Marko Simonovic,17,1,1,0,0,3,4,0,0,1,2,0,0,1,5,serbia,2014-08-31,france,2014083116,Group Play,201416
10,Rasko Katic,10,1,1,0,0,0,0,1,1,0,0,0,1,2,2,serbia,2014-08-31,france,2014083116,Group Play,201416
11,Stefan Bircevic,7,0,1,0,0,0,0,0,3,0,1,0,1,1,0,serbia,2014-08-31,france,2014083116,Group Play,201416
12,Totals,,25,53,4,18,19,21,7,22,10,10,0,13,20,73,serbia,2014-08-31,france,2014083116,Group Play,201416
0,Nicolas Batum,34,5,10,1,5,0,0,1,6,1,2,0,3,2,11,france,2014-08-31,serbia,2014083116,Group Play,201416
1,Joffrey Lauvergne,28,7,10,0,1,5,7,2,6,1,1,1,2,4,19,france,2014-08-31,serbia,2014083116,Group Play,201416
2,Mickael Gelabale,22,1,5,1,4,0,0,0,1,2,1,0,0,3,3,france,2014-08-31,serbia,2014083116,Group Play,201416
3,Thomas Heurtel,19,2,3,0,0,0,0,1,1,6,0,0,1,1,4,france,2014-08-31,serbia,2014083116,Group Play,201416
4,Boris Diaw,19,2,4,0,2,0,0,3,5,5,0,0,4,3,4,france,2014-08-31,serbia,2014083116,Group Play,201416
5,Reserves,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,france,2014-08-31,serbia,2014083116,Group Play,201416
6,Antoine Diot,21,6,9,1,3,2,2,0,3,2,2,0,3,1,15,france,2014-08-31,serbia,2014083116,Group Play,201416
7,Edwin Jackson,17,4,6,3,5,1,1,0,0,2,0,0,0,1,12,france,2014-08-31,serbia,2014083116,Group Play,201416
8,Rudy Gobert,12,1,2,0,0,1,3,2,5,0,0,0,0,3,3,france,2014-08-31,serbia,2014083116,Group Play,201416
9,Evan Fournier,10,0,4,0,2,0,0,0,0,1,0,0,0,0,0,france,2014-08-31,serbia,2014083116,Group Play,201416
10,Florent Pietrus,10,0,0,0,0,0,0,0,2,1,1,0,2,2,0,france,2014-08-31,serbia,2014083116,Group Play,201416
11,Charles Kahudi,5,1,2,1,1,0,0,0,0,0,0,0,0,0,3,france,2014-08-31,serbia,2014083116,Group Play,201416
12,Kim Tillie,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,france,2014-08-31,serbia,2014083116,Group Play,201416
13,Totals,,29,55,7,23,9,13,9,29,21,7,1,16,21,74,france,2014-08-31,serbia,2014083116,Group Play,201416
