,Starter,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,Country,Date,Opposition,id,tournament_stage,game_number
0,Goran Dragic,26,6,8,1,2,5,7,0,1,6,1,0,4,0,18,slovenia,2014-08-31,mexico,2014083119,Group Play,201419
1,Domen Lorbek,23,1,3,0,1,1,2,0,0,4,1,0,0,2,3,slovenia,2014-08-31,mexico,2014083119,Group Play,201419
2,Zoran Dragic,22,8,8,4,4,2,2,1,3,2,3,0,0,2,22,slovenia,2014-08-31,mexico,2014083119,Group Play,201419
3,Alen Omic,21,6,8,0,0,0,0,1,3,0,2,0,1,2,12,slovenia,2014-08-31,mexico,2014083119,Group Play,201419
4,Jure Balazic,17,3,5,3,4,0,0,0,3,1,0,1,0,4,9,slovenia,2014-08-31,mexico,2014083119,Group Play,201419
5,Reserves,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,slovenia,2014-08-31,mexico,2014083119,Group Play,201419
6,Edo Muric,21,1,4,1,3,0,0,2,4,0,2,0,0,0,3,slovenia,2014-08-31,mexico,2014083119,Group Play,201419
7,Jaka Klobucar,18,3,5,1,2,3,3,1,1,4,1,0,1,3,10,slovenia,2014-08-31,mexico,2014083119,Group Play,201419
8,Miha Zupan,17,1,3,0,2,4,4,1,2,0,0,0,1,2,6,slovenia,2014-08-31,mexico,2014083119,Group Play,201419
9,Uros Slokar,13,2,3,0,0,0,2,0,1,1,0,0,1,5,4,slovenia,2014-08-31,mexico,2014083119,Group Play,201419
10,Jaka Blazic,10,1,3,0,1,0,0,0,1,0,0,0,0,1,2,slovenia,2014-08-31,mexico,2014083119,Group Play,201419
11,Klemen Prepelic,9,0,3,0,2,0,0,0,0,1,0,0,1,0,0,slovenia,2014-08-31,mexico,2014083119,Group Play,201419
12,Aleksej Nikolic,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,slovenia,2014-08-31,mexico,2014083119,Group Play,201419
13,Totals,,32,53,10,21,15,20,6,19,19,10,1,11,21,89,slovenia,2014-08-31,mexico,2014083119,Group Play,201419
0,Francisco Cruz,33,5,10,1,4,2,2,1,3,4,1,0,3,1,13,mexico,2014-08-31,slovenia,2014083119,Group Play,201419
1,Gustavo Ayon,32,9,9,0,0,5,9,1,3,1,1,1,4,4,23,mexico,2014-08-31,slovenia,2014083119,Group Play,201419
2,Hector Hernandez,28,2,3,2,3,0,0,0,5,0,0,0,1,2,6,mexico,2014-08-31,slovenia,2014083119,Group Play,201419
3,David Meza,20,1,3,0,0,0,0,0,2,1,0,0,0,3,2,mexico,2014-08-31,slovenia,2014083119,Group Play,201419
4,Jorge Gutierrez,16,3,8,0,1,2,2,0,0,2,0,0,3,4,8,mexico,2014-08-31,slovenia,2014083119,Group Play,201419
5,Reserves,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,mexico,2014-08-31,slovenia,2014083119,Group Play,201419
6,Paul Stoll,25,0,4,0,1,2,2,0,1,3,1,0,3,4,2,mexico,2014-08-31,slovenia,2014083119,Group Play,201419
7,Orlando Mendez,17,2,5,2,4,0,0,0,0,0,2,1,3,2,6,mexico,2014-08-31,slovenia,2014083119,Group Play,201419
8,Marco Ramos,12,3,3,0,0,0,0,2,4,0,0,0,1,1,6,mexico,2014-08-31,slovenia,2014083119,Group Play,201419
9,Roman Martinez,9,0,1,0,0,0,0,0,0,1,0,1,0,1,0,mexico,2014-08-31,slovenia,2014083119,Group Play,201419
10,Adrian Zamora,5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,mexico,2014-08-31,slovenia,2014083119,Group Play,201419
11,Adam Parada,3,1,1,0,0,0,0,0,1,0,0,0,1,0,2,mexico,2014-08-31,slovenia,2014083119,Group Play,201419
12,Totals,,26,47,5,13,11,15,4,20,12,5,3,19,23,68,mexico,2014-08-31,slovenia,2014083119,Group Play,201419
