,Starter,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,Country,Date,Opposition,id,tournament_stage,game_number
0,Gorgui Dieng,44,3,9,0,2,7,9,4,14,5,4,3,5,5,13,senegal,2014-09-04,philippines,2014090455,Group Play,201455
1,Mouhammad Faye,41,8,23,3,12,1,2,2,5,0,2,1,2,4,20,senegal,2014-09-04,philippines,2014090455,Group Play,201455
2,Xane D'Almeida,41,3,8,1,5,2,2,2,6,14,2,0,3,1,9,senegal,2014-09-04,philippines,2014090455,Group Play,201455
3,Maleye N'Doye,40,5,10,3,6,0,0,2,3,1,2,0,0,4,13,senegal,2014-09-04,philippines,2014090455,Group Play,201455
4,Hamady N'Diaye,19,2,3,0,0,1,2,0,4,0,0,1,1,2,5,senegal,2014-09-04,philippines,2014090455,Group Play,201455
5,Reserves,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,senegal,2014-09-04,philippines,2014090455,Group Play,201455
6,Maurice Ndour,22,6,14,1,7,0,0,0,4,1,1,0,1,3,13,senegal,2014-09-04,philippines,2014090455,Group Play,201455
7,Ibrahima Thomas,5,1,1,0,0,0,0,0,0,0,0,0,2,1,2,senegal,2014-09-04,philippines,2014090455,Group Play,201455
8,Mohamet Diop,5,0,2,0,2,2,2,0,0,0,0,0,0,1,2,senegal,2014-09-04,philippines,2014090455,Group Play,201455
9,Pape Badji,5,1,1,0,0,0,0,0,0,0,0,0,1,0,2,senegal,2014-09-04,philippines,2014090455,Group Play,201455
10,Mamadou Ndoye,4,0,0,0,0,0,0,0,1,0,0,0,0,2,0,senegal,2014-09-04,philippines,2014090455,Group Play,201455
11,Totals,,29,71,8,34,13,17,10,37,21,11,5,15,23,79,senegal,2014-09-04,philippines,2014090455,Group Play,201455
0,Andray Blatche,34,7,19,1,7,3,4,2,14,1,1,0,5,5,18,philippines,2014-09-04,senegal,2014090455,Group Play,201455
1,Lewis Tenorio,23,2,7,1,2,0,0,0,2,1,0,0,2,2,5,philippines,2014-09-04,senegal,2014090455,Group Play,201455
2,Jeff Chan,14,2,3,0,1,0,0,0,2,0,0,0,3,0,4,philippines,2014-09-04,senegal,2014090455,Group Play,201455
3,Japeth Aguilar,13,2,4,0,0,2,2,3,3,0,0,0,0,1,6,philippines,2014-09-04,senegal,2014090455,Group Play,201455
4,Marc Pingris,8,0,0,0,0,0,0,0,0,0,1,0,0,2,0,philippines,2014-09-04,senegal,2014090455,Group Play,201455
5,Reserves,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,philippines,2014-09-04,senegal,2014090455,Group Play,201455
6,Gabe Norwood,35,2,8,1,2,2,4,2,5,0,3,0,1,3,7,philippines,2014-09-04,senegal,2014090455,Group Play,201455
7,June Mar Fajardo,32,5,10,0,0,5,7,4,9,2,2,0,1,2,15,philippines,2014-09-04,senegal,2014090455,Group Play,201455
8,Jim Alapag,31,3,8,3,8,9,11,0,4,4,1,0,2,1,18,philippines,2014-09-04,senegal,2014090455,Group Play,201455
9,Paul Lee,22,2,6,2,6,0,0,1,2,2,0,0,2,1,6,philippines,2014-09-04,senegal,2014090455,Group Play,201455
10,Ranidel De Ocampo,13,0,2,0,1,2,2,0,0,1,1,0,1,0,2,philippines,2014-09-04,senegal,2014090455,Group Play,201455
11,Gary David,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,philippines,2014-09-04,senegal,2014090455,Group Play,201455
12,Totals,,25,68,8,27,23,30,12,41,11,9,0,17,17,81,philippines,2014-09-04,senegal,2014090455,Group Play,201455
