,Starter,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,Country,Date,Opposition,id,tournament_stage,game_number
0,James Feldeine,31,4,11,1,4,0,0,1,3,4,0,0,1,1,9,dominican republic,2014-08-31,new-zealand,2014083120,Group Play,201420
1,Francisco Garcia,30,11,15,5,7,2,2,0,6,2,1,2,1,3,29,dominican republic,2014-08-31,new-zealand,2014083120,Group Play,201420
2,Eulis Baez,28,4,9,0,1,0,0,5,9,0,0,0,1,2,8,dominican republic,2014-08-31,new-zealand,2014083120,Group Play,201420
3,Edgar Sosa,23,1,5,0,1,0,0,0,0,0,0,0,1,1,2,dominican republic,2014-08-31,new-zealand,2014083120,Group Play,201420
4,Eloy Vargas,18,1,6,0,1,0,2,2,5,0,0,2,0,4,2,dominican republic,2014-08-31,new-zealand,2014083120,Group Play,201420
5,Reserves,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,dominican republic,2014-08-31,new-zealand,2014083120,Group Play,201420
6,Jack Martinez,23,5,9,0,2,2,2,0,6,2,0,0,3,2,12,dominican republic,2014-08-31,new-zealand,2014083120,Group Play,201420
7,Juan Coronado,19,2,5,1,3,0,0,1,4,4,1,0,2,2,5,dominican republic,2014-08-31,new-zealand,2014083120,Group Play,201420
8,Victor Liz,14,3,6,1,2,0,0,1,1,1,0,0,0,0,7,dominican republic,2014-08-31,new-zealand,2014083120,Group Play,201420
9,Orlando Sanchez,14,1,1,0,0,0,1,1,3,0,1,0,0,2,2,dominican republic,2014-08-31,new-zealand,2014083120,Group Play,201420
10,Totals,,32,67,8,21,4,7,11,37,13,3,4,9,17,76,dominican republic,2014-08-31,new-zealand,2014083120,Group Play,201420
0,Kirk Penney,34,5,15,3,10,3,4,1,5,3,0,0,3,1,16,new-zealand,2014-08-31,dominican republic,2014083120,Group Play,201420
1,Rob Loe,32,0,6,0,3,3,4,1,1,3,0,0,0,2,3,new-zealand,2014-08-31,dominican republic,2014083120,Group Play,201420
2,Thomas Abercrombie,30,7,11,3,6,5,6,1,4,1,0,1,1,3,22,new-zealand,2014-08-31,dominican republic,2014083120,Group Play,201420
3,Mika Vukona,26,5,9,0,0,1,1,1,3,3,1,0,1,4,11,new-zealand,2014-08-31,dominican republic,2014083120,Group Play,201420
4,Tai Webster,26,1,5,0,3,0,0,1,4,3,2,0,1,2,2,new-zealand,2014-08-31,dominican republic,2014083120,Group Play,201420
5,Reserves,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,new-zealand,2014-08-31,dominican republic,2014083120,Group Play,201420
6,Corey Webster,18,3,11,1,6,0,0,2,3,0,0,0,1,0,7,new-zealand,2014-08-31,dominican republic,2014083120,Group Play,201420
7,Isaac Fotu,10,1,3,0,1,0,1,2,2,0,0,0,1,0,2,new-zealand,2014-08-31,dominican republic,2014083120,Group Play,201420
8,Everard Bartlett,7,0,2,0,2,0,0,1,1,1,0,0,0,1,0,new-zealand,2014-08-31,dominican republic,2014083120,Group Play,201420
9,Casey Frank,7,0,1,0,0,0,2,2,2,1,0,0,3,0,0,new-zealand,2014-08-31,dominican republic,2014083120,Group Play,201420
10,Lindsay Tait,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,new-zealand,2014-08-31,dominican republic,2014083120,Group Play,201420
11,B.J. Anthony,4,0,1,0,1,0,0,0,0,0,0,0,0,1,0,new-zealand,2014-08-31,dominican republic,2014083120,Group Play,201420
12,Totals,,22,64,7,32,12,18,12,26,15,3,1,11,14,63,new-zealand,2014-08-31,dominican republic,2014083120,Group Play,201420
