,Starter,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,Country,Date,Opposition,id,tournament_stage,game_number,competition
0,Krunoslav Simon,28,3,10,3,6,0,0,2,7,4,1,0,0,2,9,croatia,2014-09-04,puerto-rico,2014090456,Group Play,201456,fiba-world-cup
1,Bojan Bogdanovic,26,4,8,1,4,14,17,0,2,2,0,0,2,2,23,croatia,2014-09-04,puerto-rico,2014090456,Group Play,201456,fiba-world-cup
2,Dario Saric,14,5,5,2,2,3,3,1,4,3,0,0,2,4,15,croatia,2014-09-04,puerto-rico,2014090456,Group Play,201456,fiba-world-cup
3,Ante Tomic,13,3,4,0,0,1,4,0,2,5,0,0,1,4,7,croatia,2014-09-04,puerto-rico,2014090456,Group Play,201456,fiba-world-cup
4,Oliver Lafayette,12,2,3,1,1,0,0,0,1,1,2,0,3,3,5,croatia,2014-09-04,puerto-rico,2014090456,Group Play,201456,fiba-world-cup
5,Reserves,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,croatia,2014-09-04,puerto-rico,2014090456,Group Play,201456,fiba-world-cup
6,Roko Ukic,24,3,5,1,3,0,0,0,2,6,2,0,1,3,7,croatia,2014-09-04,puerto-rico,2014090456,Group Play,201456,fiba-world-cup
7,Damir Markota,23,4,6,1,2,1,2,3,7,1,0,0,3,2,10,croatia,2014-09-04,puerto-rico,2014090456,Group Play,201456,fiba-world-cup
8,Damjan Rudez,18,1,4,1,4,3,3,1,1,0,0,0,3,1,6,croatia,2014-09-04,puerto-rico,2014090456,Group Play,201456,fiba-world-cup
9,Luka Zoric,14,3,6,0,0,3,3,2,2,0,0,0,2,3,9,croatia,2014-09-04,puerto-rico,2014090456,Group Play,201456,fiba-world-cup
10,Luksa Andric,13,3,3,0,0,0,0,1,2,3,0,0,2,0,6,croatia,2014-09-04,puerto-rico,2014090456,Group Play,201456,fiba-world-cup
11,Luka Babic,9,1,2,1,2,1,2,0,1,1,0,0,1,2,4,croatia,2014-09-04,puerto-rico,2014090456,Group Play,201456,fiba-world-cup
12,Mario Hezonja,6,1,1,0,0,0,0,1,2,0,0,0,2,4,2,croatia,2014-09-04,puerto-rico,2014090456,Group Play,201456,fiba-world-cup
13,Totals,,33,57,11,24,26,34,11,33,26,5,0,22,30,103,croatia,2014-09-04,puerto-rico,2014090456,Group Play,201456,fiba-world-cup
0,J.J. Barea,25,6,13,5,9,3,4,0,0,1,1,0,5,5,20,puerto-rico,2014-09-04,croatia,2014090456,Group Play,201456,fiba-world-cup
1,Alex Franklin,25,5,9,3,5,0,0,1,3,0,3,0,1,2,13,puerto-rico,2014-09-04,croatia,2014090456,Group Play,201456,fiba-world-cup
2,Ricky Sanchez,24,3,5,2,3,3,6,3,3,2,0,0,0,5,11,puerto-rico,2014-09-04,croatia,2014090456,Group Play,201456,fiba-world-cup
3,David Huertas,22,3,7,0,1,3,3,2,4,0,0,0,2,5,9,puerto-rico,2014-09-04,croatia,2014090456,Group Play,201456,fiba-world-cup
4,Renaldo Balkman,20,3,5,0,0,0,0,2,3,1,2,0,4,2,6,puerto-rico,2014-09-04,croatia,2014090456,Group Play,201456,fiba-world-cup
5,Reserves,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,puerto-rico,2014-09-04,croatia,2014090456,Group Play,201456,fiba-world-cup
6,Carlos Rivera,25,3,8,0,2,1,1,0,1,6,2,0,1,2,7,puerto-rico,2014-09-04,croatia,2014090456,Group Play,201456,fiba-world-cup
7,Alexander Galindo,23,5,12,1,6,0,0,0,4,0,2,1,0,3,11,puerto-rico,2014-09-04,croatia,2014090456,Group Play,201456,fiba-world-cup
8,Daniel Santiago,23,1,4,0,0,1,2,1,2,2,0,0,3,4,3,puerto-rico,2014-09-04,croatia,2014090456,Group Play,201456,fiba-world-cup
9,Ramon Clemente,8,0,0,0,0,2,4,1,1,0,0,0,0,1,2,puerto-rico,2014-09-04,croatia,2014090456,Group Play,201456,fiba-world-cup
10,Jorge Diaz,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,puerto-rico,2014-09-04,croatia,2014090456,Group Play,201456,fiba-world-cup
11,Totals,,29,63,11,26,13,20,10,21,12,10,1,16,29,82,puerto-rico,2014-09-04,croatia,2014090456,Group Play,201456,fiba-world-cup
