,Starter,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,Country,Date,Opposition,id,tournament_stage,game_number
0,Jonas Valanciunas,35,8,12,0,0,9,10,1,9,0,0,0,0,2,25,lithuania,2014-09-13,france,2014091374,Semifinals,201474
1,Renaldas Seibutis,33,4,9,1,2,4,4,0,2,4,0,0,2,2,13,lithuania,2014-09-13,france,2014091374,Semifinals,201474
2,Jonas Maciulis,29,4,10,0,3,3,4,1,5,1,2,0,1,4,11,lithuania,2014-09-13,france,2014091374,Semifinals,201474
3,Adas Juskevicius,20,4,8,1,2,5,5,1,1,1,1,1,1,5,14,lithuania,2014-09-13,france,2014091374,Semifinals,201474
4,Donatas Motiejunas,9,1,6,1,2,0,0,3,3,0,0,0,0,2,3,lithuania,2014-09-13,france,2014091374,Semifinals,201474
5,Reserves,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,lithuania,2014-09-13,france,2014091374,Semifinals,201474
6,Martynas Pocius,24,4,8,2,5,1,2,1,4,3,0,0,1,5,11,lithuania,2014-09-13,france,2014091374,Semifinals,201474
7,Paulius Jankunas,22,4,9,1,2,1,1,2,4,3,0,0,0,4,10,lithuania,2014-09-13,france,2014091374,Semifinals,201474
8,Darjus Lavrinovic,14,2,4,1,1,0,0,1,1,0,0,0,1,2,5,lithuania,2014-09-13,france,2014091374,Semifinals,201474
9,Simas Jasaitis,7,0,0,0,0,1,2,0,1,0,0,0,0,1,1,lithuania,2014-09-13,france,2014091374,Semifinals,201474
10,Mindaugas Kuzminskas,7,0,1,0,0,0,0,2,2,0,0,0,0,1,0,lithuania,2014-09-13,france,2014091374,Semifinals,201474
11,Totals,,31,67,7,17,24,28,12,32,12,3,1,6,28,93,lithuania,2014-09-13,france,2014091374,Semifinals,201474
0,Nicolas Batum,34,8,12,2,5,9,11,2,3,1,3,0,2,2,27,france,2014-09-13,lithuania,2014091374,Semifinals,201474
1,Boris Diaw,33,6,10,0,3,3,6,1,2,4,0,1,2,3,15,france,2014-09-13,lithuania,2014091374,Semifinals,201474
2,Joffrey Lauvergne,23,6,10,1,3,0,0,0,9,1,1,0,0,3,13,france,2014-09-13,lithuania,2014091374,Semifinals,201474
3,Thomas Heurtel,20,3,5,1,1,6,8,0,3,1,0,0,0,4,13,france,2014-09-13,lithuania,2014091374,Semifinals,201474
4,Mickael Gelabale,18,2,6,0,2,0,0,0,2,1,0,0,2,3,4,france,2014-09-13,lithuania,2014091374,Semifinals,201474
5,Reserves,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,france,2014-09-13,lithuania,2014091374,Semifinals,201474
6,Antoine Diot,25,3,5,2,3,0,0,0,0,1,0,1,0,2,8,france,2014-09-13,lithuania,2014091374,Semifinals,201474
7,Evan Fournier,16,0,4,0,1,4,4,1,2,1,0,0,0,2,4,france,2014-09-13,lithuania,2014091374,Semifinals,201474
8,Florent Pietrus,15,1,1,0,0,2,4,3,6,1,0,0,0,2,4,france,2014-09-13,lithuania,2014091374,Semifinals,201474
9,Rudy Gobert,9,2,2,0,0,0,0,1,1,1,0,0,1,4,4,france,2014-09-13,lithuania,2014091374,Semifinals,201474
10,Edwin Jackson,6,1,2,1,2,0,0,0,0,0,0,0,0,0,3,france,2014-09-13,lithuania,2014091374,Semifinals,201474
11,Charles Kahudi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,france,2014-09-13,lithuania,2014091374,Semifinals,201474
12,Totals,,32,57,7,20,24,33,8,28,12,4,2,7,25,95,france,2014-09-13,lithuania,2014091374,Semifinals,201474
