,Starter,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,Country,Date,Opposition,id,tournament_stage,game_number,competition
0,Thomas Heurtel,20,3,5,0,0,0,0,0,2,8,1,0,3,0,6,france,2014-09-01,egypt,2014090124,Group Play,201424,fiba-world-cup
1,Nicolas Batum,15,4,5,1,1,0,0,0,3,2,0,1,1,0,9,france,2014-09-01,egypt,2014090124,Group Play,201424,fiba-world-cup
2,Mickael Gelabale,15,2,4,0,1,1,1,0,1,1,1,1,0,0,5,france,2014-09-01,egypt,2014090124,Group Play,201424,fiba-world-cup
3,Joffrey Lauvergne,11,4,5,0,0,4,6,1,7,0,0,1,1,1,12,france,2014-09-01,egypt,2014090124,Group Play,201424,fiba-world-cup
4,Boris Diaw,8,1,1,1,1,0,0,0,1,3,0,0,2,0,3,france,2014-09-01,egypt,2014090124,Group Play,201424,fiba-world-cup
5,Reserves,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,france,2014-09-01,egypt,2014090124,Group Play,201424,fiba-world-cup
6,Antoine Diot,22,4,6,2,4,0,0,0,4,6,0,0,1,1,10,france,2014-09-01,egypt,2014090124,Group Play,201424,fiba-world-cup
7,Florent Pietrus,20,4,4,1,1,2,4,0,4,2,0,0,0,1,11,france,2014-09-01,egypt,2014090124,Group Play,201424,fiba-world-cup
8,Edwin Jackson,20,3,6,1,3,0,1,0,1,1,1,0,0,2,7,france,2014-09-01,egypt,2014090124,Group Play,201424,fiba-world-cup
9,Evan Fournier,19,4,9,0,4,1,2,0,1,4,1,0,2,3,9,france,2014-09-01,egypt,2014090124,Group Play,201424,fiba-world-cup
10,Charles Kahudi,19,2,5,1,3,1,1,2,4,4,0,0,1,0,6,france,2014-09-01,egypt,2014090124,Group Play,201424,fiba-world-cup
11,Rudy Gobert,18,2,2,0,0,2,4,0,6,0,0,1,1,0,6,france,2014-09-01,egypt,2014090124,Group Play,201424,fiba-world-cup
12,Kim Tillie,13,5,6,0,0,0,0,0,3,0,2,0,0,1,10,france,2014-09-01,egypt,2014090124,Group Play,201424,fiba-world-cup
13,Totals,,38,58,7,18,11,19,3,37,31,6,4,12,9,94,france,2014-09-01,egypt,2014090124,Group Play,201424,fiba-world-cup
0,Ibrahim Elgammal,31,4,15,2,7,2,2,2,4,3,1,0,3,2,12,egypt,2014-09-01,france,2014090124,Group Play,201424,fiba-world-cup
1,Haytham Kamal,23,2,8,0,0,0,0,1,2,2,1,0,1,2,4,egypt,2014-09-01,france,2014090124,Group Play,201424,fiba-world-cup
2,Youssef Shousha,22,3,4,1,1,0,0,1,1,0,2,0,0,0,7,egypt,2014-09-01,france,2014090124,Group Play,201424,fiba-world-cup
3,Ramy Ibrahim,16,1,6,0,2,0,0,0,3,0,0,0,1,1,2,egypt,2014-09-01,france,2014090124,Group Play,201424,fiba-world-cup
4,Wael Badr,15,1,4,0,1,0,0,0,2,1,0,0,0,2,2,egypt,2014-09-01,france,2014090124,Group Play,201424,fiba-world-cup
5,Reserves,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,egypt,2014-09-01,france,2014090124,Group Play,201424,fiba-world-cup
6,Amr Gendy,24,3,8,0,2,0,0,0,2,0,0,0,0,1,6,egypt,2014-09-01,france,2014090124,Group Play,201424,fiba-world-cup
7,Ashraf Rabie,18,2,9,1,3,0,0,1,2,1,0,0,0,3,5,egypt,2014-09-01,france,2014090124,Group Play,201424,fiba-world-cup
8,Sherif Genedy,15,4,7,3,4,0,0,0,0,0,0,0,2,1,11,egypt,2014-09-01,france,2014090124,Group Play,201424,fiba-world-cup
9,Mouhanad Elsabagh,13,1,4,0,1,0,0,0,0,2,2,0,1,2,2,egypt,2014-09-01,france,2014090124,Group Play,201424,fiba-world-cup
10,Moustafa Elmekawi,13,0,0,0,0,2,4,0,1,1,1,0,1,4,2,egypt,2014-09-01,france,2014090124,Group Play,201424,fiba-world-cup
11,Seif Samir,10,1,2,0,0,0,0,0,3,0,0,0,0,2,2,egypt,2014-09-01,france,2014090124,Group Play,201424,fiba-world-cup
12,Totals,,22,67,7,21,4,6,5,20,10,7,0,9,20,55,egypt,2014-09-01,france,2014090124,Group Play,201424,fiba-world-cup
