,Starter,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,Country,Date,Opposition,id,tournament_stage,game_number,competition
0,Cenk Akyol,23,3,8,3,6,0,0,0,1,0,0,0,1,3,9,turkey,2014-09-04,dominican-republic,2014090449,Group Play,201449,fiba-world-cup
1,Sinan Guler,23,0,6,0,2,2,2,1,2,0,1,1,0,4,2,turkey,2014-09-04,dominican-republic,2014090449,Group Play,201449,fiba-world-cup
2,Kerem Gonlum,18,5,8,0,0,0,0,2,6,1,0,0,0,2,10,turkey,2014-09-04,dominican-republic,2014090449,Group Play,201449,fiba-world-cup
3,Kerem Tunceri,18,0,3,0,2,2,2,0,0,5,0,0,2,0,2,turkey,2014-09-04,dominican-republic,2014090449,Group Play,201449,fiba-world-cup
4,Omer Asik,13,4,9,0,0,1,2,2,10,0,1,0,2,0,9,turkey,2014-09-04,dominican-republic,2014090449,Group Play,201449,fiba-world-cup
5,Reserves,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,turkey,2014-09-04,dominican-republic,2014090449,Group Play,201449,fiba-world-cup
6,Oguz Savas,24,7,9,0,1,1,2,2,6,3,2,0,0,1,15,turkey,2014-09-04,dominican-republic,2014090449,Group Play,201449,fiba-world-cup
7,Emir Preldzic,18,3,7,0,1,3,4,0,2,5,0,0,2,1,9,turkey,2014-09-04,dominican-republic,2014090449,Group Play,201449,fiba-world-cup
8,Cedi Osman,16,3,5,1,2,0,0,1,1,1,1,0,0,2,7,turkey,2014-09-04,dominican-republic,2014090449,Group Play,201449,fiba-world-cup
9,Ender Arslan,15,1,4,1,2,0,0,0,0,4,1,0,1,0,3,turkey,2014-09-04,dominican-republic,2014090449,Group Play,201449,fiba-world-cup
10,Baris Ermis,13,0,1,0,1,0,0,0,2,2,0,0,3,3,0,turkey,2014-09-04,dominican-republic,2014090449,Group Play,201449,fiba-world-cup
11,Baris Hersek,12,1,3,1,2,0,0,0,0,1,1,1,0,1,3,turkey,2014-09-04,dominican-republic,2014090449,Group Play,201449,fiba-world-cup
12,Furkan Aldemir,8,4,4,0,0,0,3,3,6,0,1,0,1,0,8,turkey,2014-09-04,dominican-republic,2014090449,Group Play,201449,fiba-world-cup
13,Totals,,31,67,6,19,9,15,11,36,22,8,2,12,17,77,turkey,2014-09-04,dominican-republic,2014090449,Group Play,201449,fiba-world-cup
0,Francisco Garcia,28,7,12,4,6,0,0,0,2,2,2,0,2,1,18,dominican-republic,2014-09-04,turkey,2014090449,Group Play,201449,fiba-world-cup
1,Eulis Baez,25,1,2,0,1,0,0,0,3,2,1,0,0,1,2,dominican-republic,2014-09-04,turkey,2014090449,Group Play,201449,fiba-world-cup
2,Eloy Vargas,22,2,9,0,0,0,0,0,4,0,0,0,1,3,4,dominican-republic,2014-09-04,turkey,2014090449,Group Play,201449,fiba-world-cup
3,Edgar Sosa,20,2,8,1,5,0,0,0,1,3,0,0,0,1,5,dominican-republic,2014-09-04,turkey,2014090449,Group Play,201449,fiba-world-cup
4,James Feldeine,17,2,5,1,2,1,2,0,1,0,1,0,4,0,6,dominican-republic,2014-09-04,turkey,2014090449,Group Play,201449,fiba-world-cup
5,Reserves,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,dominican-republic,2014-09-04,turkey,2014090449,Group Play,201449,fiba-world-cup
6,Juan Coronado,22,2,4,0,1,0,0,0,2,6,1,1,0,3,4,dominican-republic,2014-09-04,turkey,2014090449,Group Play,201449,fiba-world-cup
7,Jack Martinez,15,2,6,1,2,0,0,1,9,1,0,0,2,0,5,dominican-republic,2014-09-04,turkey,2014090449,Group Play,201449,fiba-world-cup
8,Orlando Sanchez,14,0,2,0,0,0,0,2,5,1,1,0,1,3,0,dominican-republic,2014-09-04,turkey,2014090449,Group Play,201449,fiba-world-cup
9,Victor Liz,12,5,7,1,1,1,2,0,1,0,0,0,1,0,12,dominican-republic,2014-09-04,turkey,2014090449,Group Play,201449,fiba-world-cup
10,Ronald Ramon,12,0,2,0,2,0,0,0,1,1,1,0,0,3,0,dominican-republic,2014-09-04,turkey,2014090449,Group Play,201449,fiba-world-cup
11,Manuel Fortuna,10,4,4,0,0,0,0,0,0,0,1,0,1,1,8,dominican-republic,2014-09-04,turkey,2014090449,Group Play,201449,fiba-world-cup
12,Edward Santana,4,0,2,0,1,0,0,1,1,0,0,0,1,2,0,dominican-republic,2014-09-04,turkey,2014090449,Group Play,201449,fiba-world-cup
13,Totals,,27,63,8,21,2,4,4,30,16,8,1,13,18,64,dominican-republic,2014-09-04,turkey,2014090449,Group Play,201449,fiba-world-cup
