,Starter,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,Country,Date,Opposition,id,tournament_stage,game_number
0,Nemanja Bjelica,30,3,10,1,4,1,2,0,8,5,0,1,1,2,8,serbia,2014-09-10,brazil,2014091070,Quarterfinals,201470
1,Milos Teodosic,29,5,9,3,5,10,10,0,3,4,1,0,2,3,23,serbia,2014-09-10,brazil,2014091070,Quarterfinals,201470
2,Stefan Markovic,29,4,8,1,3,0,0,1,3,1,1,0,0,4,9,serbia,2014-09-10,brazil,2014091070,Quarterfinals,201470
3,Nikola Kalinic,22,2,2,1,1,0,0,0,2,1,1,1,1,2,5,serbia,2014-09-10,brazil,2014091070,Quarterfinals,201470
4,Miroslav Raduljica,20,4,6,0,0,2,4,1,4,1,0,0,0,3,10,serbia,2014-09-10,brazil,2014091070,Quarterfinals,201470
5,Reserves,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,serbia,2014-09-10,brazil,2014091070,Quarterfinals,201470
6,Bogdan Bogdanovic,26,5,9,2,5,0,0,0,6,2,0,2,1,3,12,serbia,2014-09-10,brazil,2014091070,Quarterfinals,201470
7,Nenad Krstic,16,5,7,0,0,0,0,0,1,2,0,1,0,1,10,serbia,2014-09-10,brazil,2014091070,Quarterfinals,201470
8,Stefan Jovic,10,0,2,0,2,0,0,1,3,3,0,0,1,0,0,serbia,2014-09-10,brazil,2014091070,Quarterfinals,201470
9,Stefan Bircevic,9,1,3,1,3,0,0,0,1,0,0,0,0,3,3,serbia,2014-09-10,brazil,2014091070,Quarterfinals,201470
10,Marko Simonovic,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,serbia,2014-09-10,brazil,2014091070,Quarterfinals,201470
11,Vladimir Stimac,4,2,5,0,2,0,0,1,1,0,0,0,0,0,4,serbia,2014-09-10,brazil,2014091070,Quarterfinals,201470
12,Rasko Katic,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,serbia,2014-09-10,brazil,2014091070,Quarterfinals,201470
13,Totals,,31,62,9,25,13,16,4,32,19,3,5,6,21,84,serbia,2014-09-10,brazil,2014091070,Quarterfinals,201470
0,Anderson Varejao,26,4,10,0,0,4,5,3,9,0,1,1,1,3,12,brazil,2014-09-10,serbia,2014091070,Quarterfinals,201470
1,Leandro Barbosa,26,2,6,0,2,1,2,0,0,0,0,0,0,2,5,brazil,2014-09-10,serbia,2014091070,Quarterfinals,201470
2,Marcelo Huertas,24,2,5,0,1,0,0,1,2,9,0,0,2,0,4,brazil,2014-09-10,serbia,2014091070,Quarterfinals,201470
3,Marcus Vinicius,20,5,8,2,3,0,0,0,1,0,0,0,1,3,12,brazil,2014-09-10,serbia,2014091070,Quarterfinals,201470
4,Tiago Splitter,17,1,7,0,0,1,2,4,8,2,1,0,1,2,3,brazil,2014-09-10,serbia,2014091070,Quarterfinals,201470
5,Reserves,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,brazil,2014-09-10,serbia,2014091070,Quarterfinals,201470
6,Alex Garcia,21,3,7,2,4,0,0,0,2,1,1,0,0,4,8,brazil,2014-09-10,serbia,2014091070,Quarterfinals,201470
7,Nene Hilario,19,2,8,0,0,0,0,1,4,0,0,2,0,1,4,brazil,2014-09-10,serbia,2014091070,Quarterfinals,201470
8,Raul Neto,16,2,5,1,2,1,2,0,5,1,1,0,0,0,6,brazil,2014-09-10,serbia,2014091070,Quarterfinals,201470
9,Rafael Hettsheimeir,11,1,4,0,1,0,2,2,2,0,0,0,1,1,2,brazil,2014-09-10,serbia,2014091070,Quarterfinals,201470
10,Larry Taylor,9,0,0,0,0,0,2,1,2,0,0,0,1,1,0,brazil,2014-09-10,serbia,2014091070,Quarterfinals,201470
11,Marcelinho Machado,8,0,4,0,1,0,0,0,2,0,0,0,0,1,0,brazil,2014-09-10,serbia,2014091070,Quarterfinals,201470
12,Guilherme Giovannoni,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,brazil,2014-09-10,serbia,2014091070,Quarterfinals,201470
13,Totals,,22,65,5,15,7,15,12,37,13,4,3,7,18,56,brazil,2014-09-10,serbia,2014091070,Quarterfinals,201470
