,Starter,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,Country,Date,Opposition,id,tournament_stage,game_number
0,Pooh Jeter,28,5,12,3,6,3,4,0,1,2,0,0,4,2,16,ukraine,2014-08-30,dominican-republic,201408302,Group Play,20142
1,Sergey Gladyr,26,2,6,2,4,6,7,0,3,3,1,0,3,2,12,ukraine,2014-08-30,dominican-republic,201408302,Group Play,20142
2,Oleksandr Lypovyy,24,1,4,1,4,1,4,0,3,1,0,0,0,1,4,ukraine,2014-08-30,dominican-republic,201408302,Group Play,20142
3,Maxym Kornienko,20,4,7,1,1,0,0,2,7,1,1,0,1,2,9,ukraine,2014-08-30,dominican-republic,201408302,Group Play,20142
4,Kyryl Natyazhko,20,1,6,0,0,0,0,1,6,1,1,0,2,1,2,ukraine,2014-08-30,dominican-republic,201408302,Group Play,20142
5,Reserves,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,ukraine,2014-08-30,dominican-republic,201408302,Group Play,20142
6,Viacheslav Kravtsov,20,4,4,0,0,5,7,3,7,0,0,0,3,3,13,ukraine,2014-08-30,dominican-republic,201408302,Group Play,20142
7,Igor Zaytsev,18,0,2,0,2,0,0,0,2,0,0,0,2,2,0,ukraine,2014-08-30,dominican-republic,201408302,Group Play,20142
8,Maksym Pustozvonov,16,1,3,0,1,3,4,0,2,2,3,1,1,2,5,ukraine,2014-08-30,dominican-republic,201408302,Group Play,20142
9,Olexandr Mishula,14,3,5,2,3,0,0,0,0,1,0,0,0,0,8,ukraine,2014-08-30,dominican-republic,201408302,Group Play,20142
10,Dmytro Zabirchenko,14,1,2,1,2,0,0,0,0,0,0,0,1,3,3,ukraine,2014-08-30,dominican-republic,201408302,Group Play,20142
11,Totals,,22,51,10,23,18,26,6,31,11,6,1,17,18,72,ukraine,2014-08-30,dominican-republic,201408302,Group Play,20142
0,James Feldeine,31,4,13,2,7,0,1,1,4,1,2,0,2,1,10,dominican-republic,2014-08-30,ukraine,201408302,Group Play,20142
1,Francisco Garcia,30,6,13,4,8,2,2,0,3,4,0,1,1,4,18,dominican-republic,2014-08-30,ukraine,201408302,Group Play,20142
2,Edgar Sosa,28,4,9,1,5,2,4,0,3,2,0,0,2,3,11,dominican-republic,2014-08-30,ukraine,201408302,Group Play,20142
3,Eulis Baez,28,2,6,0,1,0,0,6,9,3,0,0,3,4,4,dominican-republic,2014-08-30,ukraine,201408302,Group Play,20142
4,Eloy Vargas,22,1,3,0,0,2,4,2,9,1,0,1,1,1,4,dominican-republic,2014-08-30,ukraine,201408302,Group Play,20142
5,Reserves,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,dominican-republic,2014-08-30,ukraine,201408302,Group Play,20142
6,Jack Martinez,18,3,8,0,1,0,1,2,5,0,0,0,2,2,6,dominican-republic,2014-08-30,ukraine,201408302,Group Play,20142
7,Juan Coronado,13,1,4,0,3,0,0,0,0,1,1,0,1,3,2,dominican-republic,2014-08-30,ukraine,201408302,Group Play,20142
8,Victor Liz,12,1,5,0,1,0,0,0,1,0,1,0,3,4,2,dominican-republic,2014-08-30,ukraine,201408302,Group Play,20142
9,Orlando Sanchez,11,2,2,0,0,1,2,1,3,1,0,0,2,0,5,dominican-republic,2014-08-30,ukraine,201408302,Group Play,20142
10,Ronald Ramon,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dominican-republic,2014-08-30,ukraine,201408302,Group Play,20142
11,Manuel Fortuna,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,dominican-republic,2014-08-30,ukraine,201408302,Group Play,20142
12,Totals,,24,64,7,27,7,14,12,37,13,4,2,17,22,62,dominican-republic,2014-08-30,ukraine,201408302,Group Play,20142
