,Starter,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,Country,Date,Opposition,id,tournament_stage,game_number,competition
0,Bojan Bogdanovic,39,9,18,2,4,6,6,1,3,1,2,0,6,4,26,croatia,2014-08-30,philippines,201408306,Group Play,20146,fiba-world-cup
1,Krunoslav Simon,30,3,7,2,4,4,4,0,7,3,1,0,2,3,12,croatia,2014-08-30,philippines,201408306,Group Play,20146,fiba-world-cup
2,Dario Saric,29,4,8,0,3,2,2,4,9,4,1,1,3,5,10,croatia,2014-08-30,philippines,201408306,Group Play,20146,fiba-world-cup
3,Oliver Lafayette,28,2,5,0,3,0,2,1,1,2,0,0,0,3,4,croatia,2014-08-30,philippines,201408306,Group Play,20146,fiba-world-cup
4,Ante Tomic,25,3,4,0,0,2,2,3,11,4,1,0,5,0,8,croatia,2014-08-30,philippines,201408306,Group Play,20146,fiba-world-cup
5,Reserves,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,croatia,2014-08-30,philippines,201408306,Group Play,20146,fiba-world-cup
6,Luka Zoric,22,1,3,0,0,2,2,0,5,0,1,1,4,3,4,croatia,2014-08-30,philippines,201408306,Group Play,20146,fiba-world-cup
7,Roko Ukic,17,2,4,1,2,0,0,0,0,1,0,0,0,2,5,croatia,2014-08-30,philippines,201408306,Group Play,20146,fiba-world-cup
8,Damir Markota,14,2,5,1,3,0,0,1,4,1,0,2,0,2,5,croatia,2014-08-30,philippines,201408306,Group Play,20146,fiba-world-cup
9,Damjan Rudez,14,1,5,0,4,2,2,0,1,0,1,0,0,1,4,croatia,2014-08-30,philippines,201408306,Group Play,20146,fiba-world-cup
10,Luka Babic,7,1,2,1,2,0,0,0,1,0,0,0,0,0,3,croatia,2014-08-30,philippines,201408306,Group Play,20146,fiba-world-cup
11,Totals,,28,61,7,25,18,20,10,42,16,7,4,20,23,81,croatia,2014-08-30,philippines,201408306,Group Play,20146,fiba-world-cup
0,Andray Blatche,41,10,24,3,4,5,7,1,12,0,1,0,7,3,28,philippines,2014-08-30,croatia,201408306,Group Play,20146,fiba-world-cup
1,Gabe Norwood,31,1,6,0,3,0,0,2,3,2,1,0,1,5,2,philippines,2014-08-30,croatia,201408306,Group Play,20146,fiba-world-cup
2,Jeff Chan,30,5,10,4,6,3,3,0,1,0,4,0,2,1,17,philippines,2014-08-30,croatia,201408306,Group Play,20146,fiba-world-cup
3,Lewis Tenorio,11,1,4,0,0,0,0,2,3,0,0,0,0,3,2,philippines,2014-08-30,croatia,201408306,Group Play,20146,fiba-world-cup
4,Japeth Aguilar,5,0,2,0,0,0,0,1,1,0,0,0,1,1,0,philippines,2014-08-30,croatia,201408306,Group Play,20146,fiba-world-cup
5,Reserves,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,philippines,2014-08-30,croatia,201408306,Group Play,20146,fiba-world-cup
6,Marc Pingris,30,5,8,0,0,0,0,3,4,1,1,0,3,3,10,philippines,2014-08-30,croatia,201408306,Group Play,20146,fiba-world-cup
7,Jim Alapag,24,1,4,1,4,1,1,1,2,6,1,0,0,1,4,philippines,2014-08-30,croatia,201408306,Group Play,20146,fiba-world-cup
8,Ranidel De Ocampo,15,2,7,1,5,0,0,0,1,0,0,0,0,0,5,philippines,2014-08-30,croatia,201408306,Group Play,20146,fiba-world-cup
9,Paul Lee,15,1,4,0,2,0,0,1,1,2,0,0,0,1,2,philippines,2014-08-30,croatia,201408306,Group Play,20146,fiba-world-cup
10,Jayson Castro William,14,2,8,1,4,1,2,0,1,2,0,0,1,3,6,philippines,2014-08-30,croatia,201408306,Group Play,20146,fiba-world-cup
11,June Mar Fajardo,9,1,2,0,0,0,0,1,3,0,0,1,0,2,2,philippines,2014-08-30,croatia,201408306,Group Play,20146,fiba-world-cup
12,Totals,,29,79,10,28,10,13,12,32,13,8,1,15,23,78,philippines,2014-08-30,croatia,201408306,Group Play,20146,fiba-world-cup
