,Starter,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,Country,Date,Opposition,id,tournament_stage,game_number
0,Andray Blatche,37,9,16,2,6,5,6,2,14,2,1,2,6,2,25,philippines,2014-09-03,puerto-rico,2014090345,Group Play,201445
1,Gabe Norwood,32,3,9,0,6,0,0,0,3,0,1,0,2,2,6,philippines,2014-09-03,puerto-rico,2014090345,Group Play,201445
2,Lewis Tenorio,26,6,9,2,3,4,5,0,1,2,1,0,1,2,18,philippines,2014-09-03,puerto-rico,2014090345,Group Play,201445
3,Ranidel De Ocampo,25,1,5,0,3,0,0,2,5,3,0,1,3,3,2,philippines,2014-09-03,puerto-rico,2014090345,Group Play,201445
4,Jayson Castro William,19,1,5,0,3,2,2,0,1,0,1,0,0,3,4,philippines,2014-09-03,puerto-rico,2014090345,Group Play,201445
5,Reserves,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,philippines,2014-09-03,puerto-rico,2014090345,Group Play,201445
6,Marc Pingris,21,1,4,0,0,0,0,4,5,1,1,0,1,4,2,philippines,2014-09-03,puerto-rico,2014090345,Group Play,201445
7,Paul Lee,16,2,5,1,4,5,6,1,3,1,2,0,2,5,10,philippines,2014-09-03,puerto-rico,2014090345,Group Play,201445
8,Jim Alapag,14,1,3,1,2,3,3,0,0,1,1,0,2,2,6,philippines,2014-09-03,puerto-rico,2014090345,Group Play,201445
9,Jeff Chan,6,0,1,0,1,0,0,0,0,1,0,0,0,0,0,philippines,2014-09-03,puerto-rico,2014090345,Group Play,201445
10,June Mar Fajardo,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,philippines,2014-09-03,puerto-rico,2014090345,Group Play,201445
11,Totals,,24,57,6,28,19,22,9,32,11,8,3,18,23,73,philippines,2014-09-03,puerto-rico,2014090345,Group Play,201445
0,Ricky Sanchez,40,3,8,3,7,4,6,0,4,1,1,1,3,3,13,puerto-rico,2014-09-03,philippines,2014090345,Group Play,201445
1,J.J. Barea,33,8,15,3,7,11,12,1,5,2,1,0,5,2,30,puerto-rico,2014-09-03,philippines,2014090345,Group Play,201445
2,Alex Franklin,28,1,3,0,1,1,2,4,9,0,2,0,1,1,3,puerto-rico,2014-09-03,philippines,2014090345,Group Play,201445
3,Carlos Rivera,22,2,8,1,4,0,0,1,3,3,1,0,1,3,5,puerto-rico,2014-09-03,philippines,2014090345,Group Play,201445
4,Renaldo Balkman,20,1,3,0,0,0,0,1,2,2,1,0,1,3,2,puerto-rico,2014-09-03,philippines,2014090345,Group Play,201445
5,Reserves,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,puerto-rico,2014-09-03,philippines,2014090345,Group Play,201445
6,David Huertas,29,3,12,3,6,4,4,0,0,1,2,0,0,2,13,puerto-rico,2014-09-03,philippines,2014090345,Group Play,201445
7,Ramon Clemente,11,1,4,0,0,0,0,1,2,0,1,0,3,5,2,puerto-rico,2014-09-03,philippines,2014090345,Group Play,201445
8,Alexander Galindo,9,2,2,1,1,0,0,1,2,0,1,0,1,2,5,puerto-rico,2014-09-03,philippines,2014090345,Group Play,201445
9,Jorge Diaz,9,2,3,0,0,0,0,3,3,0,0,0,1,0,4,puerto-rico,2014-09-03,philippines,2014090345,Group Play,201445
10,Totals,,23,58,11,26,20,24,12,30,9,10,1,16,21,77,puerto-rico,2014-09-03,philippines,2014090345,Group Play,201445
