,Starter,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,Country,Date,Opposition,id,tournament_stage,game_number,competition
0,Jongkyu Kim,30,4,7,0,0,2,2,0,1,0,0,3,1,3,10,korea,2014-08-31,australia,2014083113,Group Play,201413,fiba-world-cup
1,Sekeun Oh,16,0,1,0,0,0,0,3,4,1,1,1,3,2,0,korea,2014-08-31,australia,2014083113,Group Play,201413,fiba-world-cup
2,Jarod Stevenson,13,1,3,1,3,0,0,0,0,1,1,1,1,3,3,korea,2014-08-31,australia,2014083113,Group Play,201413,fiba-world-cup
3,Dong-geun Yang,12,1,4,0,3,0,0,0,1,0,0,0,0,1,2,korea,2014-08-31,australia,2014083113,Group Play,201413,fiba-world-cup
4,Heejong Yang,12,0,3,0,2,0,0,0,3,2,1,0,0,0,0,korea,2014-08-31,australia,2014083113,Group Play,201413,fiba-world-cup
5,Reserves,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,korea,2014-08-31,australia,2014083113,Group Play,201413,fiba-world-cup
6,Sungmin Cho,25,3,8,2,6,2,3,2,3,1,1,0,4,1,10,korea,2014-08-31,australia,2014083113,Group Play,201413,fiba-world-cup
7,Chan Hee Park,20,1,6,0,4,0,2,0,1,4,2,0,2,3,2,korea,2014-08-31,australia,2014083113,Group Play,201413,fiba-world-cup
8,Joo Sung Kim,18,4,6,0,1,0,0,0,0,0,1,0,3,4,8,korea,2014-08-31,australia,2014083113,Group Play,201413,fiba-world-cup
9,Sunhyung Kim,17,6,10,1,2,0,0,0,1,3,0,0,3,0,13,korea,2014-08-31,australia,2014083113,Group Play,201413,fiba-world-cup
10,Jonghyun Lee,17,1,1,0,0,2,2,0,2,0,0,3,1,1,4,korea,2014-08-31,australia,2014083113,Group Play,201413,fiba-world-cup
11,Ilyoung Heo,15,1,7,1,4,0,0,0,2,2,1,0,0,2,3,korea,2014-08-31,australia,2014083113,Group Play,201413,fiba-world-cup
12,Taesul Kim,7,0,0,0,0,0,0,0,0,1,1,0,0,1,0,korea,2014-08-31,australia,2014083113,Group Play,201413,fiba-world-cup
13,Totals,,22,56,5,25,6,9,5,18,15,9,8,18,21,55,korea,2014-08-31,australia,2014083113,Group Play,201413,fiba-world-cup
0,Matthew Dellavedova,23,2,5,1,2,2,2,2,4,8,1,0,2,1,7,australia,2014-08-31,korea,2014083113,Group Play,201413,fiba-world-cup
1,Aron Baynes,22,6,13,0,0,1,4,6,10,1,1,0,2,1,13,australia,2014-08-31,korea,2014083113,Group Play,201413,fiba-world-cup
2,Ryan Broekhoff,22,3,5,3,5,0,0,1,4,2,1,0,0,1,9,australia,2014-08-31,korea,2014083113,Group Play,201413,fiba-world-cup
3,David Andersen,19,1,8,0,0,3,4,4,8,1,0,0,2,0,5,australia,2014-08-31,korea,2014083113,Group Play,201413,fiba-world-cup
4,Joe Ingles,18,7,8,3,3,0,0,1,3,2,3,0,2,1,17,australia,2014-08-31,korea,2014083113,Group Play,201413,fiba-world-cup
5,Reserves,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,australia,2014-08-31,korea,2014083113,Group Play,201413,fiba-world-cup
6,Brad Newley,19,0,3,0,1,2,2,0,3,1,0,0,2,1,2,australia,2014-08-31,korea,2014083113,Group Play,201413,fiba-world-cup
7,Cameron Bairstow,15,6,7,0,0,1,2,1,3,1,1,0,2,2,13,australia,2014-08-31,korea,2014083113,Group Play,201413,fiba-world-cup
8,Adam Gibson,15,2,2,0,0,0,0,0,0,2,1,0,0,1,4,australia,2014-08-31,korea,2014083113,Group Play,201413,fiba-world-cup
9,Brock Motum,14,3,7,0,0,2,2,1,2,0,1,0,0,3,8,australia,2014-08-31,korea,2014083113,Group Play,201413,fiba-world-cup
10,Dante Exum,13,2,6,0,1,0,0,0,0,3,1,0,1,2,4,australia,2014-08-31,korea,2014083113,Group Play,201413,fiba-world-cup
11,Nathan Jawai,10,2,2,0,0,0,0,0,0,2,0,0,0,0,4,australia,2014-08-31,korea,2014083113,Group Play,201413,fiba-world-cup
12,Chris Goulding,10,1,2,1,2,0,0,1,3,0,0,0,2,2,3,australia,2014-08-31,korea,2014083113,Group Play,201413,fiba-world-cup
13,Totals,,35,68,8,14,11,16,17,40,23,10,0,15,15,89,australia,2014-08-31,korea,2014083113,Group Play,201413,fiba-world-cup
