,Player,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,Country,Date,Opposition,id,tournament_stage,game_number,competition
0,Dejan Bodiroga,36.0,5.0,11.0,1.0,3.0,3.0,4.0,0.0,3,2,1,0,1,4.0,14,serbia and montenegro,2004-08-21,spain,2004082123,Group A,200423,mens-olympics
1,Milos Vujanic,33.0,3.0,11.0,2.0,8.0,2.0,2.0,0.0,2,2,1,0,1,3.0,10,serbia and montenegro,2004-08-21,spain,2004082123,Group A,200423,mens-olympics
2,Dejan Tomasevic,32.0,4.0,8.0,0.0,0.0,1.0,2.0,4.0,9,1,0,0,4,5.0,9,serbia and montenegro,2004-08-21,spain,2004082123,Group A,200423,mens-olympics
3,Igor Rakocevic,22.0,3.0,7.0,0.0,2.0,0.0,0.0,0.0,3,3,1,0,3,2.0,6,serbia and montenegro,2004-08-21,spain,2004082123,Group A,200423,mens-olympics
4,Vladimir Radmanovic,21.0,4.0,7.0,2.0,5.0,0.0,0.0,1.0,6,1,0,0,2,5.0,10,serbia and montenegro,2004-08-21,spain,2004082123,Group A,200423,mens-olympics
5,Vule Avdalovic,19.0,1.0,2.0,1.0,2.0,0.0,0.0,1.0,2,0,0,0,0,1.0,3,serbia and montenegro,2004-08-21,spain,2004082123,Group A,200423,mens-olympics
6,Predrag Drobnjak,17.0,4.0,7.0,1.0,1.0,4.0,4.0,1.0,3,1,0,2,2,5.0,13,serbia and montenegro,2004-08-21,spain,2004082123,Group A,200423,mens-olympics
7,Nenad Krstic,15.0,1.0,3.0,0.0,0.0,1.0,2.0,1.0,2,0,1,0,1,3.0,3,serbia and montenegro,2004-08-21,spain,2004082123,Group A,200423,mens-olympics
8,Sasha Pavlovic,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,3.0,0,serbia and montenegro,2004-08-21,spain,2004082123,Group A,200423,mens-olympics
9,Vlado Scepanovic,,,,,,,,,0,0,0,0,0,,0,serbia and montenegro,2004-08-21,spain,2004082123,Group A,200423,mens-olympics
10,Totals,,,,,,,,,30,10,5,2,14,,68,serbia and montenegro,2004-08-21,spain,2004082123,Group A,200423,mens-olympics
0,Jorge Garbajosa,34.0,3.0,7.0,0.0,2.0,2.0,5.0,0.0,3,3,2,0,1,3.0,8,spain,2004-08-21,serbia and montenegro,2004082123,Group A,200423,mens-olympics
1,Juan Carlos Navarro,33.0,3.0,7.0,0.0,2.0,7.0,9.0,0.0,0,3,2,0,1,2.0,13,spain,2004-08-21,serbia and montenegro,2004082123,Group A,200423,mens-olympics
2,Jose Calderon,32.0,3.0,7.0,1.0,4.0,8.0,8.0,1.0,4,1,2,0,1,2.0,15,spain,2004-08-21,serbia and montenegro,2004082123,Group A,200423,mens-olympics
3,Pau Gasol,32.0,4.0,10.0,0.0,2.0,6.0,8.0,0.0,5,1,0,2,2,2.0,14,spain,2004-08-21,serbia and montenegro,2004082123,Group A,200423,mens-olympics
4,Rodrigo De La Fuente,23.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,3,0,0,0,0,2.0,2,spain,2004-08-21,serbia and montenegro,2004082123,Group A,200423,mens-olympics
5,Carlos Jimenez,17.0,4.0,7.0,0.0,2.0,3.0,3.0,0.0,3,0,1,0,2,5.0,11,spain,2004-08-21,serbia and montenegro,2004082123,Group A,200423,mens-olympics
6,Felipe Reyes,14.0,4.0,6.0,0.0,0.0,2.0,3.0,3.0,6,0,1,0,1,3.0,10,spain,2004-08-21,serbia and montenegro,2004082123,Group A,200423,mens-olympics
7,Jaume Comas,8.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,2,0,0,0,1,1.0,3,spain,2004-08-21,serbia and montenegro,2004082123,Group A,200423,mens-olympics
8,Rudy Fernandez,7.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,1,0,0,0,1,1.0,0,spain,2004-08-21,serbia and montenegro,2004082123,Group A,200423,mens-olympics
9,Totals,,23.0,53.0,1.0,14.0,29.0,37.0,6.0,27,8,8,2,10,21.0,76,spain,2004-08-21,serbia and montenegro,2004082123,Group A,200423,mens-olympics
