,Player,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,Country,Date,Opposition,id,tournament_stage,game_number,competition
0,Ramunas Siskauskas,32.0,9,13,5,7,2,3,0,0,2,3,0,0,4,25,lithuania,2004-08-19,greece,2004081915,Group B,200415,mens-olympics
1,Sarunas Jasikevicius,28.0,3,10,1,6,2,2,2,4,8,3,0,6,5,9,lithuania,2004-08-19,greece,2004081915,Group B,200415,mens-olympics
2,Saulius Stombergas,26.0,7,9,4,5,4,4,1,2,1,0,0,1,2,22,lithuania,2004-08-19,greece,2004081915,Group B,200415,mens-olympics
3,Mindaugas Zukauskas,22.0,1,4,0,2,0,1,1,3,1,0,0,2,3,2,lithuania,2004-08-19,greece,2004081915,Group B,200415,mens-olympics
4,Darius Songaila,18.0,4,6,1,1,4,5,3,5,1,0,0,0,3,13,lithuania,2004-08-19,greece,2004081915,Group B,200415,mens-olympics
5,Ksistof Lavrinovic,18.0,0,0,0,0,0,0,1,3,3,0,0,1,3,0,lithuania,2004-08-19,greece,2004081915,Group B,200415,mens-olympics
6,Robertas Javtokas,14.0,4,4,0,0,3,5,1,5,0,1,1,1,5,11,lithuania,2004-08-19,greece,2004081915,Group B,200415,mens-olympics
7,Arvydas Macijauskas,13.0,2,3,1,2,1,2,0,0,0,0,0,1,1,6,lithuania,2004-08-19,greece,2004081915,Group B,200415,mens-olympics
8,Vidas Ginevicius,13.0,1,1,1,1,0,0,0,1,0,1,0,0,5,3,lithuania,2004-08-19,greece,2004081915,Group B,200415,mens-olympics
9,Eurelijus Zukauskas,11.0,0,3,0,0,3,4,0,4,0,0,3,2,1,3,lithuania,2004-08-19,greece,2004081915,Group B,200415,mens-olympics
10,Dainius Salenga,5.0,2,2,0,0,0,0,1,1,0,0,0,1,0,4,lithuania,2004-08-19,greece,2004081915,Group B,200415,mens-olympics
11,Donatas Slanina,2.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,lithuania,2004-08-19,greece,2004081915,Group B,200415,mens-olympics
12,Totals,,33,55,13,24,19,26,10,28,17,9,4,15,32,98,lithuania,2004-08-19,greece,2004081915,Group B,200415,mens-olympics
0,Nikos Zisis,26.0,7,11,3,4,1,3,1,1,2,0,0,2,4,18,greece,2004-08-19,lithuania,2004081915,Group B,200415,mens-olympics
1,Lazaros Papadopoulos,25.0,5,7,0,0,3,4,2,3,0,0,0,2,0,13,greece,2004-08-19,lithuania,2004081915,Group B,200415,mens-olympics
2,Dimitris Diamantidis,20.0,2,3,1,1,3,4,2,3,2,0,1,1,4,8,greece,2004-08-19,lithuania,2004081915,Group B,200415,mens-olympics
3,Theodoros Papaloukas,20.0,0,3,0,2,1,2,0,4,3,1,0,3,1,1,greece,2004-08-19,lithuania,2004081915,Group B,200415,mens-olympics
4,Kostas Tsartsaris,19.0,1,1,0,0,6,8,0,2,0,2,0,1,2,8,greece,2004-08-19,lithuania,2004081915,Group B,200415,mens-olympics
5,Michalis Kakiouzis,18.0,3,4,0,0,1,2,0,4,1,1,0,0,3,7,greece,2004-08-19,lithuania,2004081915,Group B,200415,mens-olympics
6,Antonis Fotsis,17.0,0,3,0,1,0,0,1,1,0,1,1,3,2,0,greece,2004-08-19,lithuania,2004081915,Group B,200415,mens-olympics
7,Nikos Hatzivrettas,15.0,1,4,0,3,0,0,0,0,1,0,0,1,5,2,greece,2004-08-19,lithuania,2004081915,Group B,200415,mens-olympics
8,Dimitrios Papanikolaou,13.0,2,5,0,2,3,6,3,7,0,1,0,1,2,7,greece,2004-08-19,lithuania,2004081915,Group B,200415,mens-olympics
9,Dimos Dikoudis,11.0,2,4,0,1,1,2,1,1,1,0,0,0,2,5,greece,2004-08-19,lithuania,2004081915,Group B,200415,mens-olympics
10,Vassilis Spanoulis,10.0,2,3,1,1,0,0,0,0,0,0,0,1,2,5,greece,2004-08-19,lithuania,2004081915,Group B,200415,mens-olympics
11,Fragiskos Alvertis,5.0,1,3,0,1,0,0,0,0,0,0,0,1,1,2,greece,2004-08-19,lithuania,2004081915,Group B,200415,mens-olympics
12,Totals,,26,51,5,16,19,31,10,26,10,6,2,16,28,76,greece,2004-08-19,lithuania,2004081915,Group B,200415,mens-olympics
