,Player,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,Country,Date,Opposition,id,tournament_stage,Result
0,Dimitris Diamantidis,33.0,6,8,2,4,0,1,0,2,3,0,0,3,1,14,greece,2008-08-10,spain,200808105,Group B,L
1,Antonis Fotsis,29.0,3,7,1,3,0,0,3,7,0,0,0,2,2,7,greece,2008-08-10,spain,200808105,Group B,L
2,Vassilis Spanoulis,26.0,6,11,1,4,2,5,0,3,1,2,0,4,2,15,greece,2008-08-10,spain,200808105,Group B,L
3,Theodoros Papaloukas,25.0,1,6,0,1,3,3,0,1,1,1,0,2,2,5,greece,2008-08-10,spain,200808105,Group B,L
4,Kostas Tsartsaris,23.0,0,2,0,1,1,2,1,8,1,0,0,1,4,1,greece,2008-08-10,spain,200808105,Group B,L
5,Panagiotis Vasilopoulos,20.0,3,7,2,4,1,2,1,2,2,1,0,1,3,9,greece,2008-08-10,spain,200808105,Group B,L
6,Nikos Zisis,19.0,4,9,1,3,1,4,1,2,0,0,0,0,3,10,greece,2008-08-10,spain,200808105,Group B,L
7,Ioannis Bourousis,17.0,0,2,0,0,3,4,1,2,0,1,0,0,4,3,greece,2008-08-10,spain,200808105,Group B,L
8,Sofoklis Schortsanitis,5.0,1,2,0,0,0,3,1,4,0,0,1,2,3,2,greece,2008-08-10,spain,200808105,Group B,L
9,Michalis Pelekanos,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,greece,2008-08-10,spain,200808105,Group B,L
10,Totals,,24,54,7,20,11,24,8,31,8,5,1,15,24,66,greece,2008-08-10,spain,200808105,Group B,L
0,Jose Calderon,24.0,5,8,2,5,1,1,1,4,1,1,1,4,2,13,spain,2008-08-10,greece,200808105,Group B,L
1,Rudy Fernandez,22.0,5,9,2,3,4,4,1,2,1,1,1,2,1,16,spain,2008-08-10,greece,200808105,Group B,L
2,Pau Gasol,20.0,4,8,0,1,3,4,2,7,0,0,0,2,2,11,spain,2008-08-10,greece,200808105,Group B,L
3,Carlos Jimenez,20.0,2,3,0,0,2,2,1,5,0,0,2,0,2,6,spain,2008-08-10,greece,200808105,Group B,L
4,Marc Gasol,19.0,2,6,0,0,3,4,3,4,1,0,0,0,2,7,spain,2008-08-10,greece,200808105,Group B,L
5,Juan Carlos Navarro,18.0,2,7,1,3,2,2,0,0,2,0,0,1,0,7,spain,2008-08-10,greece,200808105,Group B,L
6,Alex Mumbru,18.0,1,1,1,1,2,2,0,5,1,1,0,2,0,5,spain,2008-08-10,greece,200808105,Group B,L
7,Felipe Reyes,14.0,1,3,0,0,2,2,0,4,1,0,0,2,4,4,spain,2008-08-10,greece,200808105,Group B,L
8,Berni Rodriguez,14.0,1,4,0,2,1,2,2,3,2,2,0,0,1,3,spain,2008-08-10,greece,200808105,Group B,L
9,Ricky Rubio,13.0,2,4,1,2,2,2,0,1,1,0,1,1,2,7,spain,2008-08-10,greece,200808105,Group B,L
10,Jorge Garbajosa,13.0,1,4,0,1,0,0,0,3,0,0,1,0,0,2,spain,2008-08-10,greece,200808105,Group B,L
11,Raul Lopez,4.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,spain,2008-08-10,greece,200808105,Group B,L
12,Totals,,26,58,7,18,22,25,10,38,10,5,6,14,17,81,spain,2008-08-10,greece,200808105,Group B,L
