,Player,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,Country,Date,Opposition,id,tournament_stage,Result
0,LeBron James,26.0,7,12,1,3,1,4,2,9,3,4,0,2,2,16,united states,2008-08-20,australia,2008082031,Quarter-Finals,W
1,Kobe Bryant,25.0,10,16,4,7,1,4,4,5,1,1,1,1,1,25,united states,2008-08-20,australia,2008082031,Quarter-Finals,W
2,Deron Williams,20.0,4,9,1,5,1,1,0,3,3,1,0,2,3,10,united states,2008-08-20,australia,2008082031,Quarter-Finals,W
3,Carmelo Anthony,19.0,5,9,2,5,3,4,1,5,1,1,0,0,3,15,united states,2008-08-20,australia,2008082031,Quarter-Finals,W
4,Chris Paul,19.0,0,3,0,2,2,2,1,7,3,1,0,1,3,2,united states,2008-08-20,australia,2008082031,Quarter-Finals,W
5,Chris Bosh,17.0,3,4,0,0,4,6,2,6,1,0,1,1,2,10,united states,2008-08-20,australia,2008082031,Quarter-Finals,W
6,Dwyane Wade,16.0,3,8,1,2,1,1,2,8,3,1,0,0,3,8,united states,2008-08-20,australia,2008082031,Quarter-Finals,W
7,Jason Kidd,16.0,2,2,0,0,0,0,2,3,1,0,0,2,1,4,united states,2008-08-20,australia,2008082031,Quarter-Finals,W
8,Dwight Howard,14.0,3,5,0,0,2,5,5,7,0,0,1,1,2,8,united states,2008-08-20,australia,2008082031,Quarter-Finals,W
9,Tayshaun Prince,13.0,3,4,2,3,1,2,0,1,0,1,0,0,1,9,united states,2008-08-20,australia,2008082031,Quarter-Finals,W
10,Michael Redd,9.0,2,3,1,2,0,0,0,1,0,0,0,1,0,5,united states,2008-08-20,australia,2008082031,Quarter-Finals,W
11,Carlos Boozer,6.0,1,1,0,0,2,2,0,2,0,0,0,2,2,4,united states,2008-08-20,australia,2008082031,Quarter-Finals,W
12,Totals,,43,76,12,29,18,31,19,57,16,10,3,13,23,116,united states,2008-08-20,australia,2008082031,Quarter-Finals,W
0,Patty Mills,29.0,7,16,2,4,4,6,0,0,2,3,0,0,1,20,australia,2008-08-20,united states,2008082031,Quarter-Finals,L
1,Brad Newley,28.0,2,9,1,5,5,8,0,1,3,1,0,0,2,10,australia,2008-08-20,united states,2008082031,Quarter-Finals,L
2,David Barlow,21.0,2,5,1,3,0,0,2,4,0,0,0,1,3,5,australia,2008-08-20,united states,2008082031,Quarter-Finals,L
3,C.J. Bruton,21.0,1,4,0,3,0,0,1,1,0,0,0,1,2,2,australia,2008-08-20,united states,2008082031,Quarter-Finals,L
4,Matt Nielsen,18.0,2,5,0,1,3,7,1,3,2,0,0,3,3,7,australia,2008-08-20,united states,2008082031,Quarter-Finals,L
5,Chris Anstey,17.0,3,6,1,3,0,0,0,5,2,0,1,1,3,7,australia,2008-08-20,united states,2008082031,Quarter-Finals,L
6,David Andersen,16.0,1,6,0,0,0,0,1,3,0,0,0,2,1,2,australia,2008-08-20,united states,2008082031,Quarter-Finals,L
7,Glen Saville,12.0,4,5,2,3,3,3,1,1,1,0,0,0,3,13,australia,2008-08-20,united states,2008082031,Quarter-Finals,L
8,Mark Worthington,12.0,1,4,0,1,0,0,1,6,0,0,0,0,3,2,australia,2008-08-20,united states,2008082031,Quarter-Finals,L
9,Andrew Bogut,11.0,2,5,0,1,0,1,0,2,0,0,0,2,3,4,australia,2008-08-20,united states,2008082031,Quarter-Finals,L
10,Joe Ingles,10.0,4,4,3,3,0,0,1,2,1,1,0,1,4,11,australia,2008-08-20,united states,2008082031,Quarter-Finals,L
11,Shawn Redhage,6.0,1,1,0,0,0,0,0,0,0,1,0,0,0,2,australia,2008-08-20,united states,2008082031,Quarter-Finals,L
12,Totals,,30,70,10,27,15,25,8,28,11,6,1,11,28,85,australia,2008-08-20,united states,2008082031,Quarter-Finals,L
