,Player,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,Country,Date,Opposition,id,tournament_stage,Result
0,Yi Jianlian,34.0,5,8,0,1,0,0,1,11,1,2,1,3,1,10,china,2008-08-14,angola,2008081412,Group B,W
1,Yao Ming,31.0,10,11,0,0,10,11,1,7,3,0,4,1,2,30,china,2008-08-14,angola,2008081412,Group B,W
2,Sun Yue,29.0,4,4,2,2,1,1,0,1,2,2,0,2,1,11,china,2008-08-14,angola,2008081412,Group B,W
3,Zhu Fangyu,25.0,3,8,2,7,2,2,2,4,3,1,0,3,1,10,china,2008-08-14,angola,2008081412,Group B,W
4,Wei Liu,24.0,3,7,2,5,2,2,1,5,2,0,0,3,2,10,china,2008-08-14,angola,2008081412,Group B,W
5,Wang Zhizhi,16.0,0,2,0,2,0,0,1,3,0,1,0,1,3,0,china,2008-08-14,angola,2008081412,Group B,W
6,Wang Shipeng,13.0,2,4,1,2,3,4,0,1,1,0,0,0,0,8,china,2008-08-14,angola,2008081412,Group B,W
7,Li Nan,13.0,0,2,0,2,0,0,0,1,3,0,0,1,2,0,china,2008-08-14,angola,2008081412,Group B,W
8,Chen Jianghua,9.0,0,0,0,0,4,4,2,4,1,0,0,1,0,4,china,2008-08-14,angola,2008081412,Group B,W
9,Zhang Qingpeng,8.0,1,2,0,1,0,1,0,0,1,0,0,0,0,2,china,2008-08-14,angola,2008081412,Group B,W
10,Totals,,28,48,7,22,22,25,8,37,17,6,5,15,12,85,china,2008-08-14,angola,2008081412,Group B,W
0,Joaquim Gomes,37.0,7,17,1,3,2,2,2,2,3,2,1,2,4,17,angola,2008-08-14,china,2008081412,Group B,L
1,Eduardo Mingas,34.0,3,11,1,2,4,4,2,5,1,1,0,1,3,11,angola,2008-08-14,china,2008081412,Group B,L
2,Armando Costa,34.0,4,11,1,4,0,0,2,2,0,3,0,2,4,9,angola,2008-08-14,china,2008081412,Group B,L
3,Carlos Morais,26.0,5,10,2,3,1,2,0,2,2,1,0,2,3,13,angola,2008-08-14,china,2008081412,Group B,L
4,Luis Costa,21.0,4,5,2,3,0,0,0,0,0,4,0,1,0,10,angola,2008-08-14,china,2008081412,Group B,L
5,Vladimir Jeronimo,16.0,1,2,1,1,0,0,0,4,0,0,0,0,3,3,angola,2008-08-14,china,2008081412,Group B,L
6,Milton Barros,8.0,1,1,1,1,0,0,0,0,2,0,0,1,4,3,angola,2008-08-14,china,2008081412,Group B,L
7,Olimpio Cipriano,8.0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,angola,2008-08-14,china,2008081412,Group B,L
8,Felizardo Ambrosio,6.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,angola,2008-08-14,china,2008081412,Group B,L
9,Leonel Paulo,5.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,angola,2008-08-14,china,2008081412,Group B,L
10,Abdel Moussa,4.0,1,2,0,0,0,0,0,1,0,0,0,0,2,2,angola,2008-08-14,china,2008081412,Group B,L
11,Totals,,26,61,9,17,7,8,6,19,8,11,1,9,24,68,angola,2008-08-14,china,2008081412,Group B,L
