,Player,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,Country,Date,Opposition,id,tournament_stage,game_number
0,JR Holden,39.0,2,10,0,4,1,2,1,2,5,0,0,1,3,5,russia,2008-08-12,croatia,200808129,Group A,20089
1,Andrei Kirilenko,35.0,5,11,2,5,6,8,2,6,3,1,3,5,4,18,russia,2008-08-12,croatia,200808129,Group A,20089
2,Viktor Khryapa,23.0,5,13,4,10,0,0,2,3,2,0,0,2,4,14,russia,2008-08-12,croatia,200808129,Group A,20089
3,Alexey Savrasenko,22.0,4,5,0,0,2,2,0,2,0,0,0,0,2,10,russia,2008-08-12,croatia,200808129,Group A,20089
4,Sergey Bykov,18.0,5,6,1,2,4,4,2,4,3,3,0,4,5,15,russia,2008-08-12,croatia,200808129,Group A,20089
5,Zakhar Pashutin,16.0,1,1,0,0,0,0,1,3,1,1,0,1,2,2,russia,2008-08-12,croatia,200808129,Group A,20089
6,Sergei Monia,14.0,1,6,1,3,0,0,0,1,0,1,0,1,2,3,russia,2008-08-12,croatia,200808129,Group A,20089
7,Nikita Morgunov,13.0,3,3,2,2,1,3,2,3,0,0,0,1,2,9,russia,2008-08-12,croatia,200808129,Group A,20089
8,Viktor Keirou,11.0,1,2,0,0,0,0,1,2,2,1,1,0,2,2,russia,2008-08-12,croatia,200808129,Group A,20089
9,Andrey Vorontsevich,4.0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,russia,2008-08-12,croatia,200808129,Group A,20089
10,Petr Samoylenko,4.0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,russia,2008-08-12,croatia,200808129,Group A,20089
11,Totals,,27,58,10,27,14,19,12,29,18,7,4,15,28,78,russia,2008-08-12,croatia,200808129,Group A,20089
0,Marko Popovic,29.0,5,9,3,7,9,10,0,1,3,1,0,3,0,22,croatia,2008-08-12,russia,200808129,Group A,20089
1,Marko Tomas,29.0,2,4,1,2,4,4,0,3,0,1,0,2,1,9,croatia,2008-08-12,russia,200808129,Group A,20089
2,Roko Ukic,26.0,2,5,2,2,1,2,2,5,2,2,0,0,2,7,croatia,2008-08-12,russia,200808129,Group A,20089
3,Stanko Barac,21.0,6,9,0,0,0,0,3,7,0,0,0,3,2,12,croatia,2008-08-12,russia,200808129,Group A,20089
4,Zoran Planinic,19.0,7,9,2,3,4,5,1,1,1,0,0,1,3,20,croatia,2008-08-12,russia,200808129,Group A,20089
5,Kresimir Loncar,18.0,1,5,0,0,2,2,3,6,3,0,0,3,4,4,croatia,2008-08-12,russia,200808129,Group A,20089
6,Nikola Prkacin,17.0,1,4,0,0,3,4,1,2,0,0,0,1,2,5,croatia,2008-08-12,russia,200808129,Group A,20089
7,Davor Kus,12.0,1,1,0,0,0,0,0,0,0,1,0,2,0,2,croatia,2008-08-12,russia,200808129,Group A,20089
8,Marko Banic,10.0,0,1,0,0,2,2,0,3,1,1,0,0,5,2,croatia,2008-08-12,russia,200808129,Group A,20089
9,Sandro Nicevic,10.0,1,4,0,0,0,0,1,4,0,0,0,1,3,2,croatia,2008-08-12,russia,200808129,Group A,20089
10,Marin Rozic,8.0,0,2,0,1,0,0,0,2,1,0,0,0,2,0,croatia,2008-08-12,russia,200808129,Group A,20089
11,Totals,,26,53,8,15,25,29,11,34,11,6,0,16,24,85,croatia,2008-08-12,russia,200808129,Group A,20089
