,Player,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,Country,Date,Opposition,id,tournament_stage,game_number
0,Hamed Haddadi,40.0,7,15,0,0,7,10,6,16,0,0,1,2,3,21,iran,2008-08-16,argentina,2008081619,Group A,200819
1,Hamed Afagh,32.0,7,10,4,6,1,2,0,3,2,0,0,3,2,19,iran,2008-08-16,argentina,2008081619,Group A,200819
2,Oshin Sahakian,26.0,1,2,0,0,0,0,2,5,1,0,0,2,3,2,iran,2008-08-16,argentina,2008081619,Group A,200819
3,Samad Nik Bahrami,25.0,6,16,1,5,0,0,0,1,1,0,0,4,4,13,iran,2008-08-16,argentina,2008081619,Group A,200819
4,Mahdi Kamrany,21.0,4,11,3,8,0,0,0,4,4,1,0,1,0,11,iran,2008-08-16,argentina,2008081619,Group A,200819
5,Javad Davari,19.0,3,6,1,2,0,1,2,3,2,0,0,0,2,7,iran,2008-08-16,argentina,2008081619,Group A,200819
6,Iman Zandi,16.0,1,3,1,3,1,2,0,2,1,1,0,0,1,4,iran,2008-08-16,argentina,2008081619,Group A,200819
7,Hamed Sohrabnejad,14.0,2,2,1,1,0,0,3,3,1,0,0,0,2,5,iran,2008-08-16,argentina,2008081619,Group A,200819
8,Amir Amini,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,iran,2008-08-16,argentina,2008081619,Group A,200819
9,Saeid Davarpanah,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,iran,2008-08-16,argentina,2008081619,Group A,200819
10,Totals,,31,66,11,25,9,15,13,37,12,2,1,13,17,82,iran,2008-08-16,argentina,2008081619,Group A,200819
0,Pablo Prigioni,29.0,4,7,3,5,0,0,0,2,6,1,0,0,3,11,argentina,2008-08-16,iran,2008081619,Group A,200819
1,Luis Scola,28.0,9,13,0,0,2,2,3,7,1,2,0,2,3,20,argentina,2008-08-16,iran,2008081619,Group A,200819
2,Manu Ginobili,27.0,10,14,4,6,8,9,1,3,4,1,1,0,2,32,argentina,2008-08-16,iran,2008081619,Group A,200819
3,Andres Nocioni,23.0,2,3,0,1,3,6,1,5,1,1,0,2,3,7,argentina,2008-08-16,iran,2008081619,Group A,200819
4,Carlos Delfino,20.0,3,7,2,5,0,2,0,0,2,3,0,0,2,8,argentina,2008-08-16,iran,2008081619,Group A,200819
5,Juan Gutierrez,18.0,1,4,0,0,1,1,0,3,1,0,0,0,4,3,argentina,2008-08-16,iran,2008081619,Group A,200819
6,Fabricio Oberto,13.0,3,3,0,0,0,2,2,5,1,0,0,1,1,6,argentina,2008-08-16,iran,2008081619,Group A,200819
7,Paulo Quinteros,13.0,2,4,2,3,0,0,1,1,1,0,0,0,0,6,argentina,2008-08-16,iran,2008081619,Group A,200819
8,Antonio Porta,11.0,0,2,0,2,0,0,0,1,1,0,0,0,1,0,argentina,2008-08-16,iran,2008081619,Group A,200819
9,Leo Gutierrez,9.0,0,2,0,2,0,0,0,1,1,1,0,0,1,0,argentina,2008-08-16,iran,2008081619,Group A,200819
10,Roman Gonzalez,6.0,1,3,0,0,0,0,0,2,0,0,1,1,1,2,argentina,2008-08-16,iran,2008081619,Group A,200819
11,Federico Kammerichs,3.0,1,3,0,2,0,0,0,1,0,0,0,0,2,2,argentina,2008-08-16,iran,2008081619,Group A,200819
12,Totals,,36,65,11,26,14,22,8,31,19,9,2,6,23,97,argentina,2008-08-16,iran,2008081619,Group A,200819
