,Player,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,Country,Date,Opposition,id,tournament_stage,game_number
0,LeBron James,28.0,5,10,2,5,6,6,0,5,8,4,0,4,2,18,united states,2008-08-16,spain,2008081623,Group B,200823
1,Chris Paul,23.0,3,5,0,1,8,8,1,5,8,5,0,2,2,14,united states,2008-08-16,spain,2008081623,Group B,200823
2,Deron Williams,20.0,5,10,1,3,0,0,0,2,3,0,0,1,5,11,united states,2008-08-16,spain,2008081623,Group B,200823
3,Dwyane Wade,19.0,8,12,0,1,0,0,2,6,1,2,0,3,1,16,united states,2008-08-16,spain,2008081623,Group B,200823
4,Chris Bosh,17.0,1,2,0,0,0,0,0,7,0,0,2,1,2,2,united states,2008-08-16,spain,2008081623,Group B,200823
5,Carmelo Anthony,16.0,6,8,4,6,0,0,0,2,0,1,0,0,4,16,united states,2008-08-16,spain,2008081623,Group B,200823
6,Kobe Bryant,16.0,4,9,2,4,1,2,0,0,1,1,0,4,4,11,united states,2008-08-16,spain,2008081623,Group B,200823
7,Dwight Howard,16.0,4,6,0,0,2,3,2,4,0,1,1,1,4,10,united states,2008-08-16,spain,2008081623,Group B,200823
8,Tayshaun Prince,13.0,3,5,3,4,1,2,1,1,1,1,0,0,2,10,united states,2008-08-16,spain,2008081623,Group B,200823
9,Jason Kidd,13.0,1,1,0,0,0,0,0,1,1,1,1,0,2,2,united states,2008-08-16,spain,2008081623,Group B,200823
10,Michael Redd,12.0,2,4,0,1,0,1,1,1,1,0,0,0,0,4,united states,2008-08-16,spain,2008081623,Group B,200823
11,Carlos Boozer,5.0,2,4,0,0,1,2,1,2,0,0,0,0,0,5,united states,2008-08-16,spain,2008081623,Group B,200823
12,Totals,,44,76,12,25,19,24,8,36,24,16,4,16,28,119,united states,2008-08-16,spain,2008081623,Group B,200823
0,Pau Gasol,32.0,5,8,0,1,3,3,3,6,2,1,2,5,3,13,spain,2008-08-16,united states,2008081623,Group B,200823
1,Alex Mumbru,23.0,3,3,2,2,0,0,0,3,2,0,0,3,2,8,spain,2008-08-16,united states,2008081623,Group B,200823
2,Jose Calderon,22.0,1,9,0,4,2,2,1,4,0,0,0,1,1,4,spain,2008-08-16,united states,2008081623,Group B,200823
3,Felipe Reyes,20.0,9,12,0,0,1,1,5,8,1,0,0,3,2,19,spain,2008-08-16,united states,2008081623,Group B,200823
4,Rudy Fernandez,19.0,3,8,2,6,0,0,1,4,3,1,0,2,2,8,spain,2008-08-16,united states,2008081623,Group B,200823
5,Juan Carlos Navarro,19.0,2,10,0,5,1,2,2,3,1,0,0,2,0,5,spain,2008-08-16,united states,2008081623,Group B,200823
6,Ricky Rubio,18.0,1,4,1,1,5,6,1,3,3,3,0,4,1,8,spain,2008-08-16,united states,2008081623,Group B,200823
7,Marc Gasol,17.0,2,3,0,0,4,6,0,3,0,0,1,2,5,8,spain,2008-08-16,united states,2008081623,Group B,200823
8,Berni Rodriguez,14.0,1,6,0,3,4,4,1,1,0,1,0,2,3,6,spain,2008-08-16,united states,2008081623,Group B,200823
9,Jorge Garbajosa,10.0,1,4,1,3,0,0,0,4,0,0,0,3,0,3,spain,2008-08-16,united states,2008081623,Group B,200823
10,Raul Lopez,6.0,0,4,0,3,0,0,0,0,0,0,0,1,0,0,spain,2008-08-16,united states,2008081623,Group B,200823
11,Totals,,28,71,6,28,20,24,14,39,12,6,3,28,19,82,spain,2008-08-16,united states,2008081623,Group B,200823
