,Player,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,Country,Date,Opposition,id,tournament_stage,game_number,competition
0,Linas Kleiza,22.0,8,11,0,1,6,7,1,8,2,2,0,2,0,22,lithuania,2008-08-12,iran,2008081211,Group A,200811,mens-olympics
1,Sarunas Jasikevicius,20.0,8,9,2,2,2,2,1,1,3,3,1,2,2,20,lithuania,2008-08-12,iran,2008081211,Group A,200811,mens-olympics
2,Rimantas Kaukenas,20.0,6,9,2,3,0,0,0,1,1,1,0,5,1,14,lithuania,2008-08-12,iran,2008081211,Group A,200811,mens-olympics
3,Ramunas Siskauskas,19.0,3,4,1,2,1,1,0,0,1,2,0,1,2,8,lithuania,2008-08-12,iran,2008081211,Group A,200811,mens-olympics
4,Mindaugas Lukauskis,18.0,1,4,0,0,0,2,2,3,3,1,0,0,2,2,lithuania,2008-08-12,iran,2008081211,Group A,200811,mens-olympics
5,Simas Jasaitis,18.0,1,5,0,2,0,0,1,2,0,1,0,0,0,2,lithuania,2008-08-12,iran,2008081211,Group A,200811,mens-olympics
6,Ksistof Lavrinovic,17.0,1,5,1,4,0,2,0,3,0,3,1,0,3,3,lithuania,2008-08-12,iran,2008081211,Group A,200811,mens-olympics
7,Robertas Javtokas,16.0,4,7,0,1,0,0,1,7,0,0,1,1,4,8,lithuania,2008-08-12,iran,2008081211,Group A,200811,mens-olympics
8,Jonas Maciulis,15.0,0,4,0,1,1,2,1,4,3,5,0,1,4,1,lithuania,2008-08-12,iran,2008081211,Group A,200811,mens-olympics
9,Marijonas Petravicius,13.0,2,4,0,0,5,8,3,4,0,0,0,2,4,9,lithuania,2008-08-12,iran,2008081211,Group A,200811,mens-olympics
10,Marius Prekevicius,12.0,2,2,0,0,0,0,0,0,0,0,0,2,4,4,lithuania,2008-08-12,iran,2008081211,Group A,200811,mens-olympics
11,Darjus Lavrinovic,11.0,2,3,1,2,1,2,0,2,1,0,1,0,5,6,lithuania,2008-08-12,iran,2008081211,Group A,200811,mens-olympics
12,Totals,,38,67,7,18,16,26,10,35,14,18,4,16,31,99,lithuania,2008-08-12,iran,2008081211,Group A,200811,mens-olympics
0,Hamed Haddadi,36.0,6,14,0,1,9,13,2,9,1,3,4,8,4,21,iran,2008-08-12,lithuania,2008081211,Group A,200811,mens-olympics
1,Oshin Sahakian,36.0,2,6,0,2,3,4,6,12,3,0,0,2,4,7,iran,2008-08-12,lithuania,2008081211,Group A,200811,mens-olympics
2,Hamed Afagh,34.0,3,10,3,9,0,2,1,4,0,1,0,5,1,9,iran,2008-08-12,lithuania,2008081211,Group A,200811,mens-olympics
3,Samad Nik Bahrami,23.0,2,7,2,5,3,4,2,3,1,1,0,0,5,9,iran,2008-08-12,lithuania,2008081211,Group A,200811,mens-olympics
4,Amir Amini,19.0,1,3,0,0,0,0,1,2,4,0,0,2,2,2,iran,2008-08-12,lithuania,2008081211,Group A,200811,mens-olympics
5,Iman Zandi,17.0,1,4,1,3,4,4,0,1,0,0,0,2,2,7,iran,2008-08-12,lithuania,2008081211,Group A,200811,mens-olympics
6,Mahdi Kamrany,16.0,2,7,1,4,2,2,1,1,0,1,0,2,3,7,iran,2008-08-12,lithuania,2008081211,Group A,200811,mens-olympics
7,Javad Davari,10.0,0,3,0,1,5,6,0,2,0,0,0,2,0,5,iran,2008-08-12,lithuania,2008081211,Group A,200811,mens-olympics
8,Ali Doraghi,4.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,iran,2008-08-12,lithuania,2008081211,Group A,200811,mens-olympics
9,Saeid Davarpanah,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,iran,2008-08-12,lithuania,2008081211,Group A,200811,mens-olympics
10,Hamed Sohrabnejad,2.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,iran,2008-08-12,lithuania,2008081211,Group A,200811,mens-olympics
11,Totals,,17,55,7,25,26,35,13,34,10,6,4,23,24,67,iran,2008-08-12,lithuania,2008081211,Group A,200811,mens-olympics
