,Player,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,Country,Date,Opposition,id,tournament_stage,game_number
0,Rimantas Kaukenas,30.0,5,9,1,3,1,2,1,2,1,0,0,3,4,12,lithuania,2008-08-18,australia,2008081826,Group A,200826
1,Ksistof Lavrinovic,22.0,4,8,0,1,6,6,4,8,3,0,0,3,1,14,lithuania,2008-08-18,australia,2008081826,Group A,200826
2,Mindaugas Lukauskis,20.0,2,3,1,2,1,2,0,3,0,2,0,0,2,6,lithuania,2008-08-18,australia,2008081826,Group A,200826
3,Sarunas Jasikevicius,20.0,1,5,0,2,0,0,0,0,5,0,0,5,2,2,lithuania,2008-08-18,australia,2008081826,Group A,200826
4,Ramunas Siskauskas,18.0,3,4,2,3,2,2,0,1,1,0,0,2,1,10,lithuania,2008-08-18,australia,2008081826,Group A,200826
5,Linas Kleiza,17.0,4,9,1,5,3,3,0,5,0,1,0,3,3,12,lithuania,2008-08-18,australia,2008081826,Group A,200826
6,Robertas Javtokas,16.0,1,3,0,0,2,2,0,2,0,1,0,1,1,4,lithuania,2008-08-18,australia,2008081826,Group A,200826
7,Simas Jasaitis,15.0,2,3,2,3,0,0,0,2,0,1,0,2,2,6,lithuania,2008-08-18,australia,2008081826,Group A,200826
8,Darjus Lavrinovic,13.0,2,3,0,1,1,1,1,1,0,0,2,1,4,5,lithuania,2008-08-18,australia,2008081826,Group A,200826
9,Jonas Maciulis,13.0,1,3,0,2,2,2,0,2,1,1,0,2,1,4,lithuania,2008-08-18,australia,2008081826,Group A,200826
10,Marijonas Petravicius,9.0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,lithuania,2008-08-18,australia,2008081826,Group A,200826
11,Marius Prekevicius,7.0,0,2,0,2,0,0,0,0,1,0,0,2,0,0,lithuania,2008-08-18,australia,2008081826,Group A,200826
12,Totals,,25,52,7,24,18,20,6,26,12,6,2,25,24,75,lithuania,2008-08-18,australia,2008081826,Group A,200826
0,David Barlow,23.0,3,6,2,3,2,2,0,3,0,1,1,5,3,10,australia,2008-08-18,lithuania,2008081826,Group A,200826
1,Brad Newley,21.0,6,7,3,3,1,1,0,2,3,1,0,2,1,16,australia,2008-08-18,lithuania,2008081826,Group A,200826
2,Chris Anstey,18.0,4,5,3,3,2,2,1,2,4,1,1,1,3,13,australia,2008-08-18,lithuania,2008081826,Group A,200826
3,Mark Worthington,18.0,3,4,1,2,0,2,0,3,3,1,0,0,1,7,australia,2008-08-18,lithuania,2008081826,Group A,200826
4,C.J. Bruton,18.0,1,3,1,3,0,0,0,1,3,2,0,0,1,3,australia,2008-08-18,lithuania,2008081826,Group A,200826
5,Patty Mills,17.0,4,8,1,4,4,4,1,4,3,2,0,2,0,13,australia,2008-08-18,lithuania,2008081826,Group A,200826
6,David Andersen,17.0,0,2,0,0,2,2,0,1,0,1,0,1,2,2,australia,2008-08-18,lithuania,2008081826,Group A,200826
7,Andrew Bogut,16.0,10,12,3,3,0,0,1,1,1,1,0,2,2,23,australia,2008-08-18,lithuania,2008081826,Group A,200826
8,Matt Nielsen,16.0,1,4,0,0,0,0,1,3,2,0,0,0,0,2,australia,2008-08-18,lithuania,2008081826,Group A,200826
9,Glen Saville,13.0,3,5,2,3,2,2,1,2,2,2,0,0,2,10,australia,2008-08-18,lithuania,2008081826,Group A,200826
10,Joe Ingles,13.0,0,1,0,1,2,2,0,0,0,0,0,1,3,2,australia,2008-08-18,lithuania,2008081826,Group A,200826
11,Shawn Redhage,10.0,0,4,0,0,5,6,2,2,0,1,0,2,3,5,australia,2008-08-18,lithuania,2008081826,Group A,200826
12,Totals,,35,61,16,25,20,23,7,24,21,13,2,16,21,106,australia,2008-08-18,lithuania,2008081826,Group A,200826
