,Player,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,Country,Date,Opposition,id,tournament_stage,game_number,competition
0,Omar Abada,40.0,3,8,1,4,7,9,0,5,4,6,0,2,3,14,tunisia,2019-09-04,puerto-rico,2019090436,First Round,201936,fiba-world-cup
1,Mourad El Mabrouk,39.0,1,10,0,5,0,0,1,1,2,0,0,0,1,2,tunisia,2019-09-04,puerto-rico,2019090436,First Round,201936,fiba-world-cup
2,Michael Roll,37.0,5,10,1,5,2,2,0,5,5,0,0,3,3,13,tunisia,2019-09-04,puerto-rico,2019090436,First Round,201936,fiba-world-cup
3,Makram Ben Romdhane,32.0,4,12,0,3,4,4,4,9,4,1,2,3,4,12,tunisia,2019-09-04,puerto-rico,2019090436,First Round,201936,fiba-world-cup
4,Salah Mejri,32.0,6,13,0,3,2,2,0,9,1,2,0,4,1,14,tunisia,2019-09-04,puerto-rico,2019090436,First Round,201936,fiba-world-cup
5,Mohamed Hadidane,16.0,3,9,1,4,2,2,1,2,1,0,0,0,2,9,tunisia,2019-09-04,puerto-rico,2019090436,First Round,201936,fiba-world-cup
6,Ziyed Chennoufi,4.0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,tunisia,2019-09-04,puerto-rico,2019090436,First Round,201936,fiba-world-cup
7,Totals,,22,62,3,24,17,19,6,31,17,10,2,12,16,64,tunisia,2019-09-04,puerto-rico,2019090436,First Round,201936,fiba-world-cup
0,Renaldo Balkman,32.0,4,11,0,1,6,7,4,9,2,1,4,4,4,14,puerto-rico,2019-09-04,tunisia,2019090436,First Round,201936,fiba-world-cup
1,Gary Browne,28.0,4,9,1,3,0,0,1,4,8,1,0,3,2,9,puerto-rico,2019-09-04,tunisia,2019090436,First Round,201936,fiba-world-cup
2,David Huertas,27.0,4,13,2,3,0,1,0,2,0,0,0,1,3,10,puerto-rico,2019-09-04,tunisia,2019090436,First Round,201936,fiba-world-cup
3,Devon Collier,21.0,2,3,0,0,0,0,1,3,1,0,1,1,2,4,puerto-rico,2019-09-04,tunisia,2019090436,First Round,201936,fiba-world-cup
4,Gian Clavell,19.0,2,8,1,4,2,2,1,7,0,0,0,1,0,7,puerto-rico,2019-09-04,tunisia,2019090436,First Round,201936,fiba-world-cup
5,Isaiah Pineiro,18.0,4,5,0,0,0,0,0,3,1,1,0,1,2,8,puerto-rico,2019-09-04,tunisia,2019090436,First Round,201936,fiba-world-cup
6,Jorge Diaz,14.0,3,6,1,1,0,0,2,4,0,0,1,1,1,7,puerto-rico,2019-09-04,tunisia,2019090436,First Round,201936,fiba-world-cup
7,Alex Franklin,13.0,1,3,0,0,0,0,1,2,1,0,0,1,1,2,puerto-rico,2019-09-04,tunisia,2019090436,First Round,201936,fiba-world-cup
8,Angel Rodriguez,12.0,2,5,0,0,2,2,0,3,1,1,0,2,3,6,puerto-rico,2019-09-04,tunisia,2019090436,First Round,201936,fiba-world-cup
9,Ramon Clemente,12.0,0,0,0,0,0,0,1,3,0,0,0,1,1,0,puerto-rico,2019-09-04,tunisia,2019090436,First Round,201936,fiba-world-cup
10,Javier Mojica,6.0,0,4,0,1,0,0,1,2,1,0,0,0,0,0,puerto-rico,2019-09-04,tunisia,2019090436,First Round,201936,fiba-world-cup
11,Totals,,26,67,5,13,10,12,12,42,15,4,6,16,19,67,puerto-rico,2019-09-04,tunisia,2019090436,First Round,201936,fiba-world-cup
