,Player,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,Country,Date,Opposition,id,tournament_stage,game_number,competition
0,Rafa Luz,25.0,6,9,2,5,1,1,1,4,6,0,0,2,3,15,brazil,2019-09-01,new-zealand,2019090113,First Round,201913,fiba-world-cup
1,Leandro Barbosa,25.0,6,15,3,5,7,7,0,3,3,1,0,1,0,22,brazil,2019-09-01,new-zealand,2019090113,First Round,201913,fiba-world-cup
2,Bruno Caboclo,23.0,3,9,2,6,1,2,0,3,1,1,2,1,4,9,brazil,2019-09-01,new-zealand,2019090113,First Round,201913,fiba-world-cup
3,Cristiano Felicio,22.0,2,8,0,0,3,4,8,13,2,1,0,1,4,7,brazil,2019-09-01,new-zealand,2019090113,First Round,201913,fiba-world-cup
4,Didi Louzada,19.0,2,6,2,4,3,4,1,4,1,4,0,0,1,9,brazil,2019-09-01,new-zealand,2019090113,First Round,201913,fiba-world-cup
5,Marcus Vinicius,17.0,4,7,2,5,2,2,0,1,0,0,0,0,2,12,brazil,2019-09-01,new-zealand,2019090113,First Round,201913,fiba-world-cup
6,Alex Garcia,16.0,5,10,2,5,2,2,1,4,1,2,0,3,2,14,brazil,2019-09-01,new-zealand,2019090113,First Round,201913,fiba-world-cup
7,Marcelo Huertas,16.0,0,6,0,3,2,2,0,1,5,0,0,0,0,2,brazil,2019-09-01,new-zealand,2019090113,First Round,201913,fiba-world-cup
8,Vitor Benite,15.0,1,6,1,3,3,3,0,2,0,0,0,0,5,6,brazil,2019-09-01,new-zealand,2019090113,First Round,201913,fiba-world-cup
9,Anderson Varejao,15.0,1,3,0,0,1,2,0,9,1,0,0,0,1,3,brazil,2019-09-01,new-zealand,2019090113,First Round,201913,fiba-world-cup
10,Yago Mateus Dos Santos,6.0,1,3,0,1,1,1,0,0,0,0,0,1,1,3,brazil,2019-09-01,new-zealand,2019090113,First Round,201913,fiba-world-cup
11,Augusto Lima,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,brazil,2019-09-01,new-zealand,2019090113,First Round,201913,fiba-world-cup
12,Totals,,31,82,14,37,26,30,11,44,20,9,2,9,24,102,brazil,2019-09-01,new-zealand,2019090113,First Round,201913,fiba-world-cup
0,Corey Webster,32.0,7,19,5,12,0,0,0,6,6,0,0,1,1,19,new-zealand,2019-09-01,brazil,2019090113,First Round,201913,fiba-world-cup
1,Rob Loe,28.0,3,10,2,7,3,4,4,9,2,1,1,1,4,11,new-zealand,2019-09-01,brazil,2019090113,First Round,201913,fiba-world-cup
2,Shea Ili,25.0,4,7,1,3,7,10,0,3,6,1,2,0,2,16,new-zealand,2019-09-01,brazil,2019090113,First Round,201913,fiba-world-cup
3,Thomas Abercrombie,24.0,2,8,0,3,1,1,2,7,1,1,2,2,4,5,new-zealand,2019-09-01,brazil,2019090113,First Round,201913,fiba-world-cup
4,Isaac Fotu,23.0,6,10,0,1,5,6,4,5,0,0,0,1,2,17,new-zealand,2019-09-01,brazil,2019090113,First Round,201913,fiba-world-cup
5,Tai Webster,21.0,3,9,1,3,5,6,1,8,4,0,0,6,5,12,new-zealand,2019-09-01,brazil,2019090113,First Round,201913,fiba-world-cup
6,Ethan Rusbatch,17.0,2,5,2,5,0,0,0,1,0,1,0,1,3,6,new-zealand,2019-09-01,brazil,2019090113,First Round,201913,fiba-world-cup
7,Finn Delaney,15.0,0,2,0,1,0,0,0,3,0,0,0,2,2,0,new-zealand,2019-09-01,brazil,2019090113,First Round,201913,fiba-world-cup
8,Tohi Smith-Milner,8.0,1,1,1,1,1,2,0,0,0,0,2,0,0,4,new-zealand,2019-09-01,brazil,2019090113,First Round,201913,fiba-world-cup
9,Alex Pledger,6.0,2,2,0,0,0,0,0,2,0,0,0,0,0,4,new-zealand,2019-09-01,brazil,2019090113,First Round,201913,fiba-world-cup
10,Jordan Ngatai,1.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,new-zealand,2019-09-01,brazil,2019090113,First Round,201913,fiba-world-cup
11,Totals,,30,73,12,36,22,29,11,44,19,4,7,15,24,94,new-zealand,2019-09-01,brazil,2019090113,First Round,201913,fiba-world-cup
