,Player,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,Country,Date,Opposition,id,tournament_stage,game_number
0,Xane D'Almeida,36.0,2,5,0,1,0,0,0,3,6,0,0,4,1,4,senegal,2019-09-07,germany,2019090760,Classification,201960
1,Maurice Ndour,33.0,7,15,0,1,3,3,2,4,4,3,1,3,2,17,senegal,2019-09-07,germany,2019090760,Classification,201960
2,Ibrahima Fall Faye,30.0,7,14,2,6,1,2,2,7,2,1,3,3,4,17,senegal,2019-09-07,germany,2019090760,Classification,201960
3,Lamine Sambe,23.0,2,5,2,3,0,0,0,2,2,1,0,0,2,6,senegal,2019-09-07,germany,2019090760,Classification,201960
4,Youssou Ndoye,23.0,4,6,1,1,2,2,1,3,0,0,2,1,1,11,senegal,2019-09-07,germany,2019090760,Classification,201960
5,Mouhammad Faye,19.0,0,2,0,0,2,2,0,1,1,1,1,1,2,2,senegal,2019-09-07,germany,2019090760,Classification,201960
6,Babacar Toure,12.0,4,7,2,2,0,0,2,2,1,2,0,0,2,10,senegal,2019-09-07,germany,2019090760,Classification,201960
7,Pape Diop,9.0,2,2,0,0,2,3,0,1,0,0,0,0,1,6,senegal,2019-09-07,germany,2019090760,Classification,201960
8,Hamady N'Diaye,8.0,1,2,0,0,0,0,0,2,0,0,0,0,0,2,senegal,2019-09-07,germany,2019090760,Classification,201960
9,Makhtar Gueye,4.0,1,2,1,2,0,0,0,0,0,0,0,0,0,3,senegal,2019-09-07,germany,2019090760,Classification,201960
10,Momar Ndoye,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,senegal,2019-09-07,germany,2019090760,Classification,201960
11,Totals,,30,61,8,16,10,12,7,25,16,8,7,12,15,78,senegal,2019-09-07,germany,2019090760,Classification,201960
0,Dennis Schroder,34.0,8,14,4,6,4,4,1,6,12,0,0,2,1,24,germany,2019-09-07,senegal,2019090760,Classification,201960
1,Maxi Kleber,24.0,5,10,0,4,2,2,3,5,0,2,0,1,1,12,germany,2019-09-07,senegal,2019090760,Classification,201960
2,Robin Benzing,24.0,3,6,3,5,2,2,0,3,0,3,0,2,2,11,germany,2019-09-07,senegal,2019090760,Classification,201960
3,Ismet Akpinar,22.0,1,9,1,7,0,0,2,4,0,0,0,0,2,3,germany,2019-09-07,senegal,2019090760,Classification,201960
4,Maodo Lo,22.0,2,7,1,4,0,0,0,2,5,1,0,0,1,5,germany,2019-09-07,senegal,2019090760,Classification,201960
5,Daniel Theis,22.0,6,11,0,2,2,3,2,5,0,0,2,1,3,14,germany,2019-09-07,senegal,2019090760,Classification,201960
6,Johannes Voigtmann,18.0,6,11,2,3,0,0,5,9,3,2,0,1,3,14,germany,2019-09-07,senegal,2019090760,Classification,201960
7,Danilo Barthel,16.0,1,3,0,2,1,2,0,2,1,0,0,0,1,3,germany,2019-09-07,senegal,2019090760,Classification,201960
8,Paul Zipser,16.0,0,2,0,1,0,0,2,3,3,0,0,4,1,0,germany,2019-09-07,senegal,2019090760,Classification,201960
9,Andreas Obst,1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,3,germany,2019-09-07,senegal,2019090760,Classification,201960
10,Niels Giffey,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,germany,2019-09-07,senegal,2019090760,Classification,201960
11,Totals,,33,74,12,35,11,13,15,39,24,8,2,11,15,89,germany,2019-09-07,senegal,2019090760,Classification,201960
