,Player,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,Country,Date,Opposition,id,tournament_stage,game_number,competition
0,Victor Liz,31.0,7,14,2,5,1,1,1,5,4,0,1,5,1,17,dominican republic,2019-09-03,germany,2019090326,First Round,201926,fiba-world-cup
1,Eulis Baez,28.0,3,8,1,6,2,2,1,4,2,2,0,1,2,9,dominican republic,2019-09-03,germany,2019090326,First Round,201926,fiba-world-cup
2,Gelvis Solano,28.0,3,7,1,3,1,4,0,5,11,3,0,4,4,8,dominican republic,2019-09-03,germany,2019090326,First Round,201926,fiba-world-cup
3,Ronald Roberts,24.0,3,6,0,0,4,5,2,4,0,1,0,0,0,10,dominican republic,2019-09-03,germany,2019090326,First Round,201926,fiba-world-cup
4,Luis Montero,22.0,3,6,1,3,0,0,0,1,0,2,1,0,4,7,dominican republic,2019-09-03,germany,2019090326,First Round,201926,fiba-world-cup
5,Sadiel Rojas,20.0,0,2,0,1,0,0,2,5,0,0,0,1,5,0,dominican republic,2019-09-03,germany,2019090326,First Round,201926,fiba-world-cup
6,Rigoberto Mendoza,20.0,0,5,0,2,0,0,0,2,4,0,1,2,0,0,dominican republic,2019-09-03,germany,2019090326,First Round,201926,fiba-world-cup
7,Eloy Vargas,16.0,7,10,0,0,2,3,2,5,0,0,0,0,4,16,dominican republic,2019-09-03,germany,2019090326,First Round,201926,fiba-world-cup
8,Dagoberto Pena,4.0,1,2,1,1,0,0,0,0,0,0,0,0,3,3,dominican republic,2019-09-03,germany,2019090326,First Round,201926,fiba-world-cup
9,Ronald Ramon,4.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,dominican republic,2019-09-03,germany,2019090326,First Round,201926,fiba-world-cup
10,Juan Jose Garcia,3.0,0,1,0,1,0,0,1,2,0,0,0,0,0,0,dominican republic,2019-09-03,germany,2019090326,First Round,201926,fiba-world-cup
11,Totals,,27,62,6,22,10,15,9,33,22,8,3,13,24,70,dominican republic,2019-09-03,germany,2019090326,First Round,201926,fiba-world-cup
0,Dennis Schroder,34.0,5,18,1,5,9,12,0,3,7,0,0,4,0,20,germany,2019-09-03,dominican republic,2019090326,First Round,201926,fiba-world-cup
1,Daniel Theis,27.0,6,16,0,4,0,0,2,8,0,5,0,0,4,12,germany,2019-09-03,dominican republic,2019090326,First Round,201926,fiba-world-cup
2,Maodo Lo,25.0,4,4,1,1,1,3,0,1,2,1,0,0,2,10,germany,2019-09-03,dominican republic,2019090326,First Round,201926,fiba-world-cup
3,Danilo Barthel,24.0,3,5,0,2,3,4,1,6,0,0,0,1,1,9,germany,2019-09-03,dominican republic,2019090326,First Round,201926,fiba-world-cup
4,Robin Benzing,21.0,0,2,0,2,6,6,0,3,0,0,0,0,0,6,germany,2019-09-03,dominican republic,2019090326,First Round,201926,fiba-world-cup
5,Paul Zipser,17.0,0,3,0,0,4,4,1,5,0,1,0,1,4,4,germany,2019-09-03,dominican republic,2019090326,First Round,201926,fiba-world-cup
6,Ismet Akpinar,16.0,1,4,1,3,0,0,1,2,0,0,0,0,3,3,germany,2019-09-03,dominican republic,2019090326,First Round,201926,fiba-world-cup
7,Maxi Kleber,15.0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,germany,2019-09-03,dominican republic,2019090326,First Round,201926,fiba-world-cup
8,Johannes Voigtmann,14.0,1,2,0,1,0,0,0,3,0,1,0,3,2,2,germany,2019-09-03,dominican republic,2019090326,First Round,201926,fiba-world-cup
9,Niels Giffey,8.0,1,3,0,1,0,0,0,0,0,0,0,1,2,2,germany,2019-09-03,dominican republic,2019090326,First Round,201926,fiba-world-cup
10,Totals,,21,57,3,19,23,29,5,32,10,8,2,11,18,68,germany,2019-09-03,dominican republic,2019090326,First Round,201926,fiba-world-cup
