,Player,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,Country,Date,Opposition,id,tournament_stage,game_number,competition
0,Behnam Yakhchali,38.0,5,10,1,5,3,3,0,2,1,0,0,0,0,14,iran,2019-09-02,tunisia,2019090222,First Round,201922,fiba-world-cup
1,Hamed Haddadi,34.0,5,12,0,2,3,4,1,11,8,1,2,4,4,13,iran,2019-09-02,tunisia,2019090222,First Round,201922,fiba-world-cup
2,Aaron Geramipoor,30.0,9,13,0,0,0,0,4,8,1,1,0,2,2,18,iran,2019-09-02,tunisia,2019090222,First Round,201922,fiba-world-cup
3,Sajjad Mashayekhi,29.0,4,7,1,1,1,3,3,6,0,2,0,2,4,10,iran,2019-09-02,tunisia,2019090222,First Round,201922,fiba-world-cup
4,Mohammad Jamshidi,21.0,1,7,0,2,2,4,0,1,1,0,0,1,2,4,iran,2019-09-02,tunisia,2019090222,First Round,201922,fiba-world-cup
5,Michael Rostampour,16.0,0,2,0,2,0,0,1,1,1,2,0,0,3,0,iran,2019-09-02,tunisia,2019090222,First Round,201922,fiba-world-cup
6,Samad Nik Bahrami,14.0,1,3,1,1,0,0,0,1,1,0,0,4,1,3,iran,2019-09-02,tunisia,2019090222,First Round,201922,fiba-world-cup
7,Hamed Hosseinzadeh,6.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,iran,2019-09-02,tunisia,2019090222,First Round,201922,fiba-world-cup
8,Mohammad Hassanzadeh,6.0,1,2,0,0,0,0,0,0,0,0,0,0,1,2,iran,2019-09-02,tunisia,2019090222,First Round,201922,fiba-world-cup
9,Arman Zangeneh,4.0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,iran,2019-09-02,tunisia,2019090222,First Round,201922,fiba-world-cup
10,Rasoul Mozafarivanani,2.0,1,2,1,2,0,0,1,1,1,0,0,0,0,3,iran,2019-09-02,tunisia,2019090222,First Round,201922,fiba-world-cup
11,Totals,,27,59,4,15,9,14,10,31,15,6,2,15,18,67,iran,2019-09-02,tunisia,2019090222,First Round,201922,fiba-world-cup
0,Makram Ben Romdhane,38.0,6,12,2,5,2,4,4,6,5,4,0,1,4,16,tunisia,2019-09-02,iran,2019090222,First Round,201922,fiba-world-cup
1,Michael Roll,37.0,7,17,2,7,0,0,2,4,5,1,0,2,3,16,tunisia,2019-09-02,iran,2019090222,First Round,201922,fiba-world-cup
2,Salah Mejri,36.0,7,15,5,9,3,4,5,15,3,2,5,0,3,22,tunisia,2019-09-02,iran,2019090222,First Round,201922,fiba-world-cup
3,Omar Abada,35.0,3,9,1,3,5,5,1,1,5,1,0,0,0,12,tunisia,2019-09-02,iran,2019090222,First Round,201922,fiba-world-cup
4,Mourad El Mabrouk,32.0,4,9,3,8,0,0,1,4,3,1,1,2,2,11,tunisia,2019-09-02,iran,2019090222,First Round,201922,fiba-world-cup
5,Ziyed Chennoufi,8.0,0,2,0,1,0,0,0,0,0,0,0,2,3,0,tunisia,2019-09-02,iran,2019090222,First Round,201922,fiba-world-cup
6,Nizar Knioua,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tunisia,2019-09-02,iran,2019090222,First Round,201922,fiba-world-cup
7,Mohamed Hadidane,5.0,1,1,0,0,0,0,0,1,0,0,0,0,0,2,tunisia,2019-09-02,iran,2019090222,First Round,201922,fiba-world-cup
8,Radhouane Slimane,4.0,0,1,0,1,0,0,0,0,0,0,0,1,2,0,tunisia,2019-09-02,iran,2019090222,First Round,201922,fiba-world-cup
9,Totals,,28,66,13,34,10,13,13,31,21,9,6,8,17,79,tunisia,2019-09-02,iran,2019090222,First Round,201922,fiba-world-cup
