,Player,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,Country,Date,Opposition,id,tournament_stage,game_number,competition
0,Tomas Satoransky,38.0,5,12,2,4,1,2,1,9,13,0,1,5,2,13,czech republic,2019-09-11,australia,2019091182,Knockout Stage,201982,fiba-world-cup
1,Jaromir Bohacik,35.0,4,8,0,3,0,0,1,2,1,0,0,3,3,8,czech republic,2019-09-11,australia,2019091182,Knockout Stage,201982,fiba-world-cup
2,Vojtech Hruban,27.0,1,5,0,2,0,0,0,2,1,0,0,1,1,2,czech republic,2019-09-11,australia,2019091182,Knockout Stage,201982,fiba-world-cup
3,Patrik Auda,25.0,8,11,3,3,2,2,1,3,0,0,0,3,4,21,czech republic,2019-09-11,australia,2019091182,Knockout Stage,201982,fiba-world-cup
4,Ondrej Balvin,17.0,0,4,0,0,0,0,1,5,0,2,0,1,2,0,czech republic,2019-09-11,australia,2019091182,Knockout Stage,201982,fiba-world-cup
5,Pavel Pumprla,17.0,5,6,0,0,0,0,0,2,3,0,0,1,4,10,czech republic,2019-09-11,australia,2019091182,Knockout Stage,201982,fiba-world-cup
6,Martin Peterka,14.0,3,6,1,3,0,0,0,2,1,0,1,0,0,7,czech republic,2019-09-11,australia,2019091182,Knockout Stage,201982,fiba-world-cup
7,Blake Schilb,13.0,2,3,1,2,0,0,0,0,0,0,0,1,0,5,czech republic,2019-09-11,australia,2019091182,Knockout Stage,201982,fiba-world-cup
8,Martin Kriz,12.0,2,6,0,0,0,0,1,2,0,1,0,1,0,4,czech republic,2019-09-11,australia,2019091182,Knockout Stage,201982,fiba-world-cup
9,Tomas Vyoral,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,czech republic,2019-09-11,australia,2019091182,Knockout Stage,201982,fiba-world-cup
10,Totals,,30,61,7,17,3,4,5,27,19,3,2,16,16,70,czech republic,2019-09-11,australia,2019091182,Knockout Stage,201982,fiba-world-cup
0,Joe Ingles,32.0,3,7,0,4,0,0,0,5,4,3,0,3,0,6,australia,2019-09-11,czech republic,2019091182,Knockout Stage,201982,fiba-world-cup
1,Matthew Dellavedova,31.0,3,15,1,4,2,2,3,5,3,1,0,0,0,9,australia,2019-09-11,czech republic,2019091182,Knockout Stage,201982,fiba-world-cup
2,Patty Mills,29.0,9,15,6,9,0,0,4,4,6,0,0,4,3,24,australia,2019-09-11,czech republic,2019091182,Knockout Stage,201982,fiba-world-cup
3,Chris Goulding,24.0,5,13,4,11,0,0,0,2,0,1,0,0,3,14,australia,2019-09-11,czech republic,2019091182,Knockout Stage,201982,fiba-world-cup
4,Aron Baynes,21.0,2,5,0,0,2,2,2,5,4,1,0,1,2,6,australia,2019-09-11,czech republic,2019091182,Knockout Stage,201982,fiba-world-cup
5,Nicholas Kay,20.0,2,4,0,1,0,0,5,7,1,0,0,0,0,4,australia,2019-09-11,czech republic,2019091182,Knockout Stage,201982,fiba-world-cup
6,Jock Landale,17.0,3,8,0,1,1,2,1,4,0,1,0,1,1,7,australia,2019-09-11,czech republic,2019091182,Knockout Stage,201982,fiba-world-cup
7,Mitchell Creek,14.0,1,3,0,0,0,0,2,3,0,1,0,0,2,2,australia,2019-09-11,czech republic,2019091182,Knockout Stage,201982,fiba-world-cup
8,Andrew Bogut,12.0,5,6,0,0,0,0,0,2,3,0,3,2,2,10,australia,2019-09-11,czech republic,2019091182,Knockout Stage,201982,fiba-world-cup
9,Totals,,33,76,11,30,5,6,17,37,21,8,3,11,13,82,australia,2019-09-11,czech republic,2019091182,Knockout Stage,201982,fiba-world-cup
