,Player,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,Country,Date,Opposition,id,tournament_stage,game_number
0,Andray Blatche,31.0,10,21,3,7,1,3,1,11,2,2,0,4,1,24,philippines,2019-09-06,tunisia,2019090655,Classification,201955
1,Kiefer Ravena,20.0,1,5,1,4,2,2,0,0,2,0,0,0,2,5,philippines,2019-09-06,tunisia,2019090655,Classification,201955
2,Troy Rosario,19.0,3,6,1,2,1,2,2,6,0,0,0,1,2,8,philippines,2019-09-06,tunisia,2019090655,Classification,201955
3,Paul Lee,17.0,1,6,1,3,0,0,1,1,0,0,0,0,2,3,philippines,2019-09-06,tunisia,2019090655,Classification,201955
4,Gabe Norwood,17.0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,philippines,2019-09-06,tunisia,2019090655,Classification,201955
5,Japeth Aguilar,17.0,1,3,0,0,0,0,0,2,0,0,0,1,2,2,philippines,2019-09-06,tunisia,2019090655,Classification,201955
6,RR Pogoy,17.0,0,2,0,1,1,2,1,2,2,0,0,1,3,1,philippines,2019-09-06,tunisia,2019090655,Classification,201955
7,Robert Bolick,15.0,2,4,1,2,0,0,1,1,2,0,0,2,1,5,philippines,2019-09-06,tunisia,2019090655,Classification,201955
8,Cj Perez,14.0,3,5,0,2,0,0,2,3,2,0,0,3,2,6,philippines,2019-09-06,tunisia,2019090655,Classification,201955
9,Mark Barroca,14.0,2,5,1,1,2,2,2,3,1,0,0,1,2,7,philippines,2019-09-06,tunisia,2019090655,Classification,201955
10,June Mar Fajardo,12.0,1,2,0,0,4,4,1,5,0,1,0,1,1,6,philippines,2019-09-06,tunisia,2019090655,Classification,201955
11,Raymond Almazan,7.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,philippines,2019-09-06,tunisia,2019090655,Classification,201955
12,Totals,,24,60,8,23,11,15,11,35,12,3,0,14,19,67,philippines,2019-09-06,tunisia,2019090655,Classification,201955
0,Michael Roll,24.0,5,12,3,5,0,0,0,1,4,2,0,0,1,13,tunisia,2019-09-06,philippines,2019090655,Classification,201955
1,Salah Mejri,22.0,6,7,0,1,0,0,2,12,2,0,2,0,2,12,tunisia,2019-09-06,philippines,2019090655,Classification,201955
2,Nizar Knioua,22.0,1,4,0,2,0,0,0,1,1,0,0,3,1,2,tunisia,2019-09-06,philippines,2019090655,Classification,201955
3,Mohamed Hadidane,21.0,4,7,2,3,0,2,1,3,1,0,1,0,2,10,tunisia,2019-09-06,philippines,2019090655,Classification,201955
4,Makram Ben Romdhane,20.0,5,8,0,1,0,2,5,10,2,3,0,0,1,10,tunisia,2019-09-06,philippines,2019090655,Classification,201955
5,Omar Abada,18.0,6,10,2,3,2,2,1,3,3,2,0,0,0,16,tunisia,2019-09-06,philippines,2019090655,Classification,201955
6,Omar Mouhli,15.0,2,6,1,4,1,2,0,0,1,1,0,1,0,6,tunisia,2019-09-06,philippines,2019090655,Classification,201955
7,Mourad El Mabrouk,14.0,3,5,2,4,0,0,1,3,2,0,0,1,0,8,tunisia,2019-09-06,philippines,2019090655,Classification,201955
8,Ziyed Chennoufi,14.0,0,4,0,1,0,0,2,2,2,0,0,0,2,0,tunisia,2019-09-06,philippines,2019090655,Classification,201955
9,Radhouane Slimane,13.0,1,5,1,2,0,0,1,1,0,1,1,2,1,3,tunisia,2019-09-06,philippines,2019090655,Classification,201955
10,Mohamed Abassi,10.0,0,1,0,0,1,2,0,1,1,0,0,0,3,1,tunisia,2019-09-06,philippines,2019090655,Classification,201955
11,Mokhtar Ghyaza,7.0,2,3,0,0,1,2,0,1,0,0,0,0,1,5,tunisia,2019-09-06,philippines,2019090655,Classification,201955
12,Totals,,35,72,11,26,5,12,13,38,19,9,4,7,14,86,tunisia,2019-09-06,philippines,2019090655,Classification,201955
