,Player,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,Country,Date,Opposition,id,tournament_stage,game_number
0,Luis Scola,32.0,4,10,1,1,4,6,3,8,2,1,0,1,3,13,argentina,2019-09-04,russia,2019090437,First Round,201937
1,Facu Campazzo,32.0,6,14,2,7,7,9,2,6,7,3,0,2,3,21,argentina,2019-09-04,russia,2019090437,First Round,201937
2,Patricio Garino,31.0,2,8,0,3,4,4,2,5,1,3,0,3,4,8,argentina,2019-09-04,russia,2019090437,First Round,201937
3,Gabriel Deck,25.0,1,6,0,1,3,4,0,1,0,2,1,0,2,5,argentina,2019-09-04,russia,2019090437,First Round,201937
4,Marcos Delia,23.0,5,6,0,0,3,7,3,4,0,0,1,1,2,13,argentina,2019-09-04,russia,2019090437,First Round,201937
5,Luca Vildoza,20.0,0,4,0,4,3,4,0,4,2,2,0,1,0,3,argentina,2019-09-04,russia,2019090437,First Round,201937
6,Nicolas Laprovittola,17.0,1,8,1,3,1,2,0,0,1,3,0,3,1,4,argentina,2019-09-04,russia,2019090437,First Round,201937
7,Maximo Fjellerup,12.0,1,1,0,0,0,0,0,2,0,1,0,0,1,2,argentina,2019-09-04,russia,2019090437,First Round,201937
8,Nicolas Brussino,8.0,0,2,0,1,0,0,1,2,0,0,0,1,1,0,argentina,2019-09-04,russia,2019090437,First Round,201937
9,Totals,,20,59,4,20,25,36,11,32,13,15,2,12,17,69,argentina,2019-09-04,russia,2019090437,First Round,201937
0,Andrey Vorontsevich,33.0,4,12,1,7,0,0,1,7,0,1,1,2,0,9,russia,2019-09-04,argentina,2019090437,First Round,201937
1,Nikita Kurbanov,30.0,5,7,0,0,3,5,0,4,1,1,1,2,4,13,russia,2019-09-04,argentina,2019090437,First Round,201937
2,Andrey Zubkov,27.0,7,14,0,5,4,4,2,7,3,0,2,3,4,18,russia,2019-09-04,argentina,2019090437,First Round,201937
3,Andrei Sopin,22.0,4,7,1,4,0,0,0,1,4,1,0,2,1,9,russia,2019-09-04,argentina,2019090437,First Round,201937
4,Vitaly Fridzon,20.0,0,1,0,1,0,0,0,2,2,0,0,1,3,0,russia,2019-09-04,argentina,2019090437,First Round,201937
5,Semen Antonov,16.0,2,4,0,1,2,2,0,4,3,0,0,2,2,6,russia,2019-09-04,argentina,2019090437,First Round,201937
6,Sergey Karasev,12.0,0,2,0,1,0,0,0,1,0,0,0,2,1,0,russia,2019-09-04,argentina,2019090437,First Round,201937
7,Mikhail Kulagin,10.0,0,3,0,2,0,0,0,1,0,1,0,2,3,0,russia,2019-09-04,argentina,2019090437,First Round,201937
8,Evgeny Baburin,10.0,1,2,1,2,0,0,0,0,2,1,0,1,5,3,russia,2019-09-04,argentina,2019090437,First Round,201937
9,Vladimir Ivlev,9.0,1,1,1,1,0,0,0,2,1,0,0,0,3,3,russia,2019-09-04,argentina,2019090437,First Round,201937
10,Grigory Motovilov,8.0,0,1,0,0,0,0,0,1,1,0,0,3,1,0,russia,2019-09-04,argentina,2019090437,First Round,201937
11,Evegeny Valiev,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,russia,2019-09-04,argentina,2019090437,First Round,201937
12,Totals,,24,54,4,24,9,11,3,30,17,5,4,20,28,61,russia,2019-09-04,argentina,2019090437,First Round,201937
