,Player,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,Country,Date,Opposition,id,tournament_stage,game_number,competition
0,Nando De Colo,27.0,7,10,3,4,2,2,0,0,8,1,0,1,0,19,france,2019-09-03,jordan,2019090328,First Round,201928,fiba-world-cup
1,Rudy Gobert,22.0,5,8,0,0,6,6,4,13,1,1,2,4,2,16,france,2019-09-03,jordan,2019090328,First Round,201928,fiba-world-cup
2,Frank Ntilikina,21.0,3,5,2,4,4,4,1,5,5,3,1,1,1,12,france,2019-09-03,jordan,2019090328,First Round,201928,fiba-world-cup
3,Axel Toupane,21.0,3,4,2,3,1,2,0,0,2,1,1,1,3,9,france,2019-09-03,jordan,2019090328,First Round,201928,fiba-world-cup
4,Mathias Lessort,19.0,1,3,0,0,5,7,2,3,0,0,0,1,2,7,france,2019-09-03,jordan,2019090328,First Round,201928,fiba-world-cup
5,Vincent Poirier,19.0,2,3,0,0,2,2,0,5,2,1,0,2,1,6,france,2019-09-03,jordan,2019090328,First Round,201928,fiba-world-cup
6,Evan Fournier,18.0,4,11,1,2,4,4,0,1,3,2,0,0,0,13,france,2019-09-03,jordan,2019090328,First Round,201928,fiba-world-cup
7,Amath M'Baye,18.0,4,6,3,4,0,0,0,0,0,0,0,0,1,11,france,2019-09-03,jordan,2019090328,First Round,201928,fiba-world-cup
8,Paul Lacombe,17.0,0,2,0,1,0,0,0,0,2,2,0,0,4,0,france,2019-09-03,jordan,2019090328,First Round,201928,fiba-world-cup
9,Andrew Albicy,15.0,2,2,1,1,1,2,0,0,3,1,0,0,1,6,france,2019-09-03,jordan,2019090328,First Round,201928,fiba-world-cup
10,Louis Labeyrie,2.0,2,2,0,0,0,0,0,0,0,0,0,0,1,4,france,2019-09-03,jordan,2019090328,First Round,201928,fiba-world-cup
11,Totals,,33,56,12,19,25,29,7,27,26,12,4,10,16,103,france,2019-09-03,jordan,2019090328,First Round,201928,fiba-world-cup
0,Dar Tucker,35.0,6,14,3,7,5,6,0,2,0,2,0,5,4,20,jordan,2019-09-03,france,2019090328,First Round,201928,fiba-world-cup
1,Zaid Abbas,29.0,5,15,1,4,1,3,4,7,0,0,0,4,4,12,jordan,2019-09-03,france,2019090328,First Round,201928,fiba-world-cup
2,Ahmet Duverioglu,26.0,3,6,0,0,0,2,3,7,1,0,0,1,3,6,jordan,2019-09-03,france,2019090328,First Round,201928,fiba-world-cup
3,Mousa Al-Awadi,23.0,2,6,1,3,0,0,0,1,2,0,0,3,1,5,jordan,2019-09-03,france,2019090328,First Round,201928,fiba-world-cup
4,Fadi Ibrahim,21.0,3,5,3,5,0,2,0,0,4,0,0,4,3,9,jordan,2019-09-03,france,2019090328,First Round,201928,fiba-world-cup
5,Mahmoud Abdeen,19.0,3,5,2,3,0,0,0,1,1,0,0,2,5,8,jordan,2019-09-03,france,2019090328,First Round,201928,fiba-world-cup
6,Mohammad Shaher,17.0,2,3,0,0,0,0,2,4,1,1,1,3,3,4,jordan,2019-09-03,france,2019090328,First Round,201928,fiba-world-cup
7,Ahmed Hamarsha,14.0,0,2,0,1,0,0,0,2,1,0,0,0,2,0,jordan,2019-09-03,france,2019090328,First Round,201928,fiba-world-cup
8,Jordan Dasuqi,6.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,jordan,2019-09-03,france,2019090328,First Round,201928,fiba-world-cup
9,Yousef Abuwazaneh,5.0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,jordan,2019-09-03,france,2019090328,First Round,201928,fiba-world-cup
10,Amin Abu Hawwas,4.0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,jordan,2019-09-03,france,2019090328,First Round,201928,fiba-world-cup
11,Ahmed Obeid,2.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,jordan,2019-09-03,france,2019090328,First Round,201928,fiba-world-cup
12,Totals,,24,59,10,24,6,13,11,26,11,4,1,22,27,64,jordan,2019-09-03,france,2019090328,First Round,201928,fiba-world-cup
