,Player,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,Country,Date,Opposition,id,tournament_stage,game_number
0,Melvin Ejim,31.0,2,5,2,3,3,4,3,8,4,5,0,3,4,9,canada,2019-09-09,germany,2019090975,Classification,201975
1,Kyle Wiltjer,26.0,6,19,3,14,3,4,2,5,1,1,0,3,1,18,canada,2019-09-09,germany,2019090975,Classification,201975
2,Khem Birch,26.0,6,7,0,0,3,3,6,9,2,3,1,0,0,15,canada,2019-09-09,germany,2019090975,Classification,201975
3,Cory Joseph,24.0,4,12,1,5,0,0,0,2,6,1,0,3,3,9,canada,2019-09-09,germany,2019090975,Classification,201975
4,Kevin Pangos,20.0,0,8,0,5,1,1,0,1,1,1,0,1,4,1,canada,2019-09-09,germany,2019090975,Classification,201975
5,Andrew Nembhard,17.0,3,7,0,2,0,0,0,0,4,1,0,0,3,6,canada,2019-09-09,germany,2019090975,Classification,201975
6,Owen Klassen,15.0,1,5,0,2,2,3,1,7,1,0,0,0,4,4,canada,2019-09-09,germany,2019090975,Classification,201975
7,Brady Heslip,13.0,0,3,0,2,0,0,0,1,0,0,0,0,2,0,canada,2019-09-09,germany,2019090975,Classification,201975
8,Philip Scrubb,11.0,2,6,1,3,0,0,0,0,1,0,0,2,0,5,canada,2019-09-09,germany,2019090975,Classification,201975
9,Conor Morgan,8.0,2,2,2,2,0,0,0,1,0,0,0,2,4,6,canada,2019-09-09,germany,2019090975,Classification,201975
10,Kaza Kajami-Keane,7.0,1,3,0,1,1,2,0,1,1,1,0,1,0,3,canada,2019-09-09,germany,2019090975,Classification,201975
11,Thomas Scrubb,3.0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,canada,2019-09-09,germany,2019090975,Classification,201975
12,Totals,,27,78,9,39,13,17,12,37,22,13,1,15,25,76,canada,2019-09-09,germany,2019090975,Classification,201975
0,Dennis Schroder,35.0,5,13,1,3,10,12,2,10,9,3,1,5,2,21,germany,2019-09-09,canada,2019090975,Classification,201975
1,Maxi Kleber,30.0,7,10,2,4,4,4,1,4,1,1,2,2,2,20,germany,2019-09-09,canada,2019090975,Classification,201975
2,Ismet Akpinar,23.0,2,4,2,3,0,0,0,1,2,0,0,1,5,6,germany,2019-09-09,canada,2019090975,Classification,201975
3,Robin Benzing,23.0,3,6,2,3,4,5,0,3,2,0,0,0,2,12,germany,2019-09-09,canada,2019090975,Classification,201975
4,Johannes Voigtmann,22.0,3,6,1,4,1,2,2,9,4,0,1,2,2,8,germany,2019-09-09,canada,2019090975,Classification,201975
5,Maodo Lo,16.0,0,3,0,2,5,6,0,4,1,0,0,0,0,5,germany,2019-09-09,canada,2019090975,Classification,201975
6,Daniel Theis,15.0,1,4,0,2,0,0,1,5,0,0,1,4,2,2,germany,2019-09-09,canada,2019090975,Classification,201975
7,Danilo Barthel,13.0,0,4,0,0,1,2,4,4,0,0,0,0,1,1,germany,2019-09-09,canada,2019090975,Classification,201975
8,Paul Zipser,12.0,3,7,1,3,0,0,0,4,0,1,0,2,3,7,germany,2019-09-09,canada,2019090975,Classification,201975
9,Andreas Obst,7.0,0,1,0,1,0,0,0,2,0,0,0,2,2,0,germany,2019-09-09,canada,2019090975,Classification,201975
10,Niels Giffey,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,germany,2019-09-09,canada,2019090975,Classification,201975
11,Totals,,24,58,9,25,25,31,10,46,19,5,5,19,21,82,germany,2019-09-09,canada,2019090975,Classification,201975
