,Player,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,Country,Date,Opposition,id,tournament_stage,game_number
0,Nick Fazekas,34.0,12,26,5,7,2,3,5,9,4,0,1,1,1,31,japan,2019-09-07,new-zealand,2019090761,Classification,201961
1,Yuta Watanabe,33.0,1,7,1,4,6,6,1,6,2,0,0,1,4,9,japan,2019-09-07,new-zealand,2019090761,Classification,201961
2,Daiki Tanaka,31.0,3,9,0,2,4,5,1,2,5,1,0,0,3,10,japan,2019-09-07,new-zealand,2019090761,Classification,201961
3,Joji Takeuchi,22.0,1,2,0,1,4,6,2,5,2,1,0,0,0,6,japan,2019-09-07,new-zealand,2019090761,Classification,201961
4,Yudai Baba,22.0,3,10,2,3,1,3,2,4,2,2,0,2,3,9,japan,2019-09-07,new-zealand,2019090761,Classification,201961
5,Makoto Hiejima,19.0,2,6,1,3,1,2,0,1,2,1,0,2,1,6,japan,2019-09-07,new-zealand,2019090761,Classification,201961
6,Shuto Ando,14.0,2,6,1,4,0,0,0,3,0,2,0,0,1,5,japan,2019-09-07,new-zealand,2019090761,Classification,201961
7,Seiya Ando,13.0,1,4,1,2,0,0,1,1,2,0,0,1,0,3,japan,2019-09-07,new-zealand,2019090761,Classification,201961
8,Kosuke Takeuchi,7.0,0,1,0,0,2,2,1,1,0,0,0,0,1,2,japan,2019-09-07,new-zealand,2019090761,Classification,201961
9,Avi Koki Schafer,5.0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,japan,2019-09-07,new-zealand,2019090761,Classification,201961
10,Totals,,25,72,11,26,20,27,13,33,19,7,1,9,14,81,japan,2019-09-07,new-zealand,2019090761,Classification,201961
0,Corey Webster,30.0,9,11,4,6,5,5,2,5,6,1,0,2,2,27,new-zealand,2019-09-07,japan,2019090761,Classification,201961
1,Tai Webster,29.0,6,10,0,3,3,4,0,3,9,0,0,4,2,15,new-zealand,2019-09-07,japan,2019090761,Classification,201961
2,Isaac Fotu,28.0,8,14,2,4,5,6,2,10,1,1,0,2,2,23,new-zealand,2019-09-07,japan,2019090761,Classification,201961
3,Thomas Abercrombie,22.0,4,6,2,3,0,1,1,4,1,0,1,1,2,10,new-zealand,2019-09-07,japan,2019090761,Classification,201961
4,Rob Loe,20.0,4,6,4,5,0,0,0,2,6,0,1,0,3,12,new-zealand,2019-09-07,japan,2019090761,Classification,201961
5,Shea Ili,19.0,2,6,2,3,2,3,1,3,0,0,0,0,0,8,new-zealand,2019-09-07,japan,2019090761,Classification,201961
6,Tohi Smith-Milner,13.0,3,5,2,4,0,0,1,6,3,1,2,0,2,8,new-zealand,2019-09-07,japan,2019090761,Classification,201961
7,Ethan Rusbatch,11.0,1,4,1,4,0,0,0,2,0,0,0,1,0,3,new-zealand,2019-09-07,japan,2019090761,Classification,201961
8,Jordan Ngatai,10.0,1,1,1,1,0,0,0,2,0,0,0,0,1,3,new-zealand,2019-09-07,japan,2019090761,Classification,201961
9,Finn Delaney,10.0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,new-zealand,2019-09-07,japan,2019090761,Classification,201961
10,Alex Pledger,8.0,1,4,0,0,0,0,0,2,1,0,0,0,0,2,new-zealand,2019-09-07,japan,2019090761,Classification,201961
11,Totals,,39,67,18,33,15,19,7,40,27,3,4,10,18,111,new-zealand,2019-09-07,japan,2019090761,Classification,201961
