,Player,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,Country,Date,Opposition,id,tournament_stage,game_number
0,Derek Needham,36.0,6,11,4,9,0,0,0,1,10,2,1,4,2,16,montenegro,2019-09-05,brazil,2019090540,First Round,201940
1,Petar Popovic,33.0,4,11,2,7,0,0,0,0,2,0,1,0,3,10,montenegro,2019-09-05,brazil,2019090540,First Round,201940
2,Bojan Dubljevic,23.0,3,7,3,5,1,2,1,4,3,1,0,3,4,10,montenegro,2019-09-05,brazil,2019090540,First Round,201940
3,Marko Todorovic,20.0,0,2,0,1,1,2,0,3,0,1,0,1,4,1,montenegro,2019-09-05,brazil,2019090540,First Round,201940
4,Milko Bjelica,19.0,4,12,1,4,0,0,2,2,0,0,0,0,0,9,montenegro,2019-09-05,brazil,2019090540,First Round,201940
5,Aleksa Popovic,16.0,2,4,0,1,1,2,0,1,1,0,0,0,1,5,montenegro,2019-09-05,brazil,2019090540,First Round,201940
6,Dino Radoncic,15.0,3,5,0,2,0,0,2,6,1,0,0,1,2,6,montenegro,2019-09-05,brazil,2019090540,First Round,201940
7,Suad Sehovic,15.0,1,2,1,2,0,0,0,4,0,0,0,0,3,3,montenegro,2019-09-05,brazil,2019090540,First Round,201940
8,Nikola Vucevic,13.0,3,4,0,1,2,2,0,6,1,0,0,1,0,8,montenegro,2019-09-05,brazil,2019090540,First Round,201940
9,Sead Sehovic,6.0,1,3,0,0,1,1,0,0,0,1,0,1,0,3,montenegro,2019-09-05,brazil,2019090540,First Round,201940
10,Nemanja Radovic,5.0,1,1,0,0,0,0,0,1,0,0,1,0,1,2,montenegro,2019-09-05,brazil,2019090540,First Round,201940
11,Totals,,28,62,11,32,6,9,5,28,18,5,3,11,20,73,montenegro,2019-09-05,brazil,2019090540,First Round,201940
0,Marcelo Huertas,25.0,7,10,1,2,1,1,0,2,6,0,0,2,0,16,brazil,2019-09-05,montenegro,2019090540,First Round,201940
1,Alex Garcia,24.0,5,9,1,2,0,1,1,3,4,2,0,1,2,11,brazil,2019-09-05,montenegro,2019090540,First Round,201940
2,Cristiano Felicio,24.0,7,7,0,0,0,0,5,8,2,0,1,2,1,14,brazil,2019-09-05,montenegro,2019090540,First Round,201940
3,Vitor Benite,24.0,3,11,3,7,0,2,0,1,1,1,0,1,3,9,brazil,2019-09-05,montenegro,2019090540,First Round,201940
4,Bruno Caboclo,23.0,0,4,0,1,0,0,1,7,1,0,2,0,1,0,brazil,2019-09-05,montenegro,2019090540,First Round,201940
5,Leandro Barbosa,22.0,3,8,0,0,2,2,0,1,4,1,0,0,2,8,brazil,2019-09-05,montenegro,2019090540,First Round,201940
6,Marcus Vinicius,17.0,5,7,2,4,1,1,0,1,0,1,0,2,1,13,brazil,2019-09-05,montenegro,2019090540,First Round,201940
7,Rafa Luz,17.0,0,3,0,2,2,2,0,2,1,1,0,1,3,2,brazil,2019-09-05,montenegro,2019090540,First Round,201940
8,Anderson Varejao,15.0,2,3,0,0,5,5,0,4,1,0,0,0,1,9,brazil,2019-09-05,montenegro,2019090540,First Round,201940
9,Didi Louzada,7.0,1,2,0,0,0,0,0,2,0,0,1,0,1,2,brazil,2019-09-05,montenegro,2019090540,First Round,201940
10,Totals,,33,64,7,18,11,14,7,31,20,6,4,9,15,84,brazil,2019-09-05,montenegro,2019090540,First Round,201940
