,Starter,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,Country,Date,Opposition,id,tournament_stage,game_number
0,Marouan Kechrid,32,4,9,1,3,0,0,0,3,2,0,0,0,3,9,tunisia,2010-08-28,slovenia,201008289,Group Play,20109
1,Radhouane Slimane,26,3,11,0,3,5,7,3,5,2,0,0,2,2,11,tunisia,2010-08-28,slovenia,201008289,Group Play,20109
2,Amine Rzig,26,0,6,0,2,0,0,2,3,1,0,0,2,1,0,tunisia,2010-08-28,slovenia,201008289,Group Play,20109
3,Salah Mejri,25,4,7,1,1,0,2,1,6,0,0,2,1,4,9,tunisia,2010-08-28,slovenia,201008289,Group Play,20109
4,Mohamed Naim Dhifallah,13,1,5,0,2,0,0,2,2,0,0,0,1,1,2,tunisia,2010-08-28,slovenia,201008289,Group Play,20109
5,Reserves,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,tunisia,2010-08-28,slovenia,201008289,Group Play,20109
6,Atef Maoua,15,2,5,1,3,0,0,1,2,0,0,0,0,0,5,tunisia,2010-08-28,slovenia,201008289,Group Play,20109
7,Mokhtar Ghyaza,15,2,6,0,1,0,0,1,2,0,1,1,0,1,4,tunisia,2010-08-28,slovenia,201008289,Group Play,20109
8,Mohamed Hadidane,14,3,7,2,4,0,0,1,3,0,0,0,0,1,8,tunisia,2010-08-28,slovenia,201008289,Group Play,20109
9,Makram Ben Romdhane,13,2,4,0,1,0,2,2,4,0,1,0,1,1,4,tunisia,2010-08-28,slovenia,201008289,Group Play,20109
10,Nizar Knioua,11,0,2,0,0,0,0,1,2,0,0,0,0,0,0,tunisia,2010-08-28,slovenia,201008289,Group Play,20109
11,Marouan Laghnej,8,0,0,0,0,0,0,0,0,0,1,0,2,1,0,tunisia,2010-08-28,slovenia,201008289,Group Play,20109
12,Hamdi Braa,2,0,0,0,0,4,4,0,0,0,0,0,0,0,4,tunisia,2010-08-28,slovenia,201008289,Group Play,20109
13,Totals,,21,62,5,20,9,15,14,32,5,3,3,9,15,56,tunisia,2010-08-28,slovenia,201008289,Group Play,20109
0,Goran Dragic,26,6,9,1,3,3,4,1,5,8,1,0,1,0,16,slovenia,2010-08-28,tunisia,201008289,Group Play,20109
1,Jaka Lakovic,25,2,4,1,3,0,0,0,1,2,0,0,2,0,5,slovenia,2010-08-28,tunisia,201008289,Group Play,20109
2,Uros Slokar,24,2,7,0,2,2,2,3,6,0,0,0,0,4,6,slovenia,2010-08-28,tunisia,201008289,Group Play,20109
3,Bostjan Nachbar,23,5,8,4,7,0,0,0,6,2,1,0,2,3,14,slovenia,2010-08-28,tunisia,201008289,Group Play,20109
4,Primoz Brezec,21,4,4,0,0,1,1,0,2,0,0,1,0,2,9,slovenia,2010-08-28,tunisia,201008289,Group Play,20109
5,Reserves,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,slovenia,2010-08-28,tunisia,201008289,Group Play,20109
6,Sani Becirovic,19,1,3,1,3,0,0,0,0,2,1,0,2,1,3,slovenia,2010-08-28,tunisia,201008289,Group Play,20109
7,Gasper Vidmar,17,6,7,0,0,3,4,3,7,1,1,1,2,1,15,slovenia,2010-08-28,tunisia,201008289,Group Play,20109
8,Samo Udrih,12,1,5,0,2,0,0,0,2,0,1,0,1,3,2,slovenia,2010-08-28,tunisia,201008289,Group Play,20109
9,Miha Zupan,10,2,3,0,0,0,1,0,3,0,0,0,1,2,4,slovenia,2010-08-28,tunisia,201008289,Group Play,20109
10,Jaka Klobucar,10,1,3,1,3,0,0,1,1,0,1,0,0,1,3,slovenia,2010-08-28,tunisia,201008289,Group Play,20109
11,Goran Jagodnik,10,1,4,1,2,0,0,0,1,2,0,0,1,2,3,slovenia,2010-08-28,tunisia,201008289,Group Play,20109
12,Hasan Rizvic,3,0,0,0,0,0,0,1,1,0,0,0,0,1,0,slovenia,2010-08-28,tunisia,201008289,Group Play,20109
13,Totals,,31,57,9,25,9,12,9,35,17,6,2,12,20,80,slovenia,2010-08-28,tunisia,201008289,Group Play,20109
