,Starter,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,Country,Date,Opposition,id,tournament_stage,game_number
0,Kevin Durant,37,11,19,3,8,8,9,0,5,1,2,2,2,1,33,united states,2010-09-09,russia,2010090971,Quarterfinals,201071
1,Derrick Rose,35,2,8,0,2,2,4,0,2,3,1,0,0,2,6,united states,2010-09-09,russia,2010090971,Quarterfinals,201071
2,Lamar Odom,30,2,7,0,0,2,3,5,12,1,2,0,2,2,6,united states,2010-09-09,russia,2010090971,Quarterfinals,201071
3,Chauncey Billups,27,5,9,4,8,1,2,0,1,5,1,0,1,3,15,united states,2010-09-09,russia,2010090971,Quarterfinals,201071
4,Andre Iguodala,13,2,4,0,0,2,3,3,5,3,1,0,1,3,6,united states,2010-09-09,russia,2010090971,Quarterfinals,201071
5,Reserves,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,united states,2010-09-09,russia,2010090971,Quarterfinals,201071
6,Russell Westbrook,21,4,11,1,1,3,3,1,1,1,3,0,2,2,12,united states,2010-09-09,russia,2010090971,Quarterfinals,201071
7,Eric Gordon,14,2,6,2,5,0,0,0,2,1,1,1,0,3,6,united states,2010-09-09,russia,2010090971,Quarterfinals,201071
8,Rudy Gay,8,0,2,0,1,0,0,0,1,1,2,0,0,3,0,united states,2010-09-09,russia,2010090971,Quarterfinals,201071
9,Tyson Chandler,7,1,1,0,0,1,2,1,2,0,1,0,0,2,3,united states,2010-09-09,russia,2010090971,Quarterfinals,201071
10,Stephen Curry,5,0,1,0,1,2,2,0,1,1,0,0,0,2,2,united states,2010-09-09,russia,2010090971,Quarterfinals,201071
11,Kevin Love,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,united states,2010-09-09,russia,2010090971,Quarterfinals,201071
12,Totals,,29,68,10,26,21,28,10,33,17,14,3,8,24,89,united states,2010-09-09,russia,2010090971,Quarterfinals,201071
0,Andrey Vorontsevich,34,4,9,2,3,4,4,4,12,3,1,0,3,3,14,russia,2010-09-09,united states,2010090971,Quarterfinals,201071
1,Sergei Monia,29,1,7,1,5,2,2,0,6,1,0,1,1,3,5,russia,2010-09-09,united states,2010090971,Quarterfinals,201071
2,Anton Ponkrashov,24,0,6,0,4,3,6,1,3,4,0,0,0,2,3,russia,2010-09-09,united states,2010090971,Quarterfinals,201071
3,Sergey Bykov,22,6,13,2,5,3,3,1,3,3,1,0,4,3,17,russia,2010-09-09,united states,2010090971,Quarterfinals,201071
4,Sasha Kaun,13,2,6,0,0,0,0,2,5,0,0,1,0,0,4,russia,2010-09-09,united states,2010090971,Quarterfinals,201071
5,Reserves,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,russia,2010-09-09,united states,2010090971,Quarterfinals,201071
6,Timofey Mozgov,24,6,9,0,0,1,2,1,4,0,0,1,3,4,13,russia,2010-09-09,united states,2010090971,Quarterfinals,201071
7,Dimitriy Khvostov,21,3,4,2,3,0,0,0,0,5,0,0,2,5,8,russia,2010-09-09,united states,2010090971,Quarterfinals,201071
8,Evgeny Voronov,18,4,5,0,0,1,3,0,3,1,0,0,1,4,9,russia,2010-09-09,united states,2010090971,Quarterfinals,201071
9,Vitaly Fridzon,12,1,3,0,1,0,0,0,1,2,0,0,2,1,2,russia,2010-09-09,united states,2010090971,Quarterfinals,201071
10,Alexey Zhukanenko,3,2,2,0,0,0,0,0,0,0,0,1,0,0,4,russia,2010-09-09,united states,2010090971,Quarterfinals,201071
11,Totals,,29,64,7,21,14,20,9,37,19,2,4,16,25,79,russia,2010-09-09,united states,2010090971,Quarterfinals,201071
