,Starter,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,Country,Date,Opposition,id,tournament_stage,game_number
0,Kevin Durant,21,5,11,1,3,3,3,0,8,3,1,0,1,1,14,united states,2010-08-28,croatia,201008283,Group Play,20103
1,Chauncey Billups,21,3,6,2,5,4,4,1,2,4,1,0,0,0,12,united states,2010-08-28,croatia,201008283,Group Play,20103
2,Derrick Rose,19,4,8,1,3,0,0,1,1,2,0,0,0,1,9,united states,2010-08-28,croatia,201008283,Group Play,20103
3,Lamar Odom,16,3,4,0,0,0,2,3,5,1,0,0,0,0,6,united states,2010-08-28,croatia,201008283,Group Play,20103
4,Andre Iguodala,14,2,4,1,2,0,0,2,3,2,3,0,2,2,5,united states,2010-08-28,croatia,201008283,Group Play,20103
5,Reserves,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,united states,2010-08-28,croatia,201008283,Group Play,20103
6,Eric Gordon,22,6,8,4,6,0,1,0,0,0,1,0,0,2,16,united states,2010-08-28,croatia,201008283,Group Play,20103
7,Rudy Gay,17,3,8,1,4,3,5,1,4,0,1,1,0,1,10,united states,2010-08-28,croatia,201008283,Group Play,20103
8,Russell Westbrook,16,4,4,0,0,2,4,2,3,4,0,0,2,3,10,united states,2010-08-28,croatia,201008283,Group Play,20103
9,Danny Granger,15,4,7,1,2,0,1,1,1,0,0,0,0,2,9,united states,2010-08-28,croatia,201008283,Group Play,20103
10,Stephen Curry,15,2,6,0,3,0,0,1,1,4,0,0,0,2,4,united states,2010-08-28,croatia,201008283,Group Play,20103
11,Kevin Love,13,3,6,1,2,0,0,2,10,2,1,0,2,3,7,united states,2010-08-28,croatia,201008283,Group Play,20103
12,Tyson Chandler,11,2,2,0,0,0,2,0,0,0,0,2,0,4,4,united states,2010-08-28,croatia,201008283,Group Play,20103
13,Totals,,41,74,12,30,12,22,14,38,22,8,3,7,21,106,united states,2010-08-28,croatia,201008283,Group Play,20103
0,Roko Ukic,33,2,11,0,4,1,4,1,3,4,0,0,1,1,5,croatia,2010-08-28,united states,201008283,Group Play,20103
1,Marko Tomas,32,3,9,0,4,1,2,2,6,1,0,0,1,3,7,croatia,2010-08-28,united states,201008283,Group Play,20103
2,Bojan Bogdanovic,27,6,11,5,8,0,0,1,4,0,0,0,1,2,17,croatia,2010-08-28,united states,201008283,Group Play,20103
3,Ante Tomic,26,4,10,0,0,4,6,2,8,2,3,2,5,4,12,croatia,2010-08-28,united states,201008283,Group Play,20103
4,Luka Zoric,17,4,6,0,0,1,4,3,5,1,0,0,1,4,9,croatia,2010-08-28,united states,201008283,Group Play,20103
5,Reserves,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,croatia,2010-08-28,united states,201008283,Group Play,20103
6,Marko Popovic,22,6,8,3,5,1,2,1,3,1,0,0,3,1,16,croatia,2010-08-28,united states,201008283,Group Play,20103
7,Marko Banic,12,4,6,0,0,0,1,3,4,0,0,0,0,1,8,croatia,2010-08-28,united states,201008283,Group Play,20103
8,Kresimir Loncar,10,1,4,0,1,0,0,0,2,0,0,0,0,3,2,croatia,2010-08-28,united states,201008283,Group Play,20103
9,Luksa Andric,9,1,4,0,2,0,0,1,1,0,1,0,0,2,2,croatia,2010-08-28,united states,201008283,Group Play,20103
10,Zoran Planinic,7,0,1,0,0,0,0,0,1,0,0,0,0,2,0,croatia,2010-08-28,united states,201008283,Group Play,20103
11,Rok Stipcevic,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,croatia,2010-08-28,united states,201008283,Group Play,20103
12,Davor Kus,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,croatia,2010-08-28,united states,201008283,Group Play,20103
13,Totals,,31,71,8,24,8,19,14,37,9,4,2,12,25,78,croatia,2010-08-28,united states,201008283,Group Play,20103
