,Starter,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,Country,Date,Opposition,id,tournament_stage,game_number
0,Sam Daghles,39,7,13,4,4,4,5,0,2,6,0,0,4,2,22,jordan,2010-09-02,germany,2010090253,Group Play,201053
1,Rasheim Wright,35,4,15,2,9,4,6,1,2,6,2,0,2,3,14,jordan,2010-09-02,germany,2010090253,Group Play,201053
2,Zaid Abbas,32,4,6,0,1,2,2,3,6,0,1,2,3,5,10,jordan,2010-09-02,germany,2010090253,Group Play,201053
3,Ayman Idais,21,0,4,0,3,0,0,3,5,1,0,0,2,4,0,jordan,2010-09-02,germany,2010090253,Group Play,201053
4,Mousa Al-Awadi,7,0,1,0,0,0,0,0,0,0,0,0,1,1,0,jordan,2010-09-02,germany,2010090253,Group Play,201053
5,Reserves,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,jordan,2010-09-02,germany,2010090253,Group Play,201053
6,Enver Soobzokov,27,4,7,4,7,0,0,1,3,0,0,0,0,3,12,jordan,2010-09-02,germany,2010090253,Group Play,201053
7,Zaid Alkhas,26,4,10,3,9,1,2,0,9,0,1,0,0,2,12,jordan,2010-09-02,germany,2010090253,Group Play,201053
8,Ali Jamal Zaghab,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,jordan,2010-09-02,germany,2010090253,Group Play,201053
9,Wesam Al-Sous,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,jordan,2010-09-02,germany,2010090253,Group Play,201053
10,Moahammad Haman Awad Hadrab,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,jordan,2010-09-02,germany,2010090253,Group Play,201053
11,Fadel Alnajjar,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,jordan,2010-09-02,germany,2010090253,Group Play,201053
12,Totals,,23,58,13,34,11,15,8,27,14,4,2,13,21,73,jordan,2010-09-02,germany,2010090253,Group Play,201053
0,Tibor Pleiss,25,7,12,0,0,9,10,2,9,0,2,1,1,2,23,germany,2010-09-02,jordan,2010090253,Group Play,201053
1,Steffen Hamann,18,2,3,0,0,0,0,0,0,4,1,0,0,0,4,germany,2010-09-02,jordan,2010090253,Group Play,201053
2,Jan Jagla,17,4,6,1,2,5,6,1,2,3,0,0,1,3,14,germany,2010-09-02,jordan,2010090253,Group Play,201053
3,Robin Benzing,14,1,5,1,2,2,2,0,1,0,0,0,0,0,5,germany,2010-09-02,jordan,2010090253,Group Play,201053
4,Demond Greene,13,0,1,0,1,0,0,1,2,2,0,0,1,2,0,germany,2010-09-02,jordan,2010090253,Group Play,201053
5,Reserves,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,germany,2010-09-02,jordan,2010090253,Group Play,201053
6,Lucca Staiger,21,5,9,3,6,3,3,0,2,0,0,0,2,1,16,germany,2010-09-02,jordan,2010090253,Group Play,201053
7,Tim Ohlbrecht,21,3,5,1,2,0,0,0,10,3,0,1,1,1,7,germany,2010-09-02,jordan,2010090253,Group Play,201053
8,Elias Harris,19,3,3,0,0,1,1,1,2,1,0,1,2,3,7,germany,2010-09-02,jordan,2010090253,Group Play,201053
9,Philipp Schwethelm,19,1,4,1,3,0,0,0,0,0,0,0,0,3,3,germany,2010-09-02,jordan,2010090253,Group Play,201053
10,Heiko Schaffartzik,15,0,2,0,2,0,0,0,2,2,0,0,1,2,0,germany,2010-09-02,jordan,2010090253,Group Play,201053
11,Chris McNaughton,12,5,6,0,0,2,2,0,3,0,0,0,1,1,12,germany,2010-09-02,jordan,2010090253,Group Play,201053
12,Per Gunther,7,0,1,0,0,0,0,0,1,0,0,0,0,1,0,germany,2010-09-02,jordan,2010090253,Group Play,201053
13,Totals,,31,57,7,18,22,24,5,34,15,3,3,10,19,91,germany,2010-09-02,jordan,2010090253,Group Play,201053
