,Starter,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,Country,Date,Opposition,id,tournament_stage,game_number,competition
0,Marc Gasol,26,7,9,0,0,8,9,0,4,2,2,3,1,2,22,spain,2010-08-29,new-zealand,2010082920,Group Play,201020,fiba-world-cup
1,Ricky Rubio,26,3,5,0,2,2,2,1,4,11,3,0,4,3,8,spain,2010-08-29,new-zealand,2010082920,Group Play,201020,fiba-world-cup
2,Rudy Fernandez,25,4,5,2,2,2,2,1,12,4,2,0,1,2,12,spain,2010-08-29,new-zealand,2010082920,Group Play,201020,fiba-world-cup
3,Jorge Garbajosa,24,4,5,4,4,2,2,0,0,2,1,0,0,1,14,spain,2010-08-29,new-zealand,2010082920,Group Play,201020,fiba-world-cup
4,Juan Carlos Navarro,22,6,11,4,7,2,2,0,0,1,0,0,2,2,18,spain,2010-08-29,new-zealand,2010082920,Group Play,201020,fiba-world-cup
5,Reserves,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,spain,2010-08-29,new-zealand,2010082920,Group Play,201020,fiba-world-cup
6,Felipe Reyes,16,4,6,0,1,2,3,0,4,0,1,0,1,1,10,spain,2010-08-29,new-zealand,2010082920,Group Play,201020,fiba-world-cup
7,Fran Vazquez,14,2,2,0,0,1,2,0,2,2,0,2,2,1,5,spain,2010-08-29,new-zealand,2010082920,Group Play,201020,fiba-world-cup
8,Fernando San Emeterio,14,2,3,0,0,0,0,0,1,0,0,0,1,1,4,spain,2010-08-29,new-zealand,2010082920,Group Play,201020,fiba-world-cup
9,Sergio Llull,13,0,2,0,2,0,0,0,1,2,1,0,1,1,0,spain,2010-08-29,new-zealand,2010082920,Group Play,201020,fiba-world-cup
10,Raul Lopez,12,3,4,0,1,1,1,0,0,0,0,0,0,2,7,spain,2010-08-29,new-zealand,2010082920,Group Play,201020,fiba-world-cup
11,Alex Mumbru,6,0,2,0,1,0,0,1,1,0,0,0,1,1,0,spain,2010-08-29,new-zealand,2010082920,Group Play,201020,fiba-world-cup
12,Victor Claver,2,0,0,0,0,1,2,0,0,0,0,0,0,0,1,spain,2010-08-29,new-zealand,2010082920,Group Play,201020,fiba-world-cup
13,Totals,,35,54,10,20,21,25,3,29,24,10,5,14,17,101,spain,2010-08-29,new-zealand,2010082920,Group Play,201020,fiba-world-cup
0,Kirk Penney,31,7,15,3,7,4,5,0,1,3,1,0,2,2,21,new-zealand,2010-08-29,spain,2010082920,Group Play,201020,fiba-world-cup
1,Mika Vukona,24,3,8,0,1,0,0,4,6,3,0,0,3,4,6,new-zealand,2010-08-29,spain,2010082920,Group Play,201020,fiba-world-cup
2,Phill Jones,23,5,10,5,7,0,0,2,5,2,1,0,1,2,15,new-zealand,2010-08-29,spain,2010082920,Group Play,201020,fiba-world-cup
3,Alex Pledger,10,2,5,0,0,0,0,1,2,1,0,0,3,4,4,new-zealand,2010-08-29,spain,2010082920,Group Play,201020,fiba-world-cup
4,Jeremy Kench,8,0,1,0,0,0,0,1,1,1,0,0,2,1,0,new-zealand,2010-08-29,spain,2010082920,Group Play,201020,fiba-world-cup
5,Reserves,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,new-zealand,2010-08-29,spain,2010082920,Group Play,201020,fiba-world-cup
6,Lindsay Tait,23,2,7,1,3,0,0,3,4,2,1,0,2,1,5,new-zealand,2010-08-29,spain,2010082920,Group Play,201020,fiba-world-cup
7,Thomas Abercrombie,21,7,11,0,2,5,8,1,6,0,1,0,1,3,19,new-zealand,2010-08-29,spain,2010082920,Group Play,201020,fiba-world-cup
8,Pero Cameron,17,1,5,1,3,0,0,0,0,4,1,0,0,3,3,new-zealand,2010-08-29,spain,2010082920,Group Play,201020,fiba-world-cup
9,Craig Bradshaw,16,0,5,0,4,0,0,1,2,0,2,0,0,1,0,new-zealand,2010-08-29,spain,2010082920,Group Play,201020,fiba-world-cup
10,Michael Fitchett,11,1,3,1,3,0,0,0,1,1,1,0,0,0,3,new-zealand,2010-08-29,spain,2010082920,Group Play,201020,fiba-world-cup
11,Casey Frank,9,3,5,1,2,0,0,1,2,1,1,0,1,3,7,new-zealand,2010-08-29,spain,2010082920,Group Play,201020,fiba-world-cup
12,B.J. Anthony,7,0,3,0,1,1,2,0,2,1,0,0,0,1,1,new-zealand,2010-08-29,spain,2010082920,Group Play,201020,fiba-world-cup
13,Totals,,31,78,12,33,10,15,14,32,19,9,0,15,25,84,new-zealand,2010-08-29,spain,2010082920,Group Play,201020,fiba-world-cup
