,Starter,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,Country,Date,Opposition,id,tournament_stage,game_number,competition
0,Milos Teodosic,31,5,12,2,8,0,0,0,5,8,0,1,3,4,12,serbia,2010-09-08,spain,2010090869,Quarterfinals,201069,fiba-world-cup
1,Novica Velickovic,20,7,14,3,6,0,0,0,5,3,4,1,1,1,17,serbia,2010-09-08,spain,2010090869,Quarterfinals,201069,fiba-world-cup
2,Aleksandar Rasic,17,0,0,0,0,0,0,1,1,2,1,0,4,0,0,serbia,2010-09-08,spain,2010090869,Quarterfinals,201069,fiba-world-cup
3,Nemanja Bjelica,14,5,5,3,3,1,3,0,2,1,1,0,0,5,14,serbia,2010-09-08,spain,2010090869,Quarterfinals,201069,fiba-world-cup
4,Kosta Perovic,12,1,1,0,0,0,0,1,1,0,0,1,1,1,2,serbia,2010-09-08,spain,2010090869,Quarterfinals,201069,fiba-world-cup
5,Reserves,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,serbia,2010-09-08,spain,2010090869,Quarterfinals,201069,fiba-world-cup
6,Nenad Krstic,28,4,10,0,0,5,9,5,9,0,2,0,1,3,13,serbia,2010-09-08,spain,2010090869,Quarterfinals,201069,fiba-world-cup
7,Marko Keselj,26,5,6,5,6,2,2,0,1,0,0,0,0,2,17,serbia,2010-09-08,spain,2010090869,Quarterfinals,201069,fiba-world-cup
8,Dusko Savanovic,20,6,12,2,4,1,1,3,5,0,1,0,3,1,15,serbia,2010-09-08,spain,2010090869,Quarterfinals,201069,fiba-world-cup
9,Milenko Tepic,17,1,4,0,3,0,0,0,1,1,0,0,0,1,2,serbia,2010-09-08,spain,2010090869,Quarterfinals,201069,fiba-world-cup
10,Stefan Markovic,11,0,1,0,0,0,2,0,1,2,0,0,1,5,0,serbia,2010-09-08,spain,2010090869,Quarterfinals,201069,fiba-world-cup
11,Ivan Paunic,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,serbia,2010-09-08,spain,2010090869,Quarterfinals,201069,fiba-world-cup
12,Totals,,34,65,15,30,9,17,10,31,17,9,3,14,23,92,serbia,2010-09-08,spain,2010090869,Quarterfinals,201069,fiba-world-cup
0,Juan Carlos Navarro,30,9,17,4,7,5,6,0,0,5,2,0,4,1,27,spain,2010-09-08,serbia,2010090869,Quarterfinals,201069,fiba-world-cup
1,Rudy Fernandez,30,4,10,0,5,7,7,2,5,2,1,0,0,2,15,spain,2010-09-08,serbia,2010090869,Quarterfinals,201069,fiba-world-cup
2,Marc Gasol,29,6,7,0,0,1,2,1,5,2,0,3,2,2,13,spain,2010-09-08,serbia,2010090869,Quarterfinals,201069,fiba-world-cup
3,Jorge Garbajosa,27,6,10,4,6,2,3,2,6,0,1,1,3,4,18,spain,2010-09-08,serbia,2010090869,Quarterfinals,201069,fiba-world-cup
4,Ricky Rubio,26,1,4,1,2,0,0,1,3,3,2,0,3,4,3,spain,2010-09-08,serbia,2010090869,Quarterfinals,201069,fiba-world-cup
5,Reserves,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,spain,2010-09-08,serbia,2010090869,Quarterfinals,201069,fiba-world-cup
6,Sergio Llull,18,1,4,0,3,2,2,1,2,3,1,0,1,1,4,spain,2010-09-08,serbia,2010090869,Quarterfinals,201069,fiba-world-cup
7,Felipe Reyes,13,1,5,0,0,0,0,1,3,0,1,0,1,3,2,spain,2010-09-08,serbia,2010090869,Quarterfinals,201069,fiba-world-cup
8,Fran Vazquez,11,1,1,0,0,2,2,2,4,0,0,2,2,3,4,spain,2010-09-08,serbia,2010090869,Quarterfinals,201069,fiba-world-cup
9,Alex Mumbru,10,1,3,1,2,0,0,0,2,0,0,0,0,0,3,spain,2010-09-08,serbia,2010090869,Quarterfinals,201069,fiba-world-cup
10,Raul Lopez,6,0,1,0,1,0,0,0,1,2,0,0,0,1,0,spain,2010-09-08,serbia,2010090869,Quarterfinals,201069,fiba-world-cup
11,Fernando San Emeterio,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,spain,2010-09-08,serbia,2010090869,Quarterfinals,201069,fiba-world-cup
12,Totals,,30,62,10,26,19,22,10,31,17,8,6,16,21,89,spain,2010-09-08,serbia,2010090869,Quarterfinals,201069,fiba-world-cup
