,Starter,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,Country,Date,Opposition,id,tournament_stage,game_number,competition
0,Joel Anthony,32,8,11,0,0,1,3,2,6,0,0,3,2,3,17,canada,2010-08-28,lebanon,201008285,Group Play,20105,fiba-world-cup
1,Jermaine Anderson,30,1,6,1,5,0,0,0,1,4,1,0,1,4,3,canada,2010-08-28,lebanon,201008285,Group Play,20105,fiba-world-cup
2,Denham Brown,28,5,11,3,5,0,0,0,3,6,0,0,2,2,13,canada,2010-08-28,lebanon,201008285,Group Play,20105,fiba-world-cup
3,Jermaine Bucknor,26,2,6,2,6,0,0,0,4,2,1,0,1,4,6,canada,2010-08-28,lebanon,201008285,Group Play,20105,fiba-world-cup
4,Andy Rautins,20,4,8,2,5,0,0,0,2,2,0,0,1,4,10,canada,2010-08-28,lebanon,201008285,Group Play,20105,fiba-world-cup
5,Reserves,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,canada,2010-08-28,lebanon,201008285,Group Play,20105,fiba-world-cup
6,Levon Kendall,22,1,6,0,0,4,6,4,11,2,0,1,2,1,6,canada,2010-08-28,lebanon,201008285,Group Play,20105,fiba-world-cup
7,Olumuyiwa Famutimi,13,2,5,0,3,0,0,1,2,0,0,0,2,3,4,canada,2010-08-28,lebanon,201008285,Group Play,20105,fiba-world-cup
8,Jevohn Shepherd,12,3,8,2,6,2,2,1,1,1,0,0,0,1,10,canada,2010-08-28,lebanon,201008285,Group Play,20105,fiba-world-cup
9,Ryan Bell,10,0,0,0,0,0,0,0,0,0,1,0,1,0,0,canada,2010-08-28,lebanon,201008285,Group Play,20105,fiba-world-cup
10,Robert Sacre,7,1,2,0,0,0,0,1,2,0,0,0,1,4,2,canada,2010-08-28,lebanon,201008285,Group Play,20105,fiba-world-cup
11,Kelly Olynyk,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,canada,2010-08-28,lebanon,201008285,Group Play,20105,fiba-world-cup
12,Totals,,27,63,10,30,7,11,9,33,17,3,4,13,26,71,canada,2010-08-28,lebanon,201008285,Group Play,20105,fiba-world-cup
0,Jackson Vroman,37,3,8,0,1,2,8,2,8,3,0,0,2,2,8,lebanon,2010-08-28,canada,201008285,Group Play,20105,fiba-world-cup
1,Fadi El Khatib,36,10,17,2,4,9,11,2,8,1,0,1,4,1,31,lebanon,2010-08-28,canada,201008285,Group Play,20105,fiba-world-cup
2,Matt Freije,34,4,11,4,7,0,0,1,4,0,0,1,2,1,12,lebanon,2010-08-28,canada,201008285,Group Play,20105,fiba-world-cup
3,Elias Rustom,31,2,6,0,0,2,2,3,7,3,1,0,1,1,6,lebanon,2010-08-28,canada,201008285,Group Play,20105,fiba-world-cup
4,Rony Fahed,24,4,13,3,6,6,6,0,1,2,1,0,0,1,17,lebanon,2010-08-28,canada,201008285,Group Play,20105,fiba-world-cup
5,Reserves,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,lebanon,2010-08-28,canada,201008285,Group Play,20105,fiba-world-cup
6,Ali Mahmoud,16,0,2,0,2,0,0,1,2,0,4,0,0,3,0,lebanon,2010-08-28,canada,201008285,Group Play,20105,fiba-world-cup
7,Jean Abd El Nour,14,2,2,0,0,3,5,1,3,0,2,0,0,0,7,lebanon,2010-08-28,canada,201008285,Group Play,20105,fiba-world-cup
8,Ali Kanaan,10,0,1,0,1,0,0,0,1,1,0,0,0,2,0,lebanon,2010-08-28,canada,201008285,Group Play,20105,fiba-world-cup
9,Totals,,25,60,9,21,22,32,10,34,10,8,2,9,11,81,lebanon,2010-08-28,canada,201008285,Group Play,20105,fiba-world-cup
