,Starter,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,Country,Date,Opposition,id,tournament_stage,game_number
0,Ersan Ilyasova,32,3,7,1,2,3,4,2,10,0,1,0,1,0,10,turkey,2010-08-29,russia,2010082921,Group Play,201021
1,Kerem Tunceri,31,2,5,1,4,0,0,0,4,4,3,0,1,4,5,turkey,2010-08-29,russia,2010082921,Group Play,201021
2,Hidayet Turkoglu,30,6,16,2,8,0,0,1,3,3,1,1,2,3,14,turkey,2010-08-29,russia,2010082921,Group Play,201021
3,Omer Onan,22,1,5,1,4,0,0,0,1,1,0,0,1,2,3,turkey,2010-08-29,russia,2010082921,Group Play,201021
4,Omer Asik,20,5,7,0,0,0,1,2,7,0,0,2,1,3,10,turkey,2010-08-29,russia,2010082921,Group Play,201021
5,Reserves,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,turkey,2010-08-29,russia,2010082921,Group Play,201021
6,Semih Erden,20,3,6,0,0,3,4,0,5,0,0,1,3,3,9,turkey,2010-08-29,russia,2010082921,Group Play,201021
7,Ender Arslan,16,3,5,3,5,0,2,0,1,2,0,0,1,2,9,turkey,2010-08-29,russia,2010082921,Group Play,201021
8,Sinan Guler,10,1,4,1,2,0,0,1,1,1,0,0,0,2,3,turkey,2010-08-29,russia,2010082921,Group Play,201021
9,Kerem Gonlum,10,1,1,0,0,0,0,1,3,0,0,0,1,1,2,turkey,2010-08-29,russia,2010082921,Group Play,201021
10,Oguz Savas,9,0,0,0,0,0,0,0,0,0,0,0,0,2,0,turkey,2010-08-29,russia,2010082921,Group Play,201021
11,Totals,,25,56,9,25,6,11,7,35,11,5,4,11,22,65,turkey,2010-08-29,russia,2010082921,Group Play,201021
0,Sergei Monia,38,3,11,3,8,4,4,1,5,4,2,2,0,3,13,russia,2010-08-29,turkey,2010082921,Group Play,201021
1,Sasha Kaun,31,5,7,0,0,3,5,1,4,0,1,0,2,2,13,russia,2010-08-29,turkey,2010082921,Group Play,201021
2,Sergey Bykov,30,2,8,2,4,4,4,0,4,3,1,0,2,2,10,russia,2010-08-29,turkey,2010082921,Group Play,201021
3,Anton Ponkrashov,29,1,6,0,2,0,0,2,5,3,0,0,4,2,2,russia,2010-08-29,turkey,2010082921,Group Play,201021
4,Evgeny Voronov,5,0,0,0,0,1,2,0,1,0,0,0,0,2,1,russia,2010-08-29,turkey,2010082921,Group Play,201021
5,Reserves,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,russia,2010-08-29,turkey,2010082921,Group Play,201021
6,Andrey Vorontsevich,27,2,6,1,3,0,0,3,9,1,1,0,0,1,5,russia,2010-08-29,turkey,2010082921,Group Play,201021
7,Vitaly Fridzon,17,2,8,1,5,0,0,0,0,0,1,0,1,2,5,russia,2010-08-29,turkey,2010082921,Group Play,201021
8,Timofey Mozgov,12,0,3,0,0,1,2,1,2,0,0,1,1,3,1,russia,2010-08-29,turkey,2010082921,Group Play,201021
9,Dimitriy Khvostov,10,2,3,2,2,0,0,0,0,1,0,0,1,2,6,russia,2010-08-29,turkey,2010082921,Group Play,201021
10,Evgeny Kolesnikov,2,0,1,0,1,0,0,0,0,0,1,0,1,1,0,russia,2010-08-29,turkey,2010082921,Group Play,201021
11,Totals,,17,53,9,25,13,17,8,30,12,7,3,12,20,56,russia,2010-08-29,turkey,2010082921,Group Play,201021
