,Starter,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,Country,Date,Opposition,id,tournament_stage,game_number
0,Ersan Ilyasova,28,2,7,1,3,4,6,2,5,0,1,0,0,1,9,turkey,2010-09-05,france,2010090563,Round of 16,201063
1,Hidayet Turkoglu,25,6,10,4,7,4,4,1,4,3,0,1,0,2,20,turkey,2010-09-05,france,2010090563,Round of 16,201063
2,Omer Onan,20,3,8,0,1,1,3,1,1,2,2,0,2,1,7,turkey,2010-09-05,france,2010090563,Round of 16,201063
3,Omer Asik,17,4,4,0,0,2,2,2,5,1,0,0,0,2,10,turkey,2010-09-05,france,2010090563,Round of 16,201063
4,Kerem Tunceri,17,0,1,0,1,0,0,0,1,3,3,0,1,2,0,turkey,2010-09-05,france,2010090563,Round of 16,201063
5,Reserves,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,turkey,2010-09-05,france,2010090563,Round of 16,201063
6,Sinan Guler,18,8,10,1,3,0,0,0,0,3,0,0,1,4,17,turkey,2010-09-05,france,2010090563,Round of 16,201063
7,Semih Erden,18,2,3,0,0,1,1,1,2,1,0,0,2,1,5,turkey,2010-09-05,france,2010090563,Round of 16,201063
8,Kerem Gonlum,17,1,1,0,0,0,0,0,2,1,0,0,0,1,2,turkey,2010-09-05,france,2010090563,Round of 16,201063
9,Oguz Savas,15,3,3,0,0,3,6,0,2,1,0,0,3,1,9,turkey,2010-09-05,france,2010090563,Round of 16,201063
10,Ender Arslan,13,3,4,2,2,1,2,0,0,0,2,0,2,2,9,turkey,2010-09-05,france,2010090563,Round of 16,201063
11,Cenk Akyol,10,2,3,1,2,0,0,0,0,1,1,0,0,2,5,turkey,2010-09-05,france,2010090563,Round of 16,201063
12,Baris Ermis,2,1,1,0,0,0,1,0,0,0,0,0,0,0,2,turkey,2010-09-05,france,2010090563,Round of 16,201063
13,Totals,,35,55,9,19,16,25,7,22,16,9,1,11,19,95,turkey,2010-09-05,france,2010090563,Round of 16,201063
0,Boris Diaw,39,8,14,5,8,0,0,3,5,4,2,1,4,4,21,france,2010-09-05,turkey,2010090563,Round of 16,201063
1,Nicolas Batum,27,4,7,2,4,1,2,0,1,1,1,0,2,1,11,france,2010-09-05,turkey,2010090563,Round of 16,201063
2,Nando De Colo,24,5,8,3,5,2,2,0,3,1,0,0,4,1,15,france,2010-09-05,turkey,2010090563,Round of 16,201063
3,Florent Pietrus,24,2,5,0,1,2,2,1,1,4,0,0,2,4,6,france,2010-09-05,turkey,2010090563,Round of 16,201063
4,Ali Traore,13,2,4,0,0,0,0,1,4,0,0,0,1,3,4,france,2010-09-05,turkey,2010090563,Round of 16,201063
5,Reserves,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,france,2010-09-05,turkey,2010090563,Round of 16,201063
6,Mickael Gelabale,24,0,2,0,1,3,4,0,1,3,0,0,1,2,3,france,2010-09-05,turkey,2010090563,Round of 16,201063
7,Alain Koffi,18,1,3,0,0,3,4,1,3,1,1,0,1,2,5,france,2010-09-05,turkey,2010090563,Round of 16,201063
8,Yannick Bokolo,12,1,3,0,2,2,2,0,0,3,0,0,1,0,4,france,2010-09-05,turkey,2010090563,Round of 16,201063
9,Andrew Albicy,9,1,2,1,2,0,0,0,2,1,0,0,0,0,3,france,2010-09-05,turkey,2010090563,Round of 16,201063
10,Ian Mahinmi,7,0,0,0,0,2,2,0,2,1,0,0,1,5,2,france,2010-09-05,turkey,2010090563,Round of 16,201063
11,Fabien Causeur,2,1,1,1,1,0,0,1,1,1,0,0,0,0,3,france,2010-09-05,turkey,2010090563,Round of 16,201063
12,Edwin Jackson,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,france,2010-09-05,turkey,2010090563,Round of 16,201063
13,Totals,,25,50,12,24,15,18,7,24,20,4,1,17,22,77,france,2010-09-05,turkey,2010090563,Round of 16,201063
