,Starter,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,Country,Date,Opposition,id,tournament_stage,game_number,competition
0,Marcelo Huertas,28,1,4,0,1,0,0,0,1,3,1,0,4,2,2,brazil,2010-08-29,tunisia,2010082922,Group Play,201022,fiba-world-cup
1,Leandro Barbosa,27,8,11,2,2,3,4,0,6,0,4,0,1,1,21,brazil,2010-08-29,tunisia,2010082922,Group Play,201022,fiba-world-cup
2,Alex Garcia,27,4,6,1,3,1,1,2,3,2,1,0,1,3,10,brazil,2010-08-29,tunisia,2010082922,Group Play,201022,fiba-world-cup
3,Tiago Splitter,23,6,10,0,0,4,4,3,4,0,1,0,3,3,16,brazil,2010-08-29,tunisia,2010082922,Group Play,201022,fiba-world-cup
4,Guilherme Giovannoni,23,1,5,0,3,0,0,0,3,3,0,0,0,4,2,brazil,2010-08-29,tunisia,2010082922,Group Play,201022,fiba-world-cup
5,Reserves,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,brazil,2010-08-29,tunisia,2010082922,Group Play,201022,fiba-world-cup
6,Marcelinho Machado,19,4,11,4,9,1,2,0,0,2,1,0,0,1,13,brazil,2010-08-29,tunisia,2010082922,Group Play,201022,fiba-world-cup
7,JP Batista,17,3,6,0,0,3,5,2,4,1,1,0,0,3,9,brazil,2010-08-29,tunisia,2010082922,Group Play,201022,fiba-world-cup
8,Marcus Vinicius,14,0,4,0,2,3,4,0,5,0,0,0,1,1,3,brazil,2010-08-29,tunisia,2010082922,Group Play,201022,fiba-world-cup
9,Nezinho Dos Santos,12,1,2,0,0,0,0,0,0,0,0,0,0,1,2,brazil,2010-08-29,tunisia,2010082922,Group Play,201022,fiba-world-cup
10,Murilo Becker,10,0,2,0,0,2,4,2,4,1,0,0,1,0,2,brazil,2010-08-29,tunisia,2010082922,Group Play,201022,fiba-world-cup
11,Totals,,28,61,7,20,17,24,9,30,12,9,0,11,19,80,brazil,2010-08-29,tunisia,2010082922,Group Play,201022,fiba-world-cup
0,Marouan Kechrid,33,5,8,3,5,2,2,0,1,3,1,0,0,0,15,tunisia,2010-08-29,brazil,2010082922,Group Play,201022,fiba-world-cup
1,Radhouane Slimane,32,3,12,1,6,7,8,0,8,2,1,0,3,3,14,tunisia,2010-08-29,brazil,2010082922,Group Play,201022,fiba-world-cup
2,Salah Mejri,25,4,7,0,1,2,4,0,3,0,1,5,5,4,10,tunisia,2010-08-29,brazil,2010082922,Group Play,201022,fiba-world-cup
3,Amine Rzig,23,2,8,0,4,3,3,2,4,1,0,0,3,4,7,tunisia,2010-08-29,brazil,2010082922,Group Play,201022,fiba-world-cup
4,Mohamed Naim Dhifallah,22,0,1,0,0,1,2,0,0,1,0,0,2,1,1,tunisia,2010-08-29,brazil,2010082922,Group Play,201022,fiba-world-cup
5,Reserves,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,tunisia,2010-08-29,brazil,2010082922,Group Play,201022,fiba-world-cup
6,Mohamed Hadidane,22,3,8,2,2,0,0,0,2,2,0,0,1,0,8,tunisia,2010-08-29,brazil,2010082922,Group Play,201022,fiba-world-cup
7,Nizar Knioua,20,1,2,1,1,0,0,1,2,1,2,0,0,1,3,tunisia,2010-08-29,brazil,2010082922,Group Play,201022,fiba-world-cup
8,Hamdi Braa,13,2,6,1,1,0,0,2,5,0,0,1,0,4,5,tunisia,2010-08-29,brazil,2010082922,Group Play,201022,fiba-world-cup
9,Atef Maoua,6,0,1,0,1,2,2,0,0,0,0,0,0,2,2,tunisia,2010-08-29,brazil,2010082922,Group Play,201022,fiba-world-cup
10,Mokhtar Ghyaza,4,0,1,0,0,0,0,1,1,0,0,0,1,2,0,tunisia,2010-08-29,brazil,2010082922,Group Play,201022,fiba-world-cup
11,Totals,,20,54,8,21,17,21,6,26,10,5,6,15,21,65,tunisia,2010-08-29,brazil,2010082922,Group Play,201022,fiba-world-cup
