,Starter,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,Country,Date,Opposition,id,tournament_stage,game_number,competition
0,Joel Anthony,31,6,9,0,0,1,2,3,6,1,1,2,0,1,13,canada,2010-09-01,new-zealand,2010090141,Group Play,201041,fiba-world-cup
1,Jermaine Anderson,29,2,10,0,2,1,2,0,0,2,1,0,3,4,5,canada,2010-09-01,new-zealand,2010090141,Group Play,201041,fiba-world-cup
2,Denham Brown,25,5,12,2,2,0,0,2,2,2,0,0,0,0,12,canada,2010-09-01,new-zealand,2010090141,Group Play,201041,fiba-world-cup
3,Levon Kendall,23,0,4,0,0,2,6,2,7,4,1,1,2,2,2,canada,2010-09-01,new-zealand,2010090141,Group Play,201041,fiba-world-cup
4,Aaron Doornekamp,18,1,4,0,2,2,2,0,2,0,1,0,0,2,4,canada,2010-09-01,new-zealand,2010090141,Group Play,201041,fiba-world-cup
5,Reserves,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,canada,2010-09-01,new-zealand,2010090141,Group Play,201041,fiba-world-cup
6,Kelly Olynyk,22,3,6,0,1,0,0,2,4,1,1,0,2,1,6,canada,2010-09-01,new-zealand,2010090141,Group Play,201041,fiba-world-cup
7,Jevohn Shepherd,21,3,11,0,4,9,13,1,3,0,1,0,2,2,15,canada,2010-09-01,new-zealand,2010090141,Group Play,201041,fiba-world-cup
8,Ryan Bell,11,1,1,0,0,0,0,0,2,0,2,0,0,1,2,canada,2010-09-01,new-zealand,2010090141,Group Play,201041,fiba-world-cup
9,Jermaine Bucknor,9,0,1,0,1,0,0,0,0,0,0,0,1,4,0,canada,2010-09-01,new-zealand,2010090141,Group Play,201041,fiba-world-cup
10,Robert Sacre,7,1,2,0,0,0,0,0,3,0,0,0,0,1,2,canada,2010-09-01,new-zealand,2010090141,Group Play,201041,fiba-world-cup
11,Olumuyiwa Famutimi,4,0,0,0,0,0,0,0,1,0,0,0,1,2,0,canada,2010-09-01,new-zealand,2010090141,Group Play,201041,fiba-world-cup
12,Totals,,22,60,2,12,15,25,10,30,10,8,3,11,20,61,canada,2010-09-01,new-zealand,2010090141,Group Play,201041,fiba-world-cup
0,Thomas Abercrombie,29,1,4,1,2,4,4,3,10,1,0,0,3,4,7,new-zealand,2010-09-01,canada,2010090141,Group Play,201041,fiba-world-cup
1,Lindsay Tait,27,1,4,0,2,3,4,0,5,3,2,0,1,0,5,new-zealand,2010-09-01,canada,2010090141,Group Play,201041,fiba-world-cup
2,Kirk Penney,25,6,14,3,8,3,6,1,2,1,1,0,5,4,18,new-zealand,2010-09-01,canada,2010090141,Group Play,201041,fiba-world-cup
3,Craig Bradshaw,22,1,4,0,3,2,2,0,2,0,1,1,1,4,4,new-zealand,2010-09-01,canada,2010090141,Group Play,201041,fiba-world-cup
4,Mika Vukona,21,2,4,0,0,0,0,2,6,2,0,0,2,3,4,new-zealand,2010-09-01,canada,2010090141,Group Play,201041,fiba-world-cup
5,Reserves,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,new-zealand,2010-09-01,canada,2010090141,Group Play,201041,fiba-world-cup
6,Casey Frank,21,4,5,2,2,4,4,2,4,2,1,0,2,2,14,new-zealand,2010-09-01,canada,2010090141,Group Play,201041,fiba-world-cup
7,Phill Jones,21,4,11,1,7,2,2,0,4,2,0,0,3,1,11,new-zealand,2010-09-01,canada,2010090141,Group Play,201041,fiba-world-cup
8,Pero Cameron,21,2,5,1,1,0,0,0,4,2,0,0,0,3,5,new-zealand,2010-09-01,canada,2010090141,Group Play,201041,fiba-world-cup
9,Michael Fitchett,13,1,3,1,3,0,0,0,1,0,0,0,0,1,3,new-zealand,2010-09-01,canada,2010090141,Group Play,201041,fiba-world-cup
10,Totals,,22,54,9,28,18,22,8,38,13,5,1,17,22,71,new-zealand,2010-09-01,canada,2010090141,Group Play,201041,fiba-world-cup
