,Starter,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,Country,Date,Opposition,id,tournament_stage,game_number
0,Carmelo Lee,33,3,8,2,5,1,2,1,1,1,0,0,0,3,9,puerto rico,2010-08-29,greece,2010082917,Group Play,201017
1,Angel Daniel Vassallo,31,4,14,2,6,1,2,2,9,1,1,2,2,2,11,puerto rico,2010-08-29,greece,2010082917,Group Play,201017
2,J.J. Barea,30,6,12,1,3,7,12,1,5,4,0,0,4,5,20,puerto rico,2010-08-29,greece,2010082917,Group Play,201017
3,Peter John Ramos,26,8,8,0,0,0,2,3,8,3,0,0,3,5,16,puerto rico,2010-08-29,greece,2010082917,Group Play,201017
4,Ricky Sanchez,15,5,6,3,4,0,0,1,5,1,1,0,0,3,13,puerto rico,2010-08-29,greece,2010082917,Group Play,201017
5,Reserves,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,puerto rico,2010-08-29,greece,2010082917,Group Play,201017
6,Nathan Peavy,23,2,5,1,1,0,0,0,0,1,1,3,1,2,5,puerto rico,2010-08-29,greece,2010082917,Group Play,201017
7,Daniel Santiago,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,puerto rico,2010-08-29,greece,2010082917,Group Play,201017
8,Filiberto Rivera,10,0,1,0,1,0,0,0,1,0,0,0,1,2,0,puerto rico,2010-08-29,greece,2010082917,Group Play,201017
9,Guillermo Diaz,9,0,3,0,0,0,0,0,1,1,0,0,1,1,0,puerto rico,2010-08-29,greece,2010082917,Group Play,201017
10,David Huertas,8,2,3,2,2,0,0,0,1,0,0,0,0,1,6,puerto rico,2010-08-29,greece,2010082917,Group Play,201017
11,Renaldo Balkman,4,0,1,0,0,0,0,0,2,0,0,0,0,3,0,puerto rico,2010-08-29,greece,2010082917,Group Play,201017
12,Totals,,30,61,11,22,9,18,8,33,12,3,5,12,28,80,puerto rico,2010-08-29,greece,2010082917,Group Play,201017
0,Vassilis Spanoulis,31,8,12,4,6,8,9,0,0,1,2,0,3,2,28,greece,2010-08-29,puerto rico,2010082917,Group Play,201017
1,Dimitris Diamantidis,30,4,7,1,4,3,4,3,5,7,1,0,0,3,12,greece,2010-08-29,puerto rico,2010082917,Group Play,201017
2,Nikos Zisis,30,2,7,1,3,2,4,2,4,3,0,0,0,1,7,greece,2010-08-29,puerto rico,2010082917,Group Play,201017
3,Kostas Tsartsaris,27,5,8,2,5,2,5,1,4,1,2,1,0,4,14,greece,2010-08-29,puerto rico,2010082917,Group Play,201017
4,Ian Vouyoukas,17,1,4,0,0,0,0,0,4,0,1,2,2,4,2,greece,2010-08-29,puerto rico,2010082917,Group Play,201017
5,Reserves,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,greece,2010-08-29,puerto rico,2010082917,Group Play,201017
6,Ioannis Bourousis,31,4,12,1,6,3,5,2,9,0,2,2,2,4,12,greece,2010-08-29,puerto rico,2010082917,Group Play,201017
7,Stratos Perperoglou,16,1,2,1,2,2,6,0,3,1,0,0,0,1,5,greece,2010-08-29,puerto rico,2010082917,Group Play,201017
8,Nick Calathes,12,0,4,0,2,0,0,0,1,1,0,0,0,1,0,greece,2010-08-29,puerto rico,2010082917,Group Play,201017
9,Giorgos Printezis,3,1,3,1,2,0,0,0,0,0,0,0,0,0,3,greece,2010-08-29,puerto rico,2010082917,Group Play,201017
10,Kostas Kaimakoglou,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,greece,2010-08-29,puerto rico,2010082917,Group Play,201017
11,Totals,,26,59,11,30,20,33,8,31,14,8,5,7,20,83,greece,2010-08-29,puerto rico,2010082917,Group Play,201017
