,Starter,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,Country,Date,Opposition,id,tournament_stage,game_number
0,Luis Scola,38,13,18,0,0,4,5,3,13,2,1,0,3,3,30,argentina,2010-09-01,jordan,2010090140,Group Play,201040
1,Carlos Delfino,38,6,17,4,12,2,4,0,1,5,2,0,1,0,18,argentina,2010-09-01,jordan,2010090140,Group Play,201040
2,Pablo Prigioni,34,1,5,0,3,4,4,1,3,9,3,0,2,2,6,argentina,2010-09-01,jordan,2010090140,Group Play,201040
3,Roman Gonzalez,14,3,5,0,0,0,0,2,7,1,0,2,1,1,6,argentina,2010-09-01,jordan,2010090140,Group Play,201040
4,Hernan Jasen,10,0,1,0,1,0,0,0,0,1,1,0,0,0,0,argentina,2010-09-01,jordan,2010090140,Group Play,201040
5,Reserves,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,argentina,2010-09-01,jordan,2010090140,Group Play,201040
6,Paulo Quinteros,21,3,6,3,6,2,2,1,1,3,1,0,1,3,11,argentina,2010-09-01,jordan,2010090140,Group Play,201040
7,Leo Gutierrez,18,3,7,3,7,0,0,0,0,1,0,0,2,5,9,argentina,2010-09-01,jordan,2010090140,Group Play,201040
8,Luis Eduardo Cequeira,13,2,3,0,0,0,0,1,4,0,0,0,0,2,4,argentina,2010-09-01,jordan,2010090140,Group Play,201040
9,Juan Gutierrez,10,2,5,0,0,0,0,1,3,0,0,0,0,1,4,argentina,2010-09-01,jordan,2010090140,Group Play,201040
10,Federico Kammerichs,4,0,0,0,0,0,0,1,2,0,0,0,0,1,0,argentina,2010-09-01,jordan,2010090140,Group Play,201040
11,Totals,,33,67,10,29,12,15,10,34,22,8,2,10,18,88,argentina,2010-09-01,jordan,2010090140,Group Play,201040
0,Rasheim Wright,35,8,13,3,4,3,3,0,1,1,1,0,4,1,22,jordan,2010-09-01,argentina,2010090140,Group Play,201040
1,Sam Daghles,35,3,11,0,4,2,2,0,1,4,1,0,4,2,8,jordan,2010-09-01,argentina,2010090140,Group Play,201040
2,Zaid Abbas,32,6,7,2,2,3,6,5,10,1,4,1,3,3,17,jordan,2010-09-01,argentina,2010090140,Group Play,201040
3,Ayman Idais,29,8,13,4,7,0,1,1,8,1,1,0,1,3,20,jordan,2010-09-01,argentina,2010090140,Group Play,201040
4,Enver Soobzokov,22,1,3,0,2,0,0,0,2,1,0,0,0,1,2,jordan,2010-09-01,argentina,2010090140,Group Play,201040
5,Reserves,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,jordan,2010-09-01,argentina,2010090140,Group Play,201040
6,Mousa Al-Awadi,25,3,7,0,2,4,4,0,2,1,0,0,0,2,10,jordan,2010-09-01,argentina,2010090140,Group Play,201040
7,Zaid Alkhas,18,0,1,0,1,0,0,0,5,0,0,0,0,3,0,jordan,2010-09-01,argentina,2010090140,Group Play,201040
8,Wesam Al-Sous,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,jordan,2010-09-01,argentina,2010090140,Group Play,201040
9,Ali Jamal Zaghab,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,jordan,2010-09-01,argentina,2010090140,Group Play,201040
10,Totals,,29,57,9,23,12,16,6,30,9,7,1,12,15,79,jordan,2010-09-01,argentina,2010090140,Group Play,201040
