,Starter,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,Country,Date,Opposition,id,tournament_stage,game_number
0,Bostjan Nachbar,28,5,11,1,4,2,2,0,4,0,1,0,0,2,13,slovenia,2010-08-29,united-states,2010082923,Group Play,201023
1,Goran Dragic,20,2,8,1,5,2,4,0,2,4,0,0,3,3,7,slovenia,2010-08-29,united-states,2010082923,Group Play,201023
2,Jaka Lakovic,19,1,6,1,5,2,2,0,1,0,0,0,1,3,5,slovenia,2010-08-29,united-states,2010082923,Group Play,201023
3,Primoz Brezec,18,2,6,0,0,1,2,0,3,0,0,0,2,0,5,slovenia,2010-08-29,united-states,2010082923,Group Play,201023
4,Uros Slokar,16,1,2,0,1,2,2,0,2,1,0,0,1,2,4,slovenia,2010-08-29,united-states,2010082923,Group Play,201023
5,Reserves,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,slovenia,2010-08-29,united-states,2010082923,Group Play,201023
6,Sani Becirovic,23,2,6,0,2,4,4,0,2,4,2,0,2,1,8,slovenia,2010-08-29,united-states,2010082923,Group Play,201023
7,Samo Udrih,22,3,5,2,4,1,2,0,1,2,1,0,1,2,9,slovenia,2010-08-29,united-states,2010082923,Group Play,201023
8,Miha Zupan,18,0,3,0,2,2,2,1,2,1,0,1,0,3,2,slovenia,2010-08-29,united-states,2010082923,Group Play,201023
9,Gasper Vidmar,13,4,9,0,0,2,6,2,2,0,1,1,2,2,10,slovenia,2010-08-29,united-states,2010082923,Group Play,201023
10,Goran Jagodnik,12,2,3,0,0,2,2,2,3,0,1,0,0,3,6,slovenia,2010-08-29,united-states,2010082923,Group Play,201023
11,Hasan Rizvic,9,2,4,0,0,4,5,1,3,0,0,0,0,1,8,slovenia,2010-08-29,united-states,2010082923,Group Play,201023
12,Jaka Klobucar,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,slovenia,2010-08-29,united-states,2010082923,Group Play,201023
13,Totals,,24,64,5,24,24,33,6,25,12,6,2,12,22,77,slovenia,2010-08-29,united-states,2010082923,Group Play,201023
0,Chauncey Billups,25,2,6,0,2,4,6,1,3,5,1,0,2,2,8,united-states,2010-08-29,slovenia,2010082923,Group Play,201023
1,Kevin Durant,23,8,13,2,4,4,4,0,4,4,4,0,0,2,22,united-states,2010-08-29,slovenia,2010082923,Group Play,201023
2,Andre Iguodala,21,5,7,0,1,1,2,1,3,2,1,0,2,4,11,united-states,2010-08-29,slovenia,2010082923,Group Play,201023
3,Derrick Rose,21,3,4,1,2,0,0,0,5,5,1,1,3,3,7,united-states,2010-08-29,slovenia,2010082923,Group Play,201023
4,Lamar Odom,19,2,4,1,2,0,0,0,9,0,0,1,1,5,5,united-states,2010-08-29,slovenia,2010082923,Group Play,201023
5,Reserves,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,united-states,2010-08-29,slovenia,2010082923,Group Play,201023
6,Russell Westbrook,21,5,7,0,0,1,3,2,4,2,1,1,2,0,11,united-states,2010-08-29,slovenia,2010082923,Group Play,201023
7,Eric Gordon,19,2,9,2,7,0,0,1,4,0,0,0,3,3,6,united-states,2010-08-29,slovenia,2010082923,Group Play,201023
8,Rudy Gay,15,5,9,3,6,3,3,2,3,0,1,1,1,3,16,united-states,2010-08-29,slovenia,2010082923,Group Play,201023
9,Kevin Love,13,4,7,0,1,2,4,5,11,2,0,0,1,1,10,united-states,2010-08-29,slovenia,2010082923,Group Play,201023
10,Tyson Chandler,9,0,2,0,0,0,0,1,2,0,0,1,1,1,0,united-states,2010-08-29,slovenia,2010082923,Group Play,201023
11,Stephen Curry,7,1,2,1,1,0,0,1,2,2,1,0,1,1,3,united-states,2010-08-29,slovenia,2010082923,Group Play,201023
12,Danny Granger,7,0,1,0,1,0,0,0,0,0,0,0,0,3,0,united-states,2010-08-29,slovenia,2010082923,Group Play,201023
13,Totals,,37,71,10,27,15,22,14,50,22,10,5,17,28,99,united-states,2010-08-29,slovenia,2010082923,Group Play,201023
