,Starter,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,Country,Date,Opposition,id,tournament_stage,game_number,competition
0,Marko Banic,26,3,6,0,0,0,0,0,4,0,0,0,2,2,6,croatia,2010-09-01,tunisia,2010090146,Group Play,201046,fiba-world-cup
1,Marko Tomas,18,3,5,0,1,2,2,0,1,2,1,0,1,4,8,croatia,2010-09-01,tunisia,2010090146,Group Play,201046,fiba-world-cup
2,Ante Tomic,17,7,11,0,0,1,1,1,9,0,0,1,0,0,15,croatia,2010-09-01,tunisia,2010090146,Group Play,201046,fiba-world-cup
3,Davor Kus,16,0,3,0,1,0,0,0,0,4,1,0,0,2,0,croatia,2010-09-01,tunisia,2010090146,Group Play,201046,fiba-world-cup
4,Roko Ukic,4,0,0,0,0,0,0,0,0,0,0,0,1,2,0,croatia,2010-09-01,tunisia,2010090146,Group Play,201046,fiba-world-cup
5,Reserves,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,croatia,2010-09-01,tunisia,2010090146,Group Play,201046,fiba-world-cup
6,Bojan Bogdanovic,31,8,14,3,8,0,0,0,1,3,1,0,2,1,19,croatia,2010-09-01,tunisia,2010090146,Group Play,201046,fiba-world-cup
7,Zoran Planinic,24,2,4,1,3,0,0,1,2,5,1,0,4,3,5,croatia,2010-09-01,tunisia,2010090146,Group Play,201046,fiba-world-cup
8,Marko Popovic,21,6,10,4,8,0,0,1,4,5,1,0,1,1,16,croatia,2010-09-01,tunisia,2010090146,Group Play,201046,fiba-world-cup
9,Luksa Andric,18,5,5,0,0,0,0,1,3,1,0,1,1,2,10,croatia,2010-09-01,tunisia,2010090146,Group Play,201046,fiba-world-cup
10,Kresimir Loncar,16,2,4,1,1,0,0,2,3,3,0,0,0,4,5,croatia,2010-09-01,tunisia,2010090146,Group Play,201046,fiba-world-cup
11,Rok Stipcevic,9,0,2,0,2,0,0,0,1,0,0,0,0,2,0,croatia,2010-09-01,tunisia,2010090146,Group Play,201046,fiba-world-cup
12,Totals,,36,64,9,24,3,3,6,28,23,5,2,12,23,84,croatia,2010-09-01,tunisia,2010090146,Group Play,201046,fiba-world-cup
0,Salah Mejri,27,2,6,0,0,3,4,2,5,1,0,2,2,1,7,tunisia,2010-09-01,croatia,2010090146,Group Play,201046,fiba-world-cup
1,Mohamed Naim Dhifallah,25,3,5,1,3,1,1,0,1,1,1,0,2,2,8,tunisia,2010-09-01,croatia,2010090146,Group Play,201046,fiba-world-cup
2,Marouan Kechrid,22,2,6,1,3,0,0,2,4,1,0,0,1,0,5,tunisia,2010-09-01,croatia,2010090146,Group Play,201046,fiba-world-cup
3,Radhouane Slimane,22,1,6,0,3,2,2,1,6,0,0,0,3,3,4,tunisia,2010-09-01,croatia,2010090146,Group Play,201046,fiba-world-cup
4,Amine Rzig,21,2,7,0,3,2,2,1,4,1,0,0,0,1,6,tunisia,2010-09-01,croatia,2010090146,Group Play,201046,fiba-world-cup
5,Reserves,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,tunisia,2010-09-01,croatia,2010090146,Group Play,201046,fiba-world-cup
6,Nizar Knioua,25,1,4,1,3,0,0,2,3,4,2,0,0,0,3,tunisia,2010-09-01,croatia,2010090146,Group Play,201046,fiba-world-cup
7,Makram Ben Romdhane,22,6,9,1,1,10,15,2,2,1,2,0,1,2,23,tunisia,2010-09-01,croatia,2010090146,Group Play,201046,fiba-world-cup
8,Mohamed Hadidane,11,1,4,0,2,1,2,0,1,1,0,0,2,0,3,tunisia,2010-09-01,croatia,2010090146,Group Play,201046,fiba-world-cup
9,Hamdi Braa,9,1,4,0,0,1,3,0,0,0,0,1,1,0,3,tunisia,2010-09-01,croatia,2010090146,Group Play,201046,fiba-world-cup
10,Mokhtar Ghyaza,9,1,2,0,0,0,0,1,2,1,2,0,0,0,2,tunisia,2010-09-01,croatia,2010090146,Group Play,201046,fiba-world-cup
11,Atef Maoua,7,0,1,0,1,0,0,0,1,0,0,0,0,0,0,tunisia,2010-09-01,croatia,2010090146,Group Play,201046,fiba-world-cup
12,Totals,,20,54,4,19,20,29,11,29,11,7,3,12,9,64,tunisia,2010-09-01,croatia,2010090146,Group Play,201046,fiba-world-cup
